POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3407,204,173,375,4,0,6,0,0,3,3,7,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,0,0,0,0,0,0,11,14,27,9,10,23,228,193,418
POA3409,408,382,787,6,6,15,0,0,0,22,20,36,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,21,51,0,0,0,0,0,0,34,28,66,26,44,71,472,451,923
POA3412,120,134,257,4,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,0,0,0,0,0,0,8,5,15,13,7,21,144,150,296
POA3413,93,84,178,9,3,8,0,0,0,0,0,0,7,0,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,16,8,21,9,9,15,113,102,218
POA3414,706,740,1444,34,29,65,4,3,11,33,33,65,0,3,3,3,3,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,45,44,90,3,0,4,3,0,4,83,80,158,94,112,206,881,935,1810
POA3415,18,11,35,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,0,0,0,21,17,40
POA3418,1162,1163,2322,55,69,123,6,6,7,47,47,96,4,3,4,7,6,16,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,72,63,132,8,4,14,0,3,3,126,137,265,70,82,156,1359,1380,2737
POA3419,331,353,689,19,34,51,0,0,0,5,8,11,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,29,42,73,17,24,42,373,423,803
POA3420,136,109,246,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,10,3,11,10,8,15,153,118,274
POA3423,199,188,384,9,9,15,0,0,0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,14,18,37,30,22,52,248,228,474
POA3424,327,317,641,13,12,28,0,0,0,7,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,11,17,32,3,0,4,0,0,3,28,32,62,32,21,57,391,372,765
POA3427,1043,1002,2046,44,51,100,3,0,3,143,166,308,0,7,7,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,150,171,326,6,6,10,0,3,3,199,234,435,119,118,242,1370,1359,2723
POA3428,277,253,533,0,0,3,0,0,0,15,16,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,34,0,0,3,0,0,0,20,18,38,54,46,96,344,325,672
POA3429,14163,14898,29060,600,693,1294,31,40,70,1198,1244,2440,41,50,92,9,8,17,20,21,37,7,14,22,0,3,3,0,0,3,0,0,0,1315,1377,2688,82,96,179,25,30,52,2027,2189,4217,1247,1306,2559,17437,18400,35831
POA3430,132,116,250,0,0,3,0,0,0,15,13,24,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32,0,0,0,0,0,0,21,18,35,18,17,38,169,157,320
POA3431,1636,1729,3363,26,44,77,8,3,11,111,112,221,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,124,128,254,8,5,14,0,3,3,165,184,346,95,104,201,1894,2012,3905
POA3432,83,79,158,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,15,16,26,96,97,192
POA3433,97,87,188,0,0,0,0,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,4,3,11,15,10,23,115,97,211
POA3434,2051,2025,4078,99,102,200,11,8,22,164,166,325,6,4,10,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,185,183,366,8,10,20,7,3,8,300,294,589,160,169,331,2506,2492,4998
POA3435,1146,1140,2284,46,52,97,4,0,5,90,89,177,4,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,100,100,193,3,3,4,0,0,0,148,149,301,125,132,259,1427,1415,2841
POA3437,4082,4210,8289,225,240,463,14,18,37,328,354,677,20,10,26,5,4,9,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,372,385,755,17,20,40,7,4,13,630,648,1275,352,383,736,5059,5247,10307
POA3438,982,1005,1986,40,28,70,0,3,4,58,62,122,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,65,72,134,8,11,13,0,0,0,113,105,217,75,77,152,1169,1186,2351
POA3440,857,830,1691,21,18,38,0,0,3,59,54,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,62,58,124,4,5,10,4,6,10,85,84,175,86,75,161,1033,990,2022
POA3441,585,514,1100,0,4,7,6,7,14,43,52,93,0,0,3,0,0,3,3,0,4,0,0,0,3,3,6,0,0,0,0,0,0,59,60,121,0,5,3,0,3,3,61,75,134,44,44,91,693,630,1323
POA3442,2866,3031,5902,84,83,171,11,7,16,236,279,518,3,3,7,4,0,3,10,6,17,3,3,3,3,0,4,0,0,0,0,0,0,269,312,579,15,11,30,3,9,14,373,417,787,301,400,697,3540,3849,7387
POA3444,3489,3697,7187,231,233,469,19,24,38,233,276,509,9,4,10,3,6,9,0,6,6,0,0,0,3,0,3,0,0,0,0,0,0,259,319,583,25,19,45,6,13,18,526,583,1110,400,414,810,4415,4693,9101
POA3446,407,407,821,20,21,36,0,0,0,34,20,56,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,39,27,62,0,0,0,0,0,0,56,43,96,50,50,105,516,501,1020
POA3447,181,174,356,0,3,3,0,0,0,17,21,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,41,0,0,0,3,0,3,17,30,46,23,23,49,225,226,446
POA3448,365,354,718,3,6,12,0,0,0,28,39,60,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,31,41,70,0,0,0,0,0,0,37,51,86,36,28,67,438,434,871
POA3450,2425,2825,5248,123,130,261,5,11,15,193,226,420,6,7,19,11,9,26,5,0,7,3,3,7,6,3,12,0,0,0,0,0,0,241,264,507,20,21,39,3,4,7,390,418,806,324,391,716,3137,3638,6772
POA3451,1894,1994,3889,104,110,213,3,3,5,135,166,299,3,3,7,0,0,0,3,5,4,0,0,0,3,5,6,0,0,0,0,0,0,143,179,323,19,16,36,4,10,9,269,313,584,917,217,1134,3079,2527,5604
POA3453,752,717,1473,10,13,21,0,0,4,41,47,87,3,3,6,0,0,0,8,3,6,0,0,0,0,0,0,0,0,3,0,0,0,54,54,106,0,0,0,3,4,3,66,65,132,52,58,110,863,842,1710
POA3458,746,716,1466,26,34,52,4,0,3,56,72,126,0,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66,81,142,4,0,6,0,3,4,93,113,200,125,140,263,964,972,1937
POA3460,876,1081,1956,55,92,144,3,8,11,60,90,153,4,4,13,0,0,0,0,4,10,0,0,0,0,0,3,0,0,0,0,0,0,80,114,185,7,13,25,3,5,12,148,219,368,104,121,223,1125,1418,2546
POA3461,1693,1645,3337,71,80,145,11,8,18,111,116,229,6,9,17,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,132,131,268,4,13,14,3,0,3,209,219,431,168,170,341,2071,2041,4110
POA3462,484,490,974,4,10,17,3,3,6,32,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,68,0,0,0,0,3,3,42,42,79,57,55,108,584,581,1167
POA3463,997,1000,1997,34,30,66,0,4,6,62,73,128,3,0,3,0,0,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,68,80,148,0,5,7,0,0,0,109,120,222,84,128,214,1193,1248,2439
POA3464,466,464,927,14,11,32,3,7,5,48,30,76,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,36,91,0,3,3,0,0,0,68,55,125,23,34,60,560,552,1109
POA3465,3760,3994,7750,220,251,473,14,17,31,278,297,578,5,8,12,9,7,15,5,0,6,0,0,0,3,5,12,0,0,0,0,0,0,316,338,658,5,12,22,7,7,11,548,608,1157,365,410,776,4669,5018,9686
POA3467,495,472,965,27,34,61,0,3,3,20,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,47,0,0,0,0,0,0,51,58,102,62,56,119,609,583,1190
POA3468,119,131,254,0,3,3,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,6,11,15,12,8,18,136,147,283
POA3469,109,114,227,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,12,4,19,22,13,31,143,137,280
POA3472,609,556,1161,26,14,39,3,0,3,51,55,100,3,3,7,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,60,58,117,5,0,5,0,0,0,90,73,159,87,59,149,778,690,1471
POA3475,157,130,290,0,0,0,3,7,8,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0,0,0,0,0,0,5,10,18,15,22,38,185,162,344
POA3477,373,341,713,8,7,16,0,0,0,10,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,14,29,0,3,3,0,0,0,25,22,49,35,23,59,429,386,820
POA3478,983,1030,2011,57,74,134,3,6,6,47,47,95,3,0,3,0,3,6,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,54,60,110,3,4,10,3,0,3,116,141,259,75,85,163,1175,1257,2427
POA3480,736,710,1452,35,45,88,3,0,3,25,31,64,3,3,8,3,3,4,0,5,10,0,3,3,0,0,0,0,0,0,0,0,0,39,48,84,0,0,3,0,3,4,79,98,175,114,116,230,929,922,1852
POA3482,76,63,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,28,96,72,164
POA3483,350,353,704,27,23,49,0,0,0,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,28,0,0,0,0,0,0,40,37,77,47,46,95,437,437,875
POA3485,140,116,255,3,3,7,0,0,0,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,0,0,0,0,0,0,11,8,19,14,15,23,164,136,295
POA3487,36,36,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,17,43,51,92
POA3488,41,46,86,3,0,3,0,0,0,3,3,10,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,13,7,20,3,3,9,59,54,113
POA3489,24,22,46,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,0,5,26,29,56
POA3490,525,518,1040,34,30,62,4,4,3,22,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,52,0,3,3,0,3,5,60,64,121,71,57,135,651,634,1291
POA3491,55,53,105,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,7,4,7,17,7,8,14,61,67,125
POA3494,267,194,457,17,18,34,9,3,7,18,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,51,14,15,29,0,0,0,60,57,113,43,36,81,372,277,654
POA3496,2381,2302,4678,134,113,247,26,23,52,167,190,350,7,0,3,16,20,32,12,14,24,0,4,7,13,11,19,0,0,0,0,0,0,232,258,487,13,12,21,7,6,18,388,388,772,350,349,699,3116,3038,6151
POA3498,2187,2114,4304,66,58,127,26,24,46,161,166,328,4,3,10,11,11,21,0,0,3,0,0,3,0,4,4,0,0,0,0,0,0,212,209,418,9,9,19,4,9,10,292,287,574,194,183,382,2677,2586,5260
POA3500,11335,12389,23727,706,745,1458,173,196,370,1074,1202,2273,57,51,105,109,119,228,33,26,58,7,0,5,13,22,33,7,8,12,0,0,0,1465,1620,3084,230,193,417,53,49,100,2455,2609,5064,1748,1789,3535,15540,16792,32326
POA3501,823,788,1608,13,15,28,4,3,7,54,67,126,0,0,0,3,0,5,4,4,9,0,0,0,0,0,3,0,0,0,0,0,0,63,79,145,0,6,11,0,3,0,79,103,184,71,61,127,971,946,1915
POA3505,1904,1910,3814,72,62,129,20,18,36,142,153,293,3,0,3,13,10,30,3,10,15,0,0,0,3,4,9,0,0,0,0,0,0,186,196,380,4,10,13,4,4,13,265,266,536,215,215,428,2391,2386,4776
POA3506,18,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,17,36
POA3507,64,71,127,0,0,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,5,12,9,8,14,80,77,153
POA3509,107,103,208,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,10,11,16,112,114,230
POA3512,168,144,308,3,8,12,0,0,0,3,0,3,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,3,4,7,0,0,0,13,18,33,18,13,31,195,174,365
POA3515,733,753,1487,18,14,33,3,3,6,87,99,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,106,200,4,3,8,4,4,8,122,124,248,95,87,177,946,966,1914
POA3516,301,283,581,4,5,3,0,0,0,18,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33,0,0,0,0,0,0,20,19,40,34,36,67,358,331,688
POA3517,562,538,1105,27,30,60,3,4,6,23,28,49,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,28,32,63,0,0,0,0,0,3,55,64,120,94,93,188,712,692,1407
POA3518,531,499,1026,16,15,23,5,0,3,24,16,42,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,54,0,0,0,5,0,5,45,39,85,97,81,185,676,617,1294
POA3520,74,64,136,7,3,8,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,5,15,10,17,29,97,86,180
POA3521,287,272,562,0,0,0,0,0,0,20,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36,0,0,0,0,0,3,17,16,36,23,30,51,326,324,648
POA3522,137,119,257,3,3,3,0,0,0,13,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,32,0,0,0,0,0,0,13,20,37,19,19,38,172,159,335
POA3523,1392,1362,2754,59,77,134,7,3,9,107,116,223,4,4,6,10,5,17,3,3,4,3,0,5,3,4,3,0,0,0,0,0,0,130,141,266,4,3,6,4,0,3,192,221,414,211,232,437,1796,1813,3603
POA3525,541,518,1064,19,26,42,0,0,4,30,31,55,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,65,3,3,8,0,0,0,65,56,123,56,49,105,663,622,1291
POA3527,296,330,618,14,17,32,0,0,0,20,19,34,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,20,41,0,0,0,0,0,0,38,40,73,42,41,85,370,413,784
POA3529,54,48,99,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,3,4,9,6,0,10,68,54,120
POA3530,57,41,104,0,0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,5,4,8,7,3,11,70,55,125
POA3531,89,78,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,3,7,10,6,20,110,86,191
POA3533,300,297,606,11,9,23,0,0,7,22,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,49,0,0,0,0,0,3,39,32,68,54,49,100,394,381,773
POA3537,401,431,835,14,19,37,0,0,3,20,23,45,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,31,48,3,3,6,0,3,0,40,53,92,48,58,105,490,539,1031
POA3540,119,121,237,7,0,8,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,5,9,18,20,41,139,150,291
POA3542,72,62,138,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,4,6,3,11,82,74,157
POA3544,109,89,202,0,0,3,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,11,3,11,15,18,33,136,108,246
POA3546,156,157,311,7,16,25,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,12,23,33,25,19,53,198,199,399
POA3549,1303,1229,2531,72,71,143,9,9,21,47,62,113,0,6,10,7,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,73,81,157,47,45,89,0,0,3,197,204,397,280,264,542,1773,1688,3467
POA3550,14211,15347,29557,549,628,1174,111,118,229,2106,2475,4584,63,58,119,33,48,79,31,27,51,25,29,57,13,15,25,12,6,21,0,0,0,2383,2771,5158,134,181,309,40,32,74,3102,3612,6717,1763,1889,3651,19074,20844,39925
POA3551,11863,11891,23752,303,354,657,43,33,72,1191,1257,2450,38,39,78,29,21,45,15,13,25,0,7,5,12,11,22,3,0,8,0,0,0,1323,1381,2708,45,47,96,25,12,39,1694,1803,3499,972,938,1913,14532,14632,29164
POA3555,7116,7840,14951,388,406,801,36,45,80,706,845,1546,26,27,56,8,7,21,12,23,30,3,5,8,3,3,6,0,0,0,0,0,0,800,948,1750,49,71,122,15,12,31,1263,1438,2696,847,937,1780,9222,10212,19430
POA3556,4874,5032,9910,163,219,379,22,13,32,525,575,1101,21,18,43,8,10,14,10,8,13,6,4,11,4,10,16,0,0,0,0,0,0,595,645,1237,21,25,42,15,7,25,789,895,1683,647,689,1338,6309,6618,12933
POA3557,327,315,642,3,0,8,0,0,0,23,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,63,0,0,0,0,0,0,29,38,69,34,31,60,390,389,772
POA3558,379,350,730,10,18,27,0,0,0,37,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,60,0,0,0,0,0,0,44,45,88,47,45,87,467,443,911
POA3559,251,200,450,3,5,11,0,0,0,15,16,30,3,3,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,20,22,45,0,0,0,0,0,0,24,28,47,18,18,33,295,242,533
POA3561,1816,1828,3643,75,71,147,4,15,24,76,106,178,3,3,9,4,0,4,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,94,132,224,3,4,7,9,11,15,185,210,395,174,171,345,2174,2211,4386
POA3562,121,112,229,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,3,3,11,17,16,32,141,133,275
POA3563,344,314,656,15,16,28,14,12,22,16,16,27,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,54,0,0,0,0,0,0,44,43,91,32,26,56,419,381,801
POA3564,5982,6383,12363,407,455,857,123,131,253,324,372,696,24,26,52,8,6,14,11,9,18,3,3,7,5,7,7,5,3,4,0,0,0,499,558,1056,18,32,46,24,21,45,941,1058,2001,692,739,1428,7608,8183,15796
POA3565,50,44,91,0,5,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,8,5,3,10,56,53,109
POA3566,231,218,452,0,11,8,0,3,3,14,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,30,0,0,0,0,0,0,16,23,38,28,30,58,275,276,552
POA3567,282,243,530,27,17,39,0,7,4,8,6,14,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,22,0,0,0,0,0,0,38,25,68,26,21,49,346,300,643
POA3568,1166,1256,2423,73,95,167,4,8,12,43,36,77,10,6,13,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,54,50,108,0,0,0,0,0,0,130,147,277,122,102,219,1422,1499,2923
POA3570,308,321,634,4,4,5,0,0,0,28,33,59,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,28,29,60,0,0,0,0,0,0,37,34,67,23,20,47,368,382,745
POA3571,132,124,259,3,3,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,8,8,13,24,19,41,158,156,314
POA3572,60,63,125,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,7,8,10,8,9,12,76,78,148
POA3573,139,125,266,0,0,0,0,4,3,3,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,0,0,0,0,0,0,5,10,18,23,25,47,174,158,333
POA3575,335,345,673,12,16,29,0,0,0,11,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,32,5,3,6,4,0,6,32,42,75,31,27,55,396,408,804
POA3576,26,31,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,4,5,0,6,11,34,44,74
POA3579,2134,2179,4315,92,111,201,17,15,30,88,112,194,9,12,17,0,0,0,6,6,11,0,0,0,4,0,7,0,3,3,0,0,0,126,136,260,3,3,6,10,7,18,231,264,489,254,252,503,2617,2690,5307
POA3580,431,386,818,14,14,30,5,14,15,11,16,27,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,21,33,53,0,0,0,0,0,0,43,47,83,38,40,73,509,473,978
POA3581,77,66,145,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,0,0,0,0,0,8,8,12,7,3,11,87,78,165
POA3583,100,70,169,0,3,3,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,6,11,10,12,7,25,114,89,204
POA3584,443,415,858,17,12,22,0,0,3,38,21,59,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,62,0,0,0,0,0,0,52,35,89,102,77,182,600,530,1133
POA3585,4051,4288,8338,369,420,796,45,41,82,219,201,425,9,7,21,7,13,17,0,0,3,0,4,4,3,4,7,0,0,0,0,0,0,293,268,562,31,18,50,15,9,25,708,727,1431,646,645,1292,5401,5653,11054
POA3586,338,322,660,5,0,9,0,3,3,15,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,41,0,0,0,0,0,0,21,28,48,59,56,114,420,406,821
POA3588,161,142,301,6,5,12,0,0,0,6,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,0,0,0,0,0,0,13,12,33,7,9,18,185,167,354
POA3589,136,118,257,0,0,0,0,0,0,11,11,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,30,0,0,3,0,0,0,19,16,31,28,25,58,188,160,348
POA3590,138,144,283,7,6,13,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,10,18,27,16,14,28,167,170,335
