POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3620,35,103,28,32,6,214,14,18,97,108,142,18,402,0,0,5,7,0,0,12,0,0,4,9,101,4,122,0,0,7,9,31,20,64,48,72,400,365,1079,134,2101
POA3621,3,24,8,7,3,43,3,0,20,22,29,9,89,0,0,0,0,4,0,4,0,0,3,3,19,0,21,0,0,0,4,5,4,20,8,10,88,96,333,49,590
POA3622,0,3,3,0,0,9,0,3,4,3,10,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,6,19,17,68,14,134
POA3623,3,6,0,4,0,13,0,0,7,4,14,4,33,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,3,9,0,10,25,38,112,17,201
POA3624,0,0,0,0,0,7,0,0,0,3,8,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,4,3,0,0,15,20,70,8,121
POA3629,41,70,32,33,4,204,14,22,90,116,181,18,447,0,0,0,3,14,0,17,0,0,4,16,61,4,91,3,0,4,9,46,22,92,60,94,334,417,1079,135,2119
POA3630,178,344,128,128,22,891,178,116,567,381,465,68,1775,0,0,3,15,27,0,44,6,9,34,65,262,15,396,8,3,24,34,133,64,267,439,394,1663,1302,3162,393,7361
POA3631,74,210,57,67,9,441,52,59,233,149,148,24,655,0,0,3,11,25,0,40,0,3,5,23,132,3,172,3,0,12,16,66,26,122,163,185,838,630,1492,169,3472
POA3633,4,12,3,3,0,22,0,4,8,12,10,0,32,0,0,0,3,3,0,4,0,0,0,0,5,0,6,0,0,0,0,8,0,8,3,14,35,31,87,9,178
POA3634,8,27,11,11,3,60,3,13,30,22,29,12,106,0,0,0,0,0,0,5,0,3,0,4,27,0,34,0,0,0,3,9,3,19,10,28,97,91,270,44,549
POA3635,5,5,3,3,0,15,3,3,12,5,10,0,29,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,0,3,0,4,6,4,23,29,84,8,161
POA3636,25,52,23,27,4,147,11,21,62,59,81,11,242,0,0,3,0,4,0,7,0,0,3,4,51,3,62,0,0,7,7,24,12,51,30,58,210,231,664,86,1277
POA3637,8,4,0,4,0,14,0,4,3,11,11,4,25,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,7,0,8,0,10,17,33,94,13,174
POA3638,17,22,3,14,0,73,6,12,21,28,27,6,97,0,0,0,3,0,0,9,0,0,0,3,21,0,25,0,0,0,3,13,4,27,17,27,84,95,270,43,543
POA3639,3,5,5,3,0,15,0,0,6,4,9,0,24,0,0,3,0,0,0,3,0,0,0,0,9,0,7,0,0,0,0,0,3,3,5,5,24,20,67,5,124
POA3640,3,7,4,5,0,24,0,0,7,10,11,4,33,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,7,0,7,0,5,49,60,141,21,277
POA3641,0,5,6,8,0,22,0,0,6,15,4,5,34,0,0,0,0,0,0,3,0,0,0,0,8,0,10,0,0,0,0,8,3,9,0,10,39,50,158,31,289
POA3644,23,95,26,31,3,186,11,5,67,79,87,15,277,0,0,0,3,13,0,18,0,0,5,12,69,3,91,0,0,4,16,47,15,81,42,49,356,355,1061,133,1994
POA3646,3,11,4,3,3,32,3,0,5,3,7,0,15,0,0,0,0,0,0,0,0,0,4,0,6,0,9,0,0,0,3,7,0,10,14,9,37,31,77,9,174
POA3647,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,13
POA3649,0,3,0,0,0,8,0,0,4,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,17,18,60,15,112
POA3658,27,53,26,29,4,142,6,11,54,66,67,14,217,0,0,3,7,15,3,30,0,0,3,10,72,7,93,0,0,3,10,52,10,79,50,48,235,297,946,109,1685
POA3659,0,17,6,3,0,27,0,3,8,13,6,0,27,0,0,0,3,0,0,3,0,0,0,0,9,0,7,0,0,0,0,0,0,0,8,10,50,48,93,9,218
POA3660,28,72,31,23,4,173,12,11,58,76,85,15,251,0,0,0,7,15,3,29,0,0,3,13,72,7,95,0,3,9,8,25,15,57,37,64,297,341,895,126,1761
POA3662,3,8,4,3,0,22,0,3,3,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,15,11,47,84,162,10,335
POA3663,0,0,0,0,0,5,0,3,0,0,0,3,6,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,13,31,6,60
POA3664,0,14,4,4,0,33,0,0,14,7,10,0,36,0,0,3,0,3,0,12,0,0,3,0,5,0,10,0,0,0,3,0,9,14,19,6,70,67,144,27,332
POA3665,0,5,0,3,0,10,0,0,3,0,3,0,10,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,3,4,3,3,20,15,49,6,98
POA3666,21,58,25,19,5,129,8,14,53,36,62,9,178,0,0,4,12,27,3,39,0,3,8,8,31,4,46,3,0,10,9,17,10,54,40,54,268,220,550,70,1212
POA3669,11,15,7,3,0,35,7,3,19,21,27,4,78,0,0,0,0,3,0,8,3,0,0,0,8,0,13,0,0,0,0,6,4,12,19,24,73,75,137,29,360
POA3670,0,9,0,4,0,10,3,0,0,7,8,0,30,0,0,0,0,0,0,7,0,0,0,0,6,0,8,0,0,0,0,3,0,0,7,0,27,30,91,18,170
POA3672,48,118,37,54,12,291,24,26,124,122,166,32,502,0,0,4,3,26,3,38,0,3,7,17,87,4,115,0,3,11,9,50,19,84,98,93,446,454,1239,170,2503
POA3673,7,27,4,7,3,55,3,3,27,17,18,3,67,0,0,0,3,0,0,8,0,0,0,0,14,3,24,0,0,3,7,13,3,22,22,21,126,103,254,33,554
POA3675,11,28,12,8,0,63,7,10,45,33,32,3,133,0,0,3,0,3,3,9,0,3,3,3,17,0,27,0,0,5,3,5,0,15,26,41,152,114,274,27,630
POA3677,74,238,69,90,13,540,81,100,367,243,319,44,1155,0,4,15,16,30,4,57,9,3,18,33,159,3,223,3,0,13,30,81,32,158,207,231,1036,856,2292,209,4827
POA3678,30,103,40,22,3,228,34,37,139,106,100,14,422,0,0,6,11,8,3,28,4,0,9,8,47,0,75,3,0,8,12,41,10,79,102,108,500,431,874,111,2123
POA3682,0,10,4,3,0,18,0,0,3,7,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,10,10,3,35,32,97,11,181
POA3683,8,5,7,3,0,37,6,11,40,15,29,5,98,0,0,0,0,3,0,4,0,0,3,0,14,0,19,0,0,0,10,18,3,30,18,15,94,90,251,26,505
POA3685,3,31,11,11,0,63,9,14,22,31,29,3,100,0,0,0,0,4,3,12,0,0,10,3,22,0,37,0,0,3,3,6,11,28,30,35,161,138,363,53,777
POA3687,3,7,3,6,0,20,0,0,17,4,13,3,42,0,0,0,0,0,0,0,0,0,0,3,16,0,17,0,0,0,3,8,4,13,4,8,56,37,151,22,281
POA3688,13,11,4,4,0,42,8,6,27,20,18,7,92,0,0,0,6,3,0,12,0,0,0,3,18,0,23,0,0,0,0,10,4,14,14,25,77,82,202,29,435
POA3690,140,368,160,179,22,1010,136,127,558,426,653,58,1961,6,0,7,14,37,3,67,8,3,24,71,321,18,443,3,4,31,36,167,68,300,428,417,1852,1816,4843,411,9762
POA3691,47,155,45,42,5,351,35,49,177,109,129,12,514,0,0,5,8,7,0,25,0,0,4,19,97,0,123,0,3,16,9,65,14,118,141,160,699,655,1595,136,3383
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,18,0,36
POA3695,0,9,0,6,3,18,0,0,8,7,8,3,23,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,4,40,21,77,10,155
POA3697,7,3,3,0,0,16,0,3,7,3,10,0,28,0,0,0,4,4,0,7,0,0,0,0,3,0,9,0,0,3,0,3,0,4,8,10,41,38,75,11,183
POA3698,12,29,6,5,0,60,0,6,11,11,8,0,32,0,0,12,0,3,0,24,0,0,4,3,3,0,6,0,0,0,0,0,0,3,16,22,92,51,101,20,303
POA3699,3,20,3,4,0,46,4,0,13,12,9,0,37,0,0,3,3,12,0,17,0,0,0,0,3,0,5,0,0,0,0,3,0,3,18,14,67,48,136,8,300
POA3700,9,14,10,7,0,46,4,0,13,18,29,3,73,0,0,0,0,0,0,0,0,0,3,0,18,0,22,0,0,0,0,9,9,13,8,14,67,72,189,26,382
POA3701,3,10,5,5,0,29,0,3,10,17,8,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,3,8,7,9,53,51,145,24,294
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7
POA3705,0,4,0,0,0,9,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,3,0,0,12,13,33,9,72
POA3707,13,23,3,7,0,50,8,3,19,26,27,0,85,0,0,0,0,10,0,12,0,0,0,0,30,0,28,0,0,0,0,4,5,9,11,19,69,73,237,26,443
POA3708,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,20
POA3709,0,0,3,0,0,6,0,0,3,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,11,24,42,5,89
POA3711,3,0,0,0,0,15,0,3,9,0,5,3,17,0,0,0,0,5,0,4,0,0,0,0,5,0,7,0,0,0,0,3,0,7,7,4,26,16,80,7,143
POA3712,7,9,3,4,0,16,3,0,4,0,3,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,19,11,51,12,105
POA3713,13,16,5,21,4,66,0,0,8,8,9,3,30,0,3,0,0,0,0,5,0,0,0,0,8,0,8,0,0,0,0,7,3,12,3,18,36,32,116,18,226
POA3714,22,56,16,29,3,137,13,5,40,33,44,6,138,3,0,3,4,8,0,20,0,0,7,0,21,0,32,0,0,4,7,18,3,31,32,45,206,166,431,55,933
POA3715,3,3,0,0,0,9,0,0,7,5,3,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,3,3,3,6,19,19,36,7,90
POA3717,11,28,17,8,0,83,5,0,39,28,21,4,91,0,0,0,0,5,3,5,3,0,4,0,34,3,43,3,0,3,3,18,12,36,28,24,150,136,320,63,728
POA3718,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,4,28
POA3719,5,6,3,0,0,14,0,0,7,0,8,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,11,23,21,45,3,103
POA3720,3,3,0,3,0,10,0,0,3,3,7,0,15,0,0,0,0,0,0,4,0,0,0,5,3,0,8,0,0,0,3,4,0,10,3,7,26,27,75,11,142
POA3722,25,77,33,31,3,186,7,8,66,52,45,4,189,3,3,3,6,12,0,23,0,0,4,12,59,4,82,3,3,3,5,37,13,57,56,62,330,260,775,81,1562
POA3723,32,54,12,14,0,130,6,0,30,19,16,0,72,0,0,4,0,3,0,12,0,0,0,0,20,0,20,0,0,4,3,22,10,42,48,46,191,147,356,50,838
POA3725,0,5,3,3,0,20,6,0,10,6,3,0,21,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,3,0,8,8,5,30,43,88,12,186
POA3726,3,3,0,3,0,14,0,4,4,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,8,14,20,59,4,106
POA3727,0,3,3,0,0,6,0,0,5,0,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,9,43,4,68
POA3728,0,6,0,0,0,7,0,0,3,3,10,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,3,9,0,5,26,27,66,6,133
POA3730,32,92,40,35,7,216,18,21,113,78,92,18,337,0,0,3,3,21,4,30,3,0,9,8,67,3,91,0,5,7,10,38,6,69,53,73,389,320,1105,134,2080
POA3732,6,11,3,4,0,18,0,0,6,5,9,0,24,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,5,6,8,47,38,88,5,180
POA3733,3,3,3,0,0,12,0,0,6,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,4,13,7,28,3,70
POA3735,4,15,0,3,0,17,0,5,11,6,4,8,39,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,3,13,38,33,87,23,194
POA3737,14,40,9,16,3,96,13,12,60,45,77,8,211,0,0,0,0,6,0,8,0,0,5,4,43,0,49,0,0,6,9,24,8,44,32,43,213,185,560,66,1111
POA3738,0,0,0,3,0,7,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,16,29,3,67
POA3739,0,0,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,20,14,24,3,61
POA3740,7,14,3,7,0,25,3,4,14,24,11,5,57,0,0,0,4,0,0,4,0,0,4,0,7,0,7,0,0,4,0,7,4,15,13,25,60,67,158,27,343
POA3741,8,45,15,9,3,88,4,15,32,29,28,0,107,0,3,5,3,11,3,28,0,0,3,3,18,3,25,0,0,7,6,15,0,27,39,53,242,174,351,46,900
POA3744,4,10,3,0,0,20,0,3,3,0,3,0,12,0,0,0,3,3,0,5,0,0,0,4,4,0,8,0,0,3,0,5,0,8,8,3,37,18,71,7,144
POA3746,0,3,3,3,3,11,0,0,4,7,3,0,16,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,11,3,3,17,33,48,9,110
POA3747,44,73,17,19,3,197,35,28,116,90,61,18,349,3,5,8,4,3,0,23,4,0,4,3,22,3,40,4,0,12,3,21,8,49,132,126,416,293,504,76,1539
POA3749,21,41,8,7,0,111,13,8,44,30,34,3,129,0,0,7,0,0,0,11,0,0,0,0,24,0,24,0,0,3,0,8,0,23,65,45,172,96,268,34,676
POA3750,20,101,32,29,3,237,52,22,204,108,97,20,505,0,3,8,3,0,3,24,9,0,15,32,56,3,114,15,0,27,30,36,29,135,406,89,889,631,811,132,2964
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,6,10,28,12,58
POA3752,85,256,107,107,15,687,121,76,468,291,357,47,1358,7,3,22,24,24,9,82,18,3,36,53,203,22,334,21,5,58,33,112,49,271,658,268,2068,1420,2804,340,7566
POA3753,3,25,18,20,3,79,4,8,29,18,27,8,91,0,0,0,0,6,0,7,0,0,4,11,18,3,36,5,0,8,4,27,7,41,34,22,124,149,329,48,696
POA3754,201,559,206,206,28,1389,140,132,686,480,582,70,2097,6,3,37,39,48,8,127,12,11,57,98,409,12,591,22,9,66,72,203,58,425,848,503,3024,2536,5236,448,12597
POA3755,0,3,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,3,0,8,20,12,40,0,89
POA3756,39,120,68,60,10,326,29,36,116,131,161,17,481,0,0,4,10,21,3,38,3,0,10,20,139,5,180,5,0,7,22,76,30,144,124,118,585,606,1784,186,3396
POA3757,42,124,64,55,17,319,25,19,116,106,122,22,403,0,0,4,14,18,0,34,3,0,7,23,104,9,138,0,0,18,19,79,23,143,92,80,473,510,1409,158,2723
POA3758,10,24,15,14,0,76,3,9,18,29,30,4,88,0,0,3,0,0,0,3,0,0,3,3,23,3,36,0,0,0,3,22,5,36,28,31,87,136,390,36,713
POA3759,9,20,7,5,0,56,6,11,15,10,18,4,60,0,0,4,3,0,0,9,3,0,4,4,5,0,17,0,0,3,6,6,0,24,31,33,107,64,164,27,431
POA3760,9,7,0,0,0,21,4,6,6,3,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,8,0,8,9,16,42,27,49,13,152
POA3761,6,21,8,10,0,62,8,0,20,8,18,0,54,3,0,3,0,7,0,12,0,0,0,0,8,0,15,0,0,4,4,7,3,13,42,18,119,80,184,12,444
POA3762,0,4,0,0,0,6,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,16,3,38
POA3763,7,18,10,14,3,56,3,3,21,24,25,4,80,0,0,0,3,0,0,6,0,0,0,4,19,3,35,0,0,3,3,12,4,22,15,15,78,98,264,42,514
POA3764,51,104,31,48,3,278,16,21,106,100,103,16,361,3,0,7,11,26,0,52,5,0,12,16,84,10,121,3,5,9,21,60,18,116,110,108,461,484,1265,127,2559
POA3765,28,123,31,25,4,263,18,33,120,65,89,13,334,3,3,9,3,11,0,30,0,3,11,15,87,0,117,7,0,9,17,45,11,91,125,98,541,399,1024,68,2257
POA3766,19,33,5,11,3,84,3,13,26,19,15,0,78,0,0,4,0,3,0,9,4,0,3,3,5,0,10,0,3,8,3,11,0,22,46,42,141,86,161,11,490
POA3767,21,30,6,3,0,70,8,10,29,12,10,0,74,0,0,7,3,3,0,16,0,0,3,3,6,0,10,0,0,9,4,4,3,23,45,48,127,73,128,18,435
POA3770,15,34,18,24,4,103,8,10,33,28,41,3,113,0,0,4,7,10,0,19,3,0,3,9,55,3,68,0,0,3,9,35,8,57,34,38,202,169,552,51,1050
POA3775,24,59,20,18,7,132,15,11,48,44,25,11,149,3,0,5,10,13,3,28,0,0,5,9,59,3,79,3,0,17,13,29,7,71,53,49,304,243,585,65,1308
POA3777,59,114,56,48,9,329,36,31,123,121,130,20,460,18,9,29,16,28,0,92,4,3,15,28,111,9,165,3,7,28,16,67,36,153,143,136,692,604,1429,172,3172
POA3778,0,3,3,4,0,6,0,0,3,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,13,11,23,4,54
POA3779,0,0,0,0,0,9,0,0,4,0,3,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,23,17,44,6,98
POA3781,21,62,36,24,0,167,6,13,60,49,78,10,210,0,0,7,4,13,0,24,0,0,5,4,55,3,73,0,0,8,8,39,8,67,50,43,238,245,789,78,1449
POA3782,46,133,54,47,0,323,30,28,120,90,99,17,382,3,3,16,4,12,0,33,3,5,12,10,92,0,119,6,3,24,22,43,3,103,148,126,642,492,1120,73,2592
POA3783,6,39,21,13,0,88,5,6,39,28,25,7,102,0,3,8,3,4,3,17,0,0,3,5,31,3,45,0,0,3,0,15,3,22,28,31,177,133,357,46,772
POA3785,0,3,0,0,0,5,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,5,4,0,27
POA3786,13,42,12,0,5,93,5,10,34,21,14,3,89,3,0,3,3,3,0,11,3,0,9,7,9,0,23,0,0,16,3,4,0,23,56,35,197,115,154,20,581
POA3787,15,12,10,11,0,60,4,6,29,10,12,7,66,0,0,0,3,0,0,5,0,0,0,0,7,0,17,3,0,3,4,8,0,15,55,29,116,72,111,19,411
POA3788,22,35,12,4,3,102,19,15,30,14,14,4,92,0,0,8,3,0,0,19,0,0,6,0,13,0,19,3,0,10,4,8,3,30,77,60,197,130,171,16,654
POA3789,4,9,0,0,0,19,0,0,3,3,3,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,8,13,7,31,22,20,4,100
POA3791,22,41,13,3,0,100,10,14,33,14,13,0,84,4,0,3,5,5,0,19,0,0,3,0,9,0,17,4,0,10,8,10,0,30,54,49,185,98,146,15,557
POA3792,11,29,11,12,3,63,15,3,18,14,4,3,55,0,0,0,0,0,0,3,0,0,3,0,10,0,11,0,0,6,3,4,0,15,26,28,116,78,116,8,381
POA3793,24,51,23,21,3,136,7,15,41,44,53,3,167,0,0,3,4,3,0,13,0,3,8,7,33,0,54,4,0,3,3,22,3,43,54,58,230,212,513,55,1127
POA3795,6,10,0,3,0,29,4,3,14,14,11,3,55,0,0,3,0,0,0,4,0,0,3,0,16,0,21,0,0,6,0,10,4,21,17,21,80,68,177,7,369
POA3796,65,150,58,52,6,382,31,31,130,149,167,19,538,0,0,17,13,14,3,45,4,4,17,26,127,6,186,0,3,10,18,76,20,134,120,149,622,657,1634,137,3313
POA3797,16,28,23,18,3,101,9,18,21,31,43,6,120,3,0,7,3,7,3,20,0,0,0,9,36,4,48,0,0,4,5,23,14,47,30,40,104,174,481,61,889
POA3799,30,52,34,28,4,179,13,17,56,56,107,13,257,0,3,11,7,19,3,41,0,3,3,6,64,3,86,0,3,11,12,48,13,91,66,70,260,228,748,99,1473
POA3800,3,24,5,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,55,8,33,4,120
POA3802,59,267,104,80,12,654,95,59,401,236,286,59,1132,10,6,30,43,21,3,110,12,4,48,67,186,9,334,19,4,108,73,134,52,393,587,215,2160,1517,2337,343,7168
POA3803,17,68,23,31,5,179,18,13,132,111,161,22,455,7,0,10,7,7,0,24,3,0,12,26,80,3,120,3,0,47,21,57,38,162,198,68,684,535,1067,159,2713
POA3804,31,102,39,34,9,241,32,20,120,51,63,17,307,0,0,6,5,11,0,28,5,0,23,18,107,3,161,0,3,26,24,58,18,128,138,97,719,468,1048,117,2585
POA3805,145,549,248,238,28,1410,189,139,759,601,741,105,2535,4,0,42,54,85,5,194,30,11,76,142,590,27,871,38,11,162,129,387,117,832,1129,501,3838,3386,7037,747,16644
POA3806,232,718,237,230,33,1782,242,140,870,540,522,76,2392,9,8,59,74,87,6,236,21,13,91,131,423,36,713,42,18,128,118,261,79,650,1407,664,4350,3197,5427,639,15684
POA3807,34,116,56,49,11,308,27,27,82,77,66,4,284,0,0,11,6,6,0,30,0,0,20,20,74,0,114,4,0,19,17,66,17,122,130,102,535,498,1041,81,2385
POA3808,20,62,12,20,0,138,11,12,53,20,16,3,117,0,0,3,5,6,0,20,0,0,4,11,37,0,49,0,3,7,11,34,7,60,71,55,290,184,461,41,1093
POA3809,38,153,36,37,3,311,34,29,119,89,94,15,387,3,3,3,12,14,3,36,8,0,6,32,80,0,129,8,0,18,24,42,14,108,204,113,616,599,1071,91,2687
POA3810,157,488,183,226,29,1227,132,108,568,547,752,80,2180,3,4,39,41,72,7,162,17,6,51,96,468,14,658,20,8,70,91,305,84,575,636,428,2556,2688,6793,560,13655
POA3812,7,40,13,14,3,74,7,3,26,24,28,4,89,0,0,0,6,6,3,17,3,0,3,3,37,3,51,0,0,0,3,17,14,37,21,14,121,128,427,61,771
POA3813,0,14,0,5,3,35,0,0,4,10,7,0,26,0,0,0,0,3,0,6,0,0,0,0,15,0,16,0,0,7,0,4,0,12,10,11,56,38,133,16,256
POA3814,8,38,7,14,3,77,3,8,17,17,26,3,83,0,0,3,0,4,0,13,0,0,0,6,30,3,37,0,0,9,4,22,5,38,31,21,103,98,378,33,668
POA3815,17,33,15,17,5,94,6,9,30,25,45,9,123,0,0,0,0,3,0,7,0,0,3,4,47,4,56,0,0,4,6,25,6,42,15,26,146,154,491,54,897
POA3816,7,28,16,16,0,67,6,5,17,23,35,3,93,0,0,3,4,4,0,9,0,0,0,3,28,3,34,0,0,3,3,16,10,28,18,13,108,126,413,37,711
POA3818,72,197,73,80,9,490,20,39,164,123,209,24,578,0,0,10,17,19,3,47,7,4,18,24,151,4,208,4,4,15,22,87,24,148,131,161,690,638,2014,177,3812
POA3820,118,318,95,111,18,746,68,61,248,167,197,20,760,3,0,5,12,21,5,53,4,9,24,42,141,14,233,0,3,15,13,74,13,124,278,262,1101,809,2028,176,4653
POA3821,16,37,8,22,0,102,9,14,40,38,38,4,142,3,0,0,4,3,0,6,0,0,3,3,34,0,37,0,0,0,9,11,6,32,56,50,208,162,434,48,964
POA3822,8,11,8,0,0,27,3,3,12,8,17,7,46,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,9,3,15,16,10,46,45,147,24,278
POA3823,7,22,12,7,3,53,0,5,24,29,30,6,90,0,0,0,3,3,0,9,0,0,0,7,22,0,25,0,0,3,3,13,0,15,14,17,107,111,283,27,557
POA3824,27,71,25,23,4,165,13,23,83,46,68,9,241,0,0,4,3,19,0,23,3,0,6,10,39,0,62,3,0,4,5,34,8,58,70,71,276,219,720,68,1430
POA3825,50,157,105,100,14,465,37,42,206,177,337,48,839,0,0,5,11,27,5,47,0,5,12,34,167,10,222,0,0,12,31,113,43,201,113,141,674,765,2783,298,4774
POA3831,7,25,10,16,0,63,5,5,32,13,20,4,77,0,0,0,0,3,0,10,3,0,0,0,26,0,26,0,0,5,7,9,0,14,19,25,104,81,233,25,492
POA3832,0,3,0,3,0,6,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,17,23,7,55
POA3833,0,0,3,4,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,3,9,8,3,14,17,37,3,79
POA3835,0,8,3,0,0,16,0,0,7,4,5,3,16,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,3,6,0,24,20,54,12,122
POA3840,50,124,52,74,12,333,35,29,161,120,221,34,597,0,0,5,8,19,0,27,0,3,4,14,125,7,151,3,0,3,13,91,27,138,92,122,602,589,1913,205,3524
POA3842,12,55,21,27,3,159,11,14,69,52,58,4,207,0,0,3,0,7,0,12,0,0,5,5,25,0,42,0,0,3,4,16,9,36,59,43,213,170,527,59,1079
POA3844,119,388,100,116,20,848,167,121,585,312,411,69,1661,0,4,14,14,30,4,63,6,3,20,47,268,12,353,4,3,27,11,122,45,225,398,360,1866,1390,4089,377,8472
POA3847,13,17,3,6,0,49,4,9,26,27,21,4,92,0,0,0,0,4,0,4,0,0,3,3,19,0,26,0,0,4,3,14,7,27,9,19,91,89,356,34,608
POA3850,78,204,75,75,4,470,95,66,274,144,209,42,825,3,0,3,11,16,0,32,0,3,11,25,109,7,162,0,0,8,16,75,25,130,216,210,944,719,1793,194,4067
POA3851,11,58,27,23,4,129,10,14,47,36,51,13,162,0,0,3,0,8,3,12,0,0,0,7,37,0,43,0,0,6,4,36,12,57,20,47,207,222,624,91,1205
