POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA3013,..,494,189,684,0,686,..,21,3,19,0,19,..,48,3,46,0,46,..,19,4,21,0,21,..,14,0,16,0,16,..,4,0,4,0,4,..,68,0,65,0,65,..,172,12,178,0,178,..,258,47,309,3,307,..,26,8,30,0,30,..,7,6,18,0,18,..,163,61,224,0,224,..,15,0,22,0,22,..,18,0,18,0,18,..,53,7,55,0,55,..,13,3,13,0,13,..,3,0,3,0,3,..,68,13,76,0,76,..,9,3,19,0,19,..,13,3,14,0,14,..,29,3,33,0,33,..,5,3,7,0,7,..,64,12,73,0,73,..,137,18,153,3,153,..,12,0,12,0,12,..,25,4,31,0,33,..,17,3,22,0,22,..,298,113,407,0,409,..,204,47,252,10,259,..,2580,643,3225,28,3254,..,28,3,30,813,841,10878,2603,645,3252,839,14965
POA3015,..,376,74,457,6,461,..,7,0,7,0,7,..,88,3,89,3,90,..,43,4,45,0,45,..,17,0,17,0,16,..,17,4,20,3,20,..,41,4,48,0,48,..,210,13,220,10,230,..,300,47,351,12,363,..,30,3,32,0,32,..,15,0,14,0,21,..,173,47,225,3,224,..,33,4,39,4,41,..,18,3,25,0,25,..,55,12,67,4,65,..,10,3,9,0,9,..,7,0,7,0,7,..,88,29,118,0,123,..,27,0,30,0,30,..,36,3,33,0,33,..,25,0,29,0,29,..,12,0,12,0,12,..,97,3,106,0,106,..,100,8,109,0,115,..,28,0,30,0,30,..,21,9,25,0,25,..,10,0,10,0,10,..,83,36,112,3,119,..,264,73,338,9,341,..,2771,505,3274,58,3333,..,24,11,28,729,757,13379,2792,509,3306,791,17472
POA3016,..,346,31,383,0,381,..,16,0,16,0,16,..,26,0,26,0,26,..,12,0,12,0,12,..,0,0,0,0,0,..,6,0,6,0,8,..,35,3,32,0,32,..,98,3,98,0,98,..,311,37,342,3,344,..,26,0,25,0,25,..,6,0,8,0,8,..,98,16,113,3,120,..,47,3,47,0,51,..,20,0,21,0,21,..,28,0,31,0,33,..,16,0,15,0,15,..,9,0,9,0,9,..,37,4,37,0,37,..,18,0,18,0,18,..,26,0,26,0,27,..,16,0,16,0,16,..,0,0,0,0,0,..,61,0,61,0,58,..,58,7,66,0,66,..,6,3,9,0,9,..,15,4,24,0,24,..,11,0,11,0,11,..,87,26,114,0,118,..,237,38,275,0,283,..,2014,237,2253,14,2266,..,30,0,29,788,823,12471,2044,239,2279,806,15560
POA3018,..,163,3,165,3,172,..,24,0,24,0,24,..,58,3,56,0,62,..,42,3,43,0,43,..,10,0,10,0,10,..,25,3,28,0,32,..,19,0,22,0,22,..,177,11,188,4,191,..,256,28,287,5,288,..,39,3,44,0,44,..,3,6,4,0,4,..,49,7,55,0,55,..,266,27,300,3,301,..,7,0,12,3,10,..,34,0,37,0,35,..,21,0,21,0,21,..,4,0,4,0,4,..,41,6,47,0,47,..,33,0,36,0,36,..,29,0,29,0,32,..,44,4,42,0,46,..,6,0,6,0,6,..,107,8,114,4,122,..,85,7,88,0,90,..,13,0,13,0,13,..,23,13,29,0,29,..,14,0,11,0,11,..,112,43,150,0,155,..,286,43,333,7,343,..,2263,292,2559,32,2596,..,37,3,37,695,732,9362,2298,299,2596,728,12689
POA3019,..,38,7,40,0,43,..,52,11,60,0,60,..,122,3,124,0,124,..,81,7,90,3,92,..,29,4,33,0,33,..,91,9,102,0,100,..,85,7,91,3,96,..,457,44,497,5,502,..,27,8,34,3,40,..,7,3,10,0,10,..,10,4,18,0,18,..,31,0,33,0,35,..,30,4,32,0,32,..,20,9,32,0,32,..,22,9,32,0,32,..,6,0,6,0,6,..,9,4,13,0,16,..,32,16,47,0,47,..,78,3,77,0,77,..,26,3,36,0,36,..,100,3,99,0,101,..,10,3,15,0,15,..,217,13,229,0,231,..,57,35,95,3,100,..,87,29,113,0,113,..,16,0,15,0,15,..,54,20,76,0,76,..,1754,928,2679,18,2703,..,829,418,1241,20,1268,..,4385,1908,6290,63,6354,..,25,8,30,549,579,2258,4406,1921,6323,613,9195
POA3020,..,1115,356,1475,6,1479,..,275,32,308,5,314,..,493,38,532,3,538,..,765,103,869,8,871,..,120,4,129,0,130,..,274,27,306,0,306,..,390,26,415,4,418,..,2322,222,2546,28,2572,..,748,224,966,13,980,..,44,0,43,0,43,..,32,14,43,0,43,..,420,189,610,3,612,..,1113,189,1303,17,1325,..,136,75,208,3,212,..,260,92,349,3,357,..,32,3,38,0,38,..,191,13,203,8,213,..,141,30,168,4,174,..,359,16,370,0,370,..,57,4,61,0,61,..,377,20,400,9,404,..,59,3,57,0,57,..,853,42,894,9,898,..,487,97,583,10,593,..,380,218,597,14,616,..,99,16,114,0,118,..,391,103,497,3,496,..,6495,3386,9883,96,9979,..,2866,1312,4181,93,4271,..,20646,7639,28285,348,28639,..,154,73,225,2596,2818,13331,20799,7711,28513,2943,44783
POA3021,..,851,377,1229,16,1243,..,75,11,94,0,94,..,570,25,590,3,595,..,2124,230,2358,27,2384,..,153,9,167,0,169,..,459,50,513,0,514,..,255,30,288,0,290,..,3649,352,4001,36,4041,..,568,118,687,7,694,..,19,3,24,0,19,..,20,0,20,0,20,..,1006,385,1392,20,1407,..,1496,203,1700,35,1731,..,86,60,142,4,146,..,279,76,353,5,358,..,53,6,61,0,61,..,639,76,718,15,733,..,518,188,707,16,728,..,497,20,515,9,517,..,44,7,48,0,48,..,821,45,863,8,871,..,70,15,86,0,84,..,1423,79,1503,17,1520,..,581,160,742,8,756,..,196,58,256,4,257,..,94,18,113,5,114,..,405,120,524,5,525,..,7584,5030,12620,122,12743,..,3114,1088,4195,75,4271,..,26011,9766,35774,451,36227,..,204,88,291,3493,3783,14180,26221,9851,36070,3944,54191
POA3022,..,27,30,66,0,63,..,19,0,19,0,19,..,27,0,28,0,28,..,62,11,77,0,77,..,16,0,16,0,16,..,20,0,20,0,20,..,13,0,13,0,13,..,150,10,167,0,167,..,36,21,54,0,54,..,0,0,0,0,0,..,5,5,8,0,8,..,20,8,24,0,24,..,98,7,105,0,105,..,8,8,15,0,15,..,64,17,79,0,77,..,5,0,5,0,5,..,35,3,38,0,36,..,10,0,10,0,10,..,17,0,21,0,21,..,3,0,3,0,3,..,15,0,16,0,16,..,0,0,0,0,0,..,37,3,41,0,41,..,36,4,43,0,43,..,36,7,46,0,42,..,0,0,3,0,3,..,27,7,35,0,35,..,268,138,410,0,410,..,249,50,296,10,307,..,1289,364,1652,13,1674,..,11,12,24,178,199,1226,1299,379,1683,193,3103
POA3023,..,789,83,872,11,886,..,168,4,173,0,174,..,1081,60,1138,4,1141,..,1413,167,1581,11,1587,..,477,34,512,10,524,..,699,86,781,3,790,..,331,23,356,4,360,..,4166,374,4543,29,4569,..,942,94,1030,14,1046,..,70,6,75,0,75,..,105,33,138,0,144,..,1191,186,1377,16,1392,..,1261,79,1342,16,1358,..,121,33,159,0,159,..,330,51,381,0,377,..,46,5,49,0,49,..,392,28,417,9,424,..,439,68,511,3,512,..,1270,36,1307,10,1312,..,173,22,196,0,193,..,1725,47,1768,12,1774,..,133,10,140,0,147,..,3303,108,3411,19,3434,..,1093,156,1249,9,1259,..,363,34,396,0,400,..,136,38,175,3,180,..,639,141,775,15,786,..,4394,1980,6369,53,6425,..,4097,935,5031,81,5107,..,27678,5579,33257,320,33572,..,219,61,280,4310,4594,25810,27893,5641,33538,4626,63972
POA3024,..,79,5,85,0,85,..,210,16,223,3,233,..,594,42,632,6,637,..,653,77,729,3,733,..,183,10,195,3,194,..,178,22,207,0,204,..,246,14,256,0,262,..,2067,183,2248,12,2259,..,126,17,138,0,140,..,10,0,17,0,17,..,10,4,17,0,15,..,38,3,36,0,36,..,159,11,167,0,165,..,21,0,20,0,20,..,46,10,53,0,53,..,39,9,49,0,49,..,99,8,108,6,120,..,85,8,95,0,98,..,181,4,185,0,189,..,48,4,55,0,55,..,279,0,279,3,285,..,83,4,84,0,82,..,591,15,602,9,610,..,140,21,164,0,164,..,185,16,204,3,208,..,46,10,55,0,62,..,25,0,22,0,22,..,93,22,112,0,112,..,1607,408,2021,34,2055,..,6066,805,6872,86,6964,..,79,14,91,1269,1364,15527,6142,825,6970,1353,23849
POA3025,..,497,191,687,3,694,..,0,0,0,0,0,..,59,3,62,3,62,..,21,3,28,0,28,..,10,0,16,0,16,..,33,3,32,0,32,..,31,4,35,0,35,..,167,16,179,3,176,..,540,185,730,7,736,..,13,3,14,0,14,..,3,9,13,0,13,..,137,70,202,3,204,..,187,38,231,3,231,..,19,3,20,0,20,..,54,17,72,0,70,..,5,0,5,0,5,..,9,0,7,0,7,..,80,30,107,0,107,..,27,0,27,0,27,..,58,11,63,5,71,..,22,0,22,0,22,..,4,0,9,0,9,..,108,11,117,5,121,..,53,13,62,0,62,..,28,0,28,3,25,..,29,3,30,0,30,..,14,3,17,0,17,..,357,158,509,9,515,..,430,161,591,15,605,..,4512,1267,5782,84,5867,..,37,11,47,786,833,5455,4557,1275,5834,863,12152
POA3026,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,18,14,46,8,0,6,18,73
POA3027,..,22,3,18,0,18,..,73,5,77,0,77,..,435,24,457,3,463,..,227,29,255,3,257,..,40,0,44,0,40,..,171,15,184,0,189,..,266,29,291,3,295,..,1213,98,1311,11,1320,..,36,3,42,0,45,..,15,3,24,0,20,..,41,10,54,0,54,..,29,0,29,0,29,..,12,0,12,0,12,..,16,0,15,0,16,..,13,0,13,0,13,..,7,0,7,0,7,..,54,8,59,0,59,..,26,0,26,0,26,..,94,0,91,0,91,..,123,10,138,3,144,..,114,0,114,0,117,..,17,0,17,0,18,..,354,16,366,9,375,..,39,7,46,0,47,..,49,7,59,0,59,..,38,11,47,0,47,..,6,0,13,0,13,..,100,21,121,0,124,..,583,80,661,19,682,..,3487,489,3980,49,4027,..,8,8,16,300,317,2306,3500,498,4001,347,6646
POA3028,..,499,115,609,4,614,..,99,3,100,0,100,..,544,42,586,7,592,..,615,80,695,7,701,..,73,3,75,0,75,..,163,10,175,0,175,..,227,17,247,0,247,..,1722,153,1874,10,1884,..,484,67,553,6,561,..,49,4,47,0,48,..,22,6,26,0,26,..,381,75,458,0,460,..,546,49,590,3,591,..,76,18,89,0,89,..,104,21,126,0,133,..,40,7,53,0,53,..,50,6,58,0,58,..,232,42,273,9,282,..,265,10,278,3,281,..,122,7,128,0,129,..,272,15,284,0,284,..,70,0,70,0,70,..,733,30,757,5,766,..,243,30,272,0,273,..,91,10,100,4,110,..,67,10,73,0,73,..,29,6,32,0,32,..,522,250,777,3,783,..,1354,444,1798,33,1829,..,9047,1850,10900,105,11006,..,63,24,90,1529,1622,16571,9107,1879,10987,1639,29201
POA3029,..,498,64,566,0,566,..,1268,104,1371,10,1377,..,3600,216,3823,30,3853,..,4646,603,5249,51,5303,..,807,56,861,13,872,..,2370,265,2640,16,2653,..,2528,296,2827,27,2850,..,15225,1541,16761,143,16910,..,877,111,983,9,995,..,80,15,95,0,95,..,100,37,137,0,137,..,494,79,578,3,578,..,643,34,672,3,674,..,147,52,195,3,203,..,219,37,255,0,255,..,113,23,138,0,138,..,716,49,770,4,772,..,305,46,353,5,358,..,1170,32,1204,4,1211,..,418,28,446,7,448,..,1539,48,1589,25,1615,..,391,13,397,3,405,..,3522,110,3636,45,3678,..,805,98,899,21,918,..,896,78,973,13,987,..,159,20,180,0,179,..,147,22,164,3,169,..,703,260,962,3,965,..,7849,1805,9649,188,9838,..,38367,5649,44015,512,44532,..,288,116,405,5628,6034,43383,38655,5772,44424,6141,93950
POA3030,..,739,67,801,12,817,..,585,45,632,3,631,..,2769,119,2891,16,2908,..,1553,169,1721,13,1739,..,506,27,529,10,541,..,689,69,756,6,759,..,1041,62,1100,12,1113,..,7145,489,7636,56,7694,..,1574,234,1805,26,1830,..,191,24,212,0,212,..,452,183,637,11,643,..,648,48,699,11,704,..,446,21,470,8,476,..,229,58,288,0,291,..,307,43,345,0,348,..,276,31,304,0,304,..,476,31,507,3,519,..,406,74,477,5,479,..,834,16,848,9,860,..,887,63,949,3,950,..,1173,39,1210,11,1226,..,268,14,275,3,275,..,3158,131,3288,28,3314,..,828,123,954,9,966,..,671,35,705,3,714,..,204,47,248,3,251,..,174,25,196,0,196,..,1477,523,2003,11,2019,..,5575,1747,7325,165,7491,..,32073,6060,38130,418,38554,..,251,78,332,4878,5215,56551,32324,6141,38467,5298,100313
POA3031,..,118,32,154,0,154,..,27,0,29,0,29,..,56,0,57,0,57,..,22,0,25,0,25,..,35,0,35,0,35,..,22,0,25,0,25,..,87,0,87,0,87,..,250,8,259,0,259,..,226,44,269,0,270,..,76,10,87,3,90,..,38,8,47,0,44,..,19,3,21,0,21,..,49,3,56,0,56,..,37,8,39,0,39,..,25,3,30,0,30,..,21,0,21,0,21,..,0,0,0,0,0,..,27,3,28,0,34,..,28,0,28,0,28,..,34,0,40,0,43,..,28,0,28,0,28,..,29,8,31,0,31,..,121,6,128,0,127,..,228,32,262,7,269,..,37,0,35,0,36,..,28,5,35,0,35,..,90,34,125,0,125,..,451,284,732,5,740,..,1125,273,1399,51,1449,..,4420,1267,5688,85,5772,..,67,16,82,1529,1617,11145,4483,1289,5774,1613,18531
POA3032,..,475,115,582,3,589,..,44,0,44,0,44,..,275,21,298,0,298,..,64,0,67,0,67,..,67,3,68,0,70,..,89,3,91,0,98,..,177,16,197,0,194,..,711,51,757,3,760,..,767,157,930,3,934,..,80,13,99,0,99,..,93,43,133,0,131,..,88,14,102,3,103,..,61,3,60,4,68,..,124,24,147,0,147,..,60,5,65,0,65,..,49,7,60,3,59,..,15,0,15,0,15,..,102,11,111,3,113,..,79,3,85,0,85,..,101,5,105,5,107,..,126,0,123,0,123,..,49,0,45,0,51,..,350,15,362,3,368,..,414,49,456,7,462,..,90,3,92,0,91,..,64,19,80,0,80,..,116,13,135,0,136,..,1585,458,2042,13,2059,..,1073,210,1282,39,1317,..,9019,1971,10993,116,11103,..,83,25,104,1955,2056,16281,9106,1988,11094,2067,29450
POA3033,..,618,134,749,8,754,..,19,0,19,0,19,..,28,0,32,0,33,..,74,8,80,0,77,..,34,0,34,4,38,..,17,0,16,0,16,..,19,0,21,0,21,..,191,11,197,7,203,..,1291,226,1510,27,1535,..,20,3,27,0,27,..,7,0,9,0,9,..,101,19,119,3,123,..,147,7,154,7,163,..,32,11,46,0,50,..,51,9,58,4,62,..,11,0,7,0,7,..,4,3,8,0,8,..,42,10,58,0,58,..,50,0,50,0,50,..,11,0,16,0,16,..,45,3,45,0,45,..,11,0,13,0,13,..,110,3,116,0,115,..,115,10,127,0,128,..,51,13,59,0,59,..,15,3,17,4,19,..,56,8,66,0,66,..,305,117,425,0,425,..,305,43,354,8,354,..,4274,784,5058,64,5122,..,28,8,33,691,720,8674,4302,785,5089,753,14514
POA3034,..,531,102,633,7,641,..,3,0,4,0,4,..,45,0,47,0,47,..,53,6,59,3,59,..,14,0,14,0,14,..,25,3,33,0,33,..,8,0,8,0,8,..,155,8,168,3,168,..,1317,293,1610,32,1643,..,19,0,19,0,19,..,13,9,18,0,18,..,161,30,191,0,191,..,128,10,137,0,133,..,68,60,135,8,140,..,64,5,71,0,66,..,3,0,4,0,4,..,0,0,0,0,0,..,64,10,75,0,75,..,56,0,58,0,58,..,28,3,30,0,30,..,68,0,66,0,66,..,14,0,14,0,14,..,161,3,169,0,169,..,165,32,193,0,192,..,33,3,36,0,36,..,17,3,16,0,16,..,50,4,54,0,54,..,589,184,775,7,776,..,292,46,339,3,342,..,4772,1068,5844,70,5911,..,30,8,40,537,575,5141,4804,1078,5880,612,11633
POA3036,..,176,9,186,0,186,..,0,0,0,0,0,..,14,0,14,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,4,0,4,0,4,..,31,0,31,0,27,..,302,31,330,12,338,..,0,0,0,0,0,..,4,0,4,0,4,..,44,9,57,0,57,..,41,0,41,0,41,..,5,0,5,0,5,..,24,3,24,7,27,..,3,0,3,0,3,..,0,0,0,0,0,..,46,6,53,0,53,..,10,3,12,0,12,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,25,3,26,0,26,..,32,0,32,0,32,..,4,0,4,0,4,..,0,0,0,0,0,..,49,3,52,0,52,..,44,16,62,0,62,..,112,7,119,0,120,..,1255,116,1366,19,1387,..,7,0,13,232,242,4297,1264,113,1377,250,5925
POA3037,..,932,100,1028,6,1039,..,98,3,96,3,99,..,828,38,868,12,883,..,1570,172,1741,21,1767,..,427,26,453,3,450,..,320,27,349,0,344,..,220,12,237,5,241,..,3457,287,3739,44,3790,..,1203,98,1300,17,1316,..,36,3,37,0,37,..,23,9,30,0,30,..,1621,223,1846,13,1858,..,1107,80,1186,10,1200,..,66,11,71,0,72,..,268,39,301,6,308,..,40,9,44,0,44,..,188,30,219,3,217,..,344,66,409,3,415,..,563,24,590,6,598,..,93,8,99,0,99,..,871,32,900,14,914,..,134,24,155,4,156,..,1658,84,1742,25,1764,..,699,80,781,9,786,..,283,18,309,0,312,..,75,19,93,0,93,..,666,95,764,6,770,..,1291,654,1949,15,1965,..,2169,402,2572,50,2616,..,19817,3086,22900,245,23146,..,141,33,172,2175,2345,25663,19957,3118,23070,2420,51155
POA3038,..,1136,171,1304,14,1317,..,20,0,21,0,21,..,265,5,269,0,270,..,311,40,353,9,360,..,260,6,263,0,260,..,70,13,79,3,81,..,33,0,30,0,30,..,947,69,1013,11,1023,..,1212,121,1331,12,1342,..,14,0,14,0,14,..,9,3,12,0,12,..,875,210,1081,12,1096,..,559,49,606,4,610,..,11,9,15,0,15,..,164,23,185,4,185,..,23,4,26,0,26,..,51,9,58,0,58,..,197,24,218,0,223,..,106,0,106,0,106,..,31,0,31,0,31,..,153,6,162,3,167,..,29,0,28,0,28,..,317,8,327,3,331,..,313,33,343,0,348,..,72,6,73,0,73,..,21,3,28,0,28,..,347,73,416,3,418,..,820,256,1076,12,1083,..,817,155,972,14,983,..,10158,1618,11783,108,11890,..,73,10,83,1020,1107,14269,10234,1629,11865,1129,27262
POA3039,..,367,81,444,9,451,..,19,0,20,0,20,..,139,4,143,0,143,..,21,0,21,0,21,..,14,0,15,0,15,..,19,0,20,0,20,..,126,9,136,0,137,..,337,16,355,4,360,..,815,200,1011,16,1022,..,44,3,49,0,49,..,25,0,29,0,29,..,44,3,51,0,51,..,49,4,51,0,51,..,17,4,14,0,14,..,30,0,32,0,32,..,26,0,26,0,26,..,0,0,0,0,0,..,7,0,12,0,12,..,13,3,19,0,19,..,24,0,22,0,22,..,28,0,28,0,28,..,3,0,3,0,3,..,71,3,75,0,75,..,141,24,162,0,162,..,18,0,18,0,18,..,44,17,55,0,60,..,45,0,48,0,48,..,118,15,136,0,136,..,237,36,273,14,283,..,3018,524,3544,50,3592,..,56,6,61,677,734,9927,3073,533,3600,725,14250
POA3040,..,595,59,651,11,658,..,42,0,42,0,42,..,269,8,278,0,282,..,80,10,93,0,93,..,81,0,82,0,82,..,47,0,47,0,47,..,296,16,310,0,308,..,817,30,847,5,854,..,1141,135,1278,19,1294,..,45,4,53,0,53,..,71,19,93,0,93,..,43,0,42,0,42,..,56,4,58,0,58,..,44,5,53,3,54,..,79,3,82,0,82,..,45,4,51,0,51,..,3,0,3,0,3,..,46,4,51,0,51,..,25,0,25,0,25,..,23,0,23,0,23,..,39,0,39,0,39,..,10,0,10,0,10,..,94,0,94,0,94,..,183,28,208,0,215,..,51,3,51,0,51,..,34,11,42,0,43,..,85,3,91,0,91,..,255,45,299,3,300,..,523,65,585,11,600,..,5318,599,5916,56,5974,..,58,9,68,1327,1393,18568,5372,609,5980,1388,25936
POA3041,..,263,28,294,5,299,..,13,0,13,0,15,..,133,6,136,0,140,..,31,0,31,0,28,..,65,4,66,0,66,..,34,0,32,0,32,..,77,3,80,0,80,..,342,16,357,3,366,..,514,70,587,12,599,..,17,3,24,0,24,..,17,11,22,0,22,..,14,0,18,0,18,..,47,0,47,0,47,..,13,6,20,0,20,..,30,5,35,0,36,..,7,0,7,0,7,..,0,0,0,0,0,..,31,3,36,0,36,..,14,0,14,0,15,..,7,0,11,0,11,..,22,0,22,0,22,..,6,0,6,0,6,..,49,0,48,0,54,..,67,8,79,0,79,..,12,6,17,0,17,..,13,3,10,0,10,..,163,16,178,0,180,..,78,19,94,0,94,..,252,26,282,3,287,..,2300,274,2576,26,2605,..,21,3,23,608,623,9188,2323,279,2599,634,12412
