POA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA3013,121,22,8,0,151,0,3,5,153,6,0,163,340,26,3,5,373,7,0,11,386,7,0,395,118,5,9,0,128,0,0,0,133,0,0,137,3,0,0,0,3,0,0,0,3,0,0,3,582,59,14,5,657,13,5,12,673,18,0,688,5,0,0,0,5,0,0,0,5,0,0,5,11,0,3,0,12,0,0,0,12,0,0,12,13,0,3,0,16,0,0,0,16,0,0,16,599,59,14,5,675,13,5,12,689,18,0,709,246,8,3,4,267,5,4,5,272,12,0,287,0,0,0,0,0,0,0,0,0,0,3,3,841,70,19,4,940,17,6,23,961,33,5,996,216,27,0,0,249,7,0,7,255,13,0,263,314,29,0,0,345,12,0,13,359,9,0,364,19,0,0,0,18,0,0,0,18,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,547,59,6,5,618,18,0,21
POA3015,167,34,8,0,212,4,0,4,209,14,0,225,433,28,7,3,479,5,0,7,481,3,0,488,119,10,15,0,143,0,0,0,143,5,0,145,3,0,0,3,4,0,0,0,4,0,0,10,723,71,30,5,833,5,0,12,845,15,0,861,3,0,0,0,8,0,0,0,9,0,0,10,17,0,0,0,17,0,0,0,17,0,0,17,19,0,0,0,23,0,0,0,24,0,0,28,750,78,31,5,860,12,0,13,872,21,0,888,252,22,17,7,301,8,0,7,310,15,0,325,3,0,0,0,3,0,0,0,3,0,3,3,1002,99,50,18,1169,16,3,17,1189,32,6,1226,246,39,3,0,284,8,3,9,294,4,0,297,494,41,3,0,540,3,0,3,545,3,0,547,12,0,3,0,20,0,0,0,20,0,0,20,0,0,0,4,3,0,0,0,3,0,0,7,748,80,6,8,851,12,3,11
POA3016,109,13,0,0,126,0,0,0,126,5,0,132,216,21,3,0,238,0,0,0,237,10,0,251,67,0,3,0,68,0,0,0,71,0,0,74,3,0,0,3,7,0,0,0,7,0,0,7,389,34,9,4,436,0,0,4,441,14,0,458,0,0,0,0,0,0,0,0,4,0,0,4,12,0,0,0,12,0,0,0,14,0,0,14,12,0,0,0,12,5,0,5,13,0,0,13,401,34,9,4,445,5,0,3,457,14,0,472,190,16,7,0,211,9,0,8,220,8,0,228,0,0,0,0,0,0,0,0,0,0,0,0,586,51,15,5,662,11,3,17,678,25,0,697,170,22,0,0,203,3,0,3,206,5,0,208,342,24,4,3,366,3,0,5,375,8,0,386,15,0,7,0,21,0,0,0,21,0,0,24,0,0,0,3,3,0,0,0,3,3,0,6,528,52,10,7,594,10,3,10
POA3018,105,15,0,0,116,0,0,5,121,4,0,126,202,24,0,4,231,0,0,0,231,0,0,231,61,7,5,0,75,0,0,0,75,0,0,75,0,0,0,0,0,0,0,0,0,0,0,4,365,43,7,4,422,0,0,5,424,9,0,433,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,16,3,0,3,19,0,0,19,18,0,0,0,16,3,0,3,18,0,0,18,386,48,7,4,441,3,0,6,445,9,0,452,154,21,10,0,179,4,0,4,185,11,0,202,0,0,0,0,0,0,0,0,0,0,0,0,534,71,17,4,623,8,0,14,631,20,0,653,134,19,0,0,158,4,0,4,161,12,0,167,190,17,3,7,221,0,0,0,224,4,0,224,18,0,0,0,21,0,0,0,21,0,0,19,0,0,0,3,3,0,0,0,3,0,0,3,351,42,3,7,400,6,0,6
POA3019,56,5,4,0,67,4,0,4,66,3,0,70,66,8,0,0,72,3,4,5,78,6,0,82,12,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,131,20,5,0,152,6,4,9,160,10,0,169,4,0,0,0,4,7,0,7,9,3,0,10,13,3,0,0,13,3,0,3,12,0,0,12,12,3,0,0,20,7,0,7,24,3,0,25,144,19,5,0,171,8,4,15,184,11,0,194,157,42,6,7,206,14,3,21,229,41,0,274,0,0,0,0,0,0,0,0,0,0,4,4,298,61,12,7,378,24,9,35,412,55,4,470,71,4,0,0,76,5,0,5,79,3,0,82,50,15,0,0,65,3,0,0,66,6,0,74,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,123,26,0,3,149,3,0,7
POA3020,228,37,4,0,272,13,4,15,288,36,0,317,388,71,4,0,466,4,0,4,465,21,0,486,90,16,11,0,113,7,0,9,119,4,0,121,8,3,0,7,21,0,0,0,21,0,0,21,714,125,19,15,872,17,6,23,898,56,0,952,21,12,0,0,34,10,0,9,43,3,0,48,38,8,0,0,42,13,3,18,60,5,0,64,56,20,0,0,76,23,9,28,102,10,0,112,778,140,19,11,949,39,10,49,1002,65,0,1066,602,202,15,35,850,65,11,79,932,256,0,1189,11,5,0,3,19,0,0,0,19,0,33,51,1387,343,34,57,1818,101,19,127,1945,326,32,2303,231,42,3,3,280,14,5,20,301,34,0,329,347,76,3,3,428,8,0,8,436,27,0,468,19,0,5,0,23,0,0,0,23,0,0,23,8,3,0,9,21,0,0,0,21,0,0,21,609,124,8,17,756,27,5,30
POA3021,254,39,0,0,305,17,0,15,319,38,0,354,263,86,4,8,353,12,3,15,372,29,0,396,71,12,10,0,89,0,0,0,89,3,0,97,13,4,0,7,26,0,0,0,27,4,3,28,596,138,19,17,770,25,3,33,806,71,3,879,29,9,0,5,42,22,0,24,68,9,0,79,23,11,0,7,43,3,0,7,47,0,3,55,52,25,0,5,82,31,3,37,121,6,3,133,651,163,19,28,857,61,6,70,925,85,3,1008,763,236,17,41,1055,65,17,82,1139,267,6,1414,4,3,0,10,17,0,0,0,15,5,25,39,1418,404,35,70,1925,128,25,151,2078,351,36,2466,277,33,0,4,312,14,6,21,336,42,0,380,257,70,8,3,338,14,3,15,349,31,0,379,17,3,3,0,22,0,0,0,29,0,0,29,6,3,0,15,22,0,4,4,27,0,3,34,551,113,11,22,701,27,18,39
POA3022,22,0,0,0,21,0,0,0,25,4,0,25,22,6,0,0,27,4,0,4,27,0,0,34,11,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,57,12,0,0,66,7,0,7,72,0,0,75,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,6,0,0,6,64,12,0,0,73,7,0,7,78,0,0,80,52,12,0,3,67,4,0,4,69,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,116,19,0,4,138,6,0,6,150,18,0,168,18,3,0,0,20,0,0,0,20,0,0,20,20,13,3,0,36,0,0,0,38,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,42,13,3,0,64,0,0,0
POA3023,619,71,12,0,698,37,4,35,738,43,0,786,962,117,11,12,1093,11,0,16,1113,37,0,1148,231,12,22,4,272,4,0,8,277,9,0,279,20,8,0,20,49,0,0,0,49,0,0,53,1827,204,41,38,2113,54,7,59,2171,93,0,2264,44,3,0,0,45,13,3,11,60,6,0,65,64,5,0,0,68,0,7,12,82,3,0,80,106,10,0,0,118,11,10,20,138,6,0,149,1938,218,41,38,2236,61,18,81,2310,98,0,2408,1240,230,34,30,1532,76,10,86,1615,235,3,1854,5,8,4,6,18,0,0,0,18,0,22,43,3187,444,77,81,3785,142,26,167,3945,331,23,4306,846,83,8,6,944,32,3,34,980,59,0,1043,1098,154,15,15,1283,25,4,28,1306,45,3,1361,45,7,11,0,64,0,0,0,64,0,0,60,9,3,0,23,39,0,0,0,39,0,0,39,1995,242,34,55,2325,55,8,68
POA3024,272,14,0,0,291,13,0,10,307,18,0,327,400,37,0,7,441,6,3,9,448,16,0,466,111,7,14,0,142,0,0,0,142,0,0,140,6,3,0,8,19,0,0,0,19,0,0,20,794,66,14,20,893,13,3,19,912,37,0,947,36,7,0,0,41,8,0,8,49,0,0,49,53,12,0,0,60,7,0,7,62,0,0,62,84,17,0,0,107,14,0,14,115,0,0,115,876,87,14,20,997,29,3,33,1025,37,0,1060,623,82,11,10,722,35,3,36,757,57,3,818,5,0,0,11,12,0,0,0,17,0,9,20,1501,164,28,34,1724,62,5,72,1799,98,15,1902,309,29,0,0,336,11,0,14,350,21,0,378,381,50,0,4,438,15,3,18,448,12,4,468,18,3,3,0,28,0,0,0,23,0,0,30,13,0,0,0,14,0,0,0,14,0,0,19,723,83,7,11,817,28,4,30
POA3025,73,9,3,0,94,0,0,0,97,14,0,104,191,16,3,0,204,0,0,3,207,0,0,210,52,11,6,0,73,0,0,0,73,0,0,73,3,0,0,6,4,0,0,0,4,0,0,8,317,39,12,10,374,0,0,3,380,12,0,393,3,0,0,0,4,0,0,0,4,0,0,4,7,3,0,0,6,0,0,0,9,0,0,9,13,0,0,0,19,0,0,0,14,0,0,14,330,44,18,10,390,3,0,3,400,12,0,409,203,69,4,9,280,11,0,11,297,52,0,348,9,5,0,3,13,0,0,0,13,0,9,20,540,112,24,17,690,12,3,15,708,63,6,782,74,13,3,4,92,0,0,0,94,12,0,102,142,23,5,0,167,0,0,0,167,9,0,174,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,3,3,0,0,0,3,0,3,6,215,34,5,9,267,0,0,0
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,168,14,3,0,185,4,0,4,191,6,0,199,180,13,0,0,196,0,0,0,196,3,0,200,45,4,0,0,49,0,0,0,48,0,0,48,0,0,0,3,12,0,0,0,12,0,0,7,395,34,3,9,439,9,0,9,445,14,0,458,9,0,0,0,10,3,0,3,13,0,0,14,20,3,0,0,25,0,0,0,27,0,0,27,32,3,0,0,38,4,0,4,39,0,0,44,426,32,3,9,475,10,0,10,479,13,0,499,192,14,0,3,214,16,0,15,229,13,0,247,7,0,0,0,9,0,0,0,9,0,3,7,627,45,8,16,696,26,0,25,720,30,3,751,125,22,0,0,143,8,0,8,154,9,0,163,92,16,0,0,111,3,0,3,112,3,0,118,7,0,0,0,10,0,0,0,10,0,0,12,0,0,0,3,6,0,0,0,6,0,0,6,228,35,0,0,266,12,0,7
POA3028,174,18,3,0,197,6,0,6,203,14,0,221,340,55,5,3,399,5,3,5,407,13,0,423,102,11,9,3,122,3,0,0,127,4,0,125,6,0,0,3,11,0,0,0,11,0,0,11,621,86,15,12,730,11,6,15,750,26,0,784,17,0,0,0,19,7,0,7,27,4,0,28,24,0,0,0,26,3,0,3,28,0,0,34,45,4,0,0,47,10,0,10,56,10,0,61,665,90,15,12,779,18,6,24,801,35,0,840,464,86,11,0,562,36,11,45,601,83,0,689,0,0,0,3,4,0,0,0,4,0,3,10,1129,175,27,12,1343,51,17,70,1409,120,8,1537,196,28,3,0,228,4,0,9,237,9,0,249,329,44,4,3,379,4,4,7,391,18,0,410,9,0,0,0,12,0,0,0,12,0,0,15,8,0,0,0,8,0,0,0,8,0,0,7,539,74,10,6,628,12,3,17
POA3029,1157,154,13,9,1342,34,4,41,1383,58,0,1447,1456,242,23,18,1739,18,7,27,1763,58,0,1822,329,39,39,0,407,8,0,8,415,11,0,428,58,9,0,38,105,0,0,3,108,5,0,116,2998,444,77,61,3589,69,17,81,3669,141,3,3809,130,22,0,8,157,21,0,27,182,12,0,187,200,48,3,5,256,19,8,33,286,4,0,292,327,71,6,12,410,43,11,57,465,14,0,487,3326,517,82,73,4004,111,27,134,4138,155,3,4295,2438,522,53,99,3116,132,26,157,3271,335,17,3620,17,0,0,9,27,3,0,3,31,0,35,71,5781,1039,142,183,7142,243,54,291,7437,490,54,7982,1172,162,10,16,1359,44,9,51,1415,89,0,1509,1320,230,23,17,1589,31,9,35,1625,67,0,1692,84,4,13,0,100,0,0,0,97,3,0,99,37,11,0,24,72,0,0,0,72,4,6,75,2608,410,43,60,3118,75,14,96
POA3030,1291,127,14,10,1438,35,3,38,1476,55,6,1537,1683,217,32,15,1939,41,10,43,1987,64,3,2052,421,40,39,3,510,5,0,5,513,10,0,525,31,0,0,28,68,4,0,5,71,3,7,76,3421,383,87,56,3950,86,11,98,4045,122,13,4187,116,15,0,0,135,17,0,17,150,15,0,164,175,18,0,0,193,21,0,21,215,4,0,218,291,30,0,0,325,36,0,36,363,17,0,381,3716,416,84,59,4278,120,11,132,4410,139,13,4568,2287,350,48,44,2731,135,23,153,2886,289,3,3180,11,0,0,17,31,0,3,3,30,0,22,57,6021,767,135,117,7042,259,34,291,7334,436,33,7802,1404,144,22,10,1572,37,8,40,1614,81,0,1693,1801,228,17,14,2062,29,3,36,2095,53,0,2153,78,12,11,0,99,0,0,0,101,6,0,111,30,0,0,39,72,3,0,3,74,5,10,86,3311,383,44,66,3803,75,10,85
POA3031,144,19,3,0,171,0,0,0,171,10,0,182,265,39,0,0,305,7,0,5,315,6,0,320,84,10,6,0,106,0,0,0,106,5,0,106,0,0,0,3,8,0,0,0,8,0,0,8,498,67,17,9,586,7,3,10,597,26,0,619,3,0,0,0,4,0,0,0,4,0,3,9,15,0,0,0,13,3,3,9,24,0,0,21,20,4,0,0,17,3,3,9,25,4,3,29,512,75,17,9,609,12,5,12,624,30,3,649,171,47,0,4,225,20,3,29,247,34,0,283,3,0,0,0,4,0,0,0,4,4,3,10,683,118,18,16,835,35,5,40,878,65,3,946,115,20,3,0,139,0,0,0,139,5,0,149,195,35,3,0,236,9,0,8,244,9,0,250,7,0,3,0,10,0,0,0,10,0,0,14,3,0,0,4,11,0,0,0,11,0,0,11,325,60,11,8,399,9,0,8
POA3032,231,30,0,0,262,5,0,11,276,8,0,284,425,42,5,0,471,6,0,5,482,8,0,491,146,13,12,0,166,3,0,3,167,0,0,168,10,0,0,0,12,0,0,0,12,0,0,8,802,87,20,4,916,15,7,22,931,22,0,961,9,0,0,0,9,0,0,3,13,0,0,13,22,0,0,0,20,3,0,3,27,0,0,24,32,0,0,0,30,5,0,7,41,0,0,41,837,87,20,4,946,18,5,28,969,28,0,996,331,51,11,13,403,21,4,27,426,59,0,483,0,0,0,0,0,0,0,0,0,3,0,9,1176,142,25,12,1353,41,10,50,1400,81,3,1486,285,19,8,0,312,11,3,14,333,17,0,346,428,36,3,3,472,8,0,10,477,14,0,493,8,0,0,0,11,0,0,0,11,0,0,11,8,0,0,0,10,0,0,0,10,0,0,17,732,57,12,4,813,17,6,23
POA3033,110,11,0,0,126,4,0,4,127,4,0,133,238,14,8,6,259,0,0,0,259,0,0,265,75,5,0,0,77,0,0,0,77,0,0,80,0,0,0,0,3,0,0,0,3,0,0,3,424,31,8,12,466,4,0,4,468,10,0,475,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,5,0,0,0,5,3,0,10,12,0,0,0,13,0,0,0,13,3,0,14,430,29,8,12,482,4,0,4,479,14,0,495,166,20,3,3,195,14,0,14,210,12,0,221,0,0,0,0,0,0,0,0,0,0,0,3,602,48,10,13,671,18,0,18,693,26,0,712,127,20,0,0,149,8,0,8,156,10,0,160,311,12,3,3,335,0,0,0,336,3,0,336,4,0,0,0,8,0,0,0,8,0,0,8,10,0,0,4,10,0,0,0,10,0,0,10,451,40,7,6,506,7,0,4
POA3034,57,3,0,0,61,0,0,0,61,3,0,65,170,18,0,0,187,7,0,7,191,5,0,197,53,3,0,0,60,0,0,0,60,0,0,60,0,0,0,3,4,0,0,0,4,0,0,4,283,20,3,7,315,4,0,7,326,8,0,332,3,0,0,0,3,0,0,0,3,3,0,9,9,0,0,0,9,0,0,0,11,0,0,11,10,0,0,0,7,0,0,0,10,3,0,17,296,23,3,7,324,8,0,11,336,11,0,341,140,24,3,7,174,5,0,5,180,30,0,211,0,0,0,0,0,0,0,0,0,0,0,3,432,48,9,17,501,12,0,12,519,37,0,554,72,17,0,0,90,0,7,8,99,3,0,97,172,17,0,0,191,7,0,5,191,6,0,199,5,3,0,0,11,0,0,0,11,0,0,11,5,0,0,3,4,0,0,0,4,0,0,4,254,36,6,3,297,5,5,11
POA3036,27,5,0,0,28,0,0,0,28,3,0,33,69,4,0,0,76,0,0,0,76,0,0,76,7,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,104,11,7,0,126,0,0,0,126,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,108,11,7,0,128,0,0,0,128,3,0,134,60,11,3,0,76,0,0,0,76,0,0,74,0,0,0,0,0,0,0,0,0,0,0,3,171,21,9,0,201,0,0,0,201,4,0,206,61,8,0,0,67,0,0,0,72,0,0,70,122,6,3,0,137,0,0,0,137,8,0,144,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,191,14,3,0,214,0,0,0
POA3037,397,47,10,4,452,16,0,16,471,22,0,495,767,72,8,10,856,16,3,20,879,24,0,902,217,19,11,0,247,3,0,9,253,4,0,261,23,3,0,15,38,0,0,0,40,0,0,40,1407,138,23,29,1601,39,6,45,1642,50,0,1695,26,5,0,0,35,5,0,5,42,0,0,40,51,5,0,5,63,7,3,10,71,3,0,77,80,16,0,4,99,14,3,12,110,3,0,118,1485,153,28,33,1699,48,10,54,1752,55,0,1811,851,147,23,37,1053,34,3,41,1092,104,8,1204,3,0,0,3,4,0,0,0,4,0,16,26,2343,292,50,74,2761,81,12,97,2854,156,26,3038,677,80,7,4,765,20,0,21,785,36,0,815,1099,118,3,14,1237,20,0,20,1257,45,0,1293,55,0,15,0,70,0,0,0,74,0,0,73,15,3,0,5,21,0,0,0,26,3,0,25,1841,202,20,28,2095,37,0,36
POA3038,128,12,0,0,141,7,0,7,149,6,0,157,254,29,3,0,285,0,0,0,286,4,0,295,77,11,3,0,89,0,0,5,96,0,0,96,5,0,0,3,9,0,0,0,9,3,0,16,465,57,13,3,531,5,0,5,542,18,3,560,11,0,0,0,13,0,0,0,13,4,0,15,15,3,0,0,23,0,0,0,18,0,0,18,27,4,0,0,33,0,0,0,31,4,0,36,492,62,13,3,562,9,0,10,577,24,3,599,287,31,15,11,334,17,3,24,353,36,0,397,0,0,0,0,0,0,0,0,0,0,4,4,777,92,22,12,902,26,4,30,932,62,8,998,186,27,8,0,214,11,0,11,220,14,0,238,348,34,5,0,388,3,0,3,396,8,0,405,15,0,9,0,20,0,0,0,20,0,0,20,7,0,0,6,16,0,0,0,14,6,0,17,554,61,12,13,638,14,0,14
POA3039,93,7,0,0,102,3,0,0,105,14,0,114,219,27,0,0,246,4,0,3,251,8,0,256,70,3,11,3,88,0,0,0,85,0,0,85,0,0,0,0,3,0,0,0,3,0,0,3,377,39,16,4,434,4,3,7,442,19,0,461,3,6,0,0,9,0,0,0,9,0,0,9,13,0,0,0,13,0,0,0,13,0,0,13,9,6,0,0,19,0,0,0,19,0,0,19,388,42,16,4,452,4,3,7,459,19,0,478,173,12,0,4,190,3,0,3,194,6,0,200,0,0,0,3,3,0,0,0,3,0,0,3,562,54,16,14,645,10,3,9,655,30,3,683,139,19,0,0,156,9,0,9,167,12,0,171,255,30,0,0,283,3,3,4,286,0,0,291,3,3,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,397,47,3,0,454,12,3,12
POA3040,152,13,0,0,167,3,0,7,173,6,0,185,346,29,3,0,378,0,0,6,379,4,0,389,113,10,8,0,137,0,0,0,137,0,0,137,6,0,0,3,7,0,0,0,7,0,0,7,623,50,17,4,693,9,0,6,695,18,0,714,12,0,0,0,10,3,0,3,11,0,0,11,17,0,0,0,18,0,0,0,18,0,0,22,25,0,0,0,31,7,0,7,31,0,0,36,643,52,12,4,718,14,0,12,732,15,0,748,242,38,3,4,288,12,6,11,304,11,0,314,0,0,0,3,3,0,0,0,3,0,0,3,889,90,20,13,1013,21,5,31,1039,27,0,1067,270,21,3,0,288,0,0,5,294,6,0,300,486,47,3,0,536,3,0,3,541,9,0,544,21,0,12,0,28,0,0,0,28,0,0,28,0,0,0,0,7,0,0,0,7,0,0,7,776,62,19,3,862,4,0,9
