SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
201021011,9,7,0,0,16,0,3,3,18,3,0,23,83,24,3,0,106,0,0,0,105,4,0,117,23,0,0,0,28,0,0,0,28,0,0,27,3,0,0,0,3,0,0,0,3,0,0,3,117,32,3,0,156,4,3,3,160,9,0,169,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,120,32,3,0,160,4,3,3,160,9,0,170,70,22,4,6,99,0,0,0,104,6,0,107,3,0,0,0,3,0,0,0,3,0,0,3,195,49,11,6,259,3,3,3,269,19,0,285,36,17,0,0,53,3,3,6,56,4,0,62,124,37,3,0,164,3,0,3,166,11,0,175,7,0,0,0,8,0,0,0,8,0,0,11,3,0,0,0,7,0,0,0,7,0,0,7,178,49,5,0,232,3,3,3
201021012,18,6,0,0,18,0,0,0,18,0,0,23,71,8,3,0,81,0,0,0,86,3,0,88,11,0,0,0,12,0,0,0,12,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,102,16,9,3,119,0,0,0,122,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,104,16,9,3,126,0,0,0,129,3,0,127,67,7,0,0,80,0,0,3,81,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,173,22,7,3,208,4,0,5,210,9,0,223,45,11,0,0,53,0,0,0,53,3,0,59,115,13,0,0,125,0,0,0,125,5,0,136,7,0,0,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,161,21,4,0,189,0,0,0
201031013,11,3,0,0,12,0,0,0,12,0,0,12,32,0,0,0,36,0,0,0,36,0,0,36,5,0,5,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,45,3,5,0,58,0,0,0,58,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,5,0,57,0,0,0,57,0,0,55,37,0,0,0,41,0,0,0,40,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,84,5,5,0,97,0,0,0,100,10,0,115,19,5,0,0,25,0,0,0,26,0,0,26,37,0,3,0,40,0,0,0,40,0,0,48,0,0,3,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,58,11,3,0,69,0,0,0
201031014,13,0,0,0,13,0,0,0,13,0,0,13,64,7,0,0,69,0,0,0,69,3,0,68,14,3,3,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,86,9,3,0,100,0,0,0,100,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,91,9,3,0,103,0,0,0,103,3,0,102,48,3,0,0,49,0,0,0,50,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,133,15,3,0,152,0,0,0,152,6,0,155,37,0,0,0,38,0,0,0,38,3,0,43,60,10,0,0,72,0,0,0,72,0,0,72,3,0,3,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,106,7,4,0,118,0,0,0
201031015,12,0,0,0,13,0,0,0,13,0,0,13,78,9,0,0,87,0,0,0,87,4,0,89,8,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,93,17,3,0,116,0,0,0,116,3,0,120,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,6,7,0,0,0,10,0,0,0,10,0,0,6,98,13,5,0,118,0,0,0,118,5,0,127,62,6,0,0,71,0,0,0,71,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,158,25,5,0,187,0,0,0,187,11,0,198,39,11,0,4,47,0,0,0,47,13,0,62,98,14,3,0,114,0,0,0,118,6,0,120,6,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,146,23,6,4,176,0,0,0
201031016,18,7,0,0,28,0,0,0,28,0,0,25,70,7,0,4,78,3,0,3,82,0,0,83,13,3,0,0,18,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,99,23,0,4,121,3,0,3,123,3,0,123,3,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,8,0,0,8,100,22,0,4,124,3,0,3,130,3,0,130,53,15,0,0,70,10,0,6,78,13,0,93,0,0,0,0,0,0,0,0,0,0,0,0,153,37,0,4,199,14,0,15,211,16,0,226,27,6,0,0,35,0,0,0,35,3,0,42,102,8,0,0,110,4,0,4,120,3,0,121,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,137,15,3,4,153,4,0,4
201031017,8,0,0,0,10,0,0,0,10,0,0,14,35,7,0,0,40,0,0,0,40,4,0,42,9,0,0,3,10,0,0,0,10,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,53,7,0,3,67,0,0,0,67,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,57,7,0,3,71,0,0,0,71,5,0,76,50,8,0,0,59,0,3,5,65,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,103,19,3,3,131,0,3,5,131,16,0,146,21,7,3,0,27,0,0,0,27,3,0,31,66,3,3,3,73,0,0,0,73,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,15,4,3,102,0,0,0
202011018,31,19,0,0,46,0,0,0,49,0,0,49,123,29,0,0,152,0,0,0,155,5,0,163,37,3,6,0,43,3,0,3,49,0,0,49,4,0,0,0,5,0,0,0,5,0,0,5,191,49,11,3,247,5,0,5,256,5,0,264,3,0,0,0,7,0,0,0,7,0,0,4,10,0,0,0,14,0,0,0,14,0,0,14,14,3,0,0,12,0,0,0,12,0,0,16,204,51,11,3,268,5,0,5,276,9,0,282,143,31,3,0,174,22,0,23,197,29,3,224,0,0,0,0,0,0,0,0,0,0,0,0,351,77,9,3,439,30,0,29,468,38,3,509,62,12,3,5,80,0,0,0,80,10,0,86,144,15,0,0,159,4,0,4,166,9,0,172,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,216,29,3,4,249,5,0,5
202011019,47,6,3,0,56,4,0,4,56,3,0,63,145,34,9,0,182,5,3,3,187,10,0,197,25,10,3,0,38,3,0,3,45,0,0,45,3,0,0,0,7,0,0,0,7,0,0,7,222,44,13,3,280,10,3,15,291,17,0,308,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,4,4,11,0,0,11,10,0,0,0,10,0,4,4,11,0,0,11,229,44,13,3,287,10,3,12,304,17,0,321,126,35,7,3,171,11,0,15,186,34,0,221,0,0,0,0,0,0,0,0,0,0,0,0,360,76,18,9,460,25,4,30,486,54,0,542,61,6,0,0,66,0,0,0,65,9,0,77,130,27,8,3,168,0,0,0,176,9,0,179,3,5,0,0,7,0,0,0,7,0,0,7,0,0,0,4,4,0,0,0,4,0,0,0,193,39,10,3,245,5,0,5
202011020,49,7,0,0,52,0,0,4,55,0,0,55,181,26,3,0,210,0,0,0,211,3,0,211,36,5,6,3,49,0,0,0,51,0,0,51,0,0,0,0,3,0,0,0,3,0,0,3,262,38,12,3,311,4,3,4,319,5,0,317,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,9,3,0,16,8,0,0,0,13,0,0,0,15,3,0,16,267,38,12,7,325,3,3,10,333,9,0,337,116,19,0,0,132,4,3,4,139,21,0,155,0,0,0,0,0,0,0,0,0,0,0,0,380,58,12,5,453,5,9,18,472,25,0,497,95,8,0,0,107,3,0,3,106,3,0,111,206,25,3,0,233,3,0,3,235,5,0,244,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,301,36,0,3,347,5,0,4
202011021,38,10,0,0,49,0,0,0,49,3,0,50,134,12,3,0,150,0,0,0,151,3,0,151,26,4,4,0,32,0,0,0,32,0,0,32,5,0,0,0,5,0,0,0,5,0,0,5,201,26,5,0,233,0,0,0,232,4,0,234,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,0,10,0,0,10,7,3,0,0,10,0,0,0,10,0,0,10,208,23,5,0,240,0,0,0,241,4,0,247,89,18,0,0,107,3,0,6,112,9,0,121,0,0,0,0,0,0,0,0,0,0,0,0,299,40,5,0,343,10,0,12,355,13,0,366,69,10,3,0,77,0,0,3,85,6,0,88,197,25,0,4,228,3,0,3,232,3,0,231,9,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,275,32,8,4,316,3,0,5
202011022,65,11,0,0,75,3,0,6,80,6,0,90,268,39,0,0,310,0,0,0,312,7,4,317,56,10,3,0,69,0,0,0,69,0,0,69,0,3,0,0,3,0,0,0,3,0,0,3,387,60,4,3,456,3,0,5,467,15,4,480,3,0,0,0,3,0,0,0,3,3,0,8,10,5,0,0,14,3,0,3,14,0,0,17,14,5,0,0,21,3,0,3,23,0,0,22,403,64,7,3,479,11,0,9,487,16,4,503,263,42,3,3,309,6,5,12,322,31,0,356,0,0,0,0,0,0,0,0,0,0,0,0,669,103,10,3,792,10,5,18,809,51,4,859,102,14,0,0,114,0,4,3,119,12,0,135,268,40,9,3,314,5,0,5,320,7,0,326,13,3,0,3,14,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,382,54,9,9,448,4,4,11
202011023,31,0,3,0,35,0,0,0,35,0,0,35,157,10,0,0,168,0,0,0,169,0,0,169,43,0,10,0,53,0,0,0,53,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,228,13,9,0,253,0,0,0,256,6,0,258,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,11,0,0,11,238,13,9,0,260,0,0,0,266,6,0,265,89,7,4,0,100,0,0,0,102,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,328,17,14,0,370,3,0,5,370,6,0,375,54,3,0,0,62,0,0,0,59,0,0,60,202,14,4,3,217,0,0,0,217,3,0,223,9,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,265,18,4,3,286,0,0,0
202011024,51,10,0,0,61,0,0,3,67,0,0,67,235,11,0,0,251,4,0,4,257,0,0,253,53,5,0,0,67,0,0,0,67,0,0,67,3,0,0,0,3,0,0,0,3,0,0,3,341,35,5,0,383,3,0,8,391,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,12,0,0,12,347,39,5,4,390,8,0,4,396,0,0,396,104,12,3,0,126,0,0,0,126,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,453,48,10,5,520,8,0,4,521,9,0,529,113,24,0,0,132,0,0,0,132,0,0,135,280,20,12,5,316,0,0,0,318,3,0,323,8,3,4,0,13,0,0,0,13,0,0,17,6,0,0,3,12,0,0,0,12,0,0,12,411,46,17,7,480,0,0,3
202011025,77,6,0,0,85,3,0,3,86,4,0,91,292,22,3,4,321,0,3,4,326,9,0,330,84,11,18,0,109,0,0,0,109,3,0,115,3,0,0,0,4,0,0,0,4,0,0,4,451,44,18,7,521,4,3,6,526,11,0,540,3,0,0,0,3,0,0,0,4,0,0,4,11,0,0,0,11,0,0,0,11,4,0,14,10,0,0,0,10,0,0,0,12,4,0,13,463,44,18,7,528,8,3,6,538,18,0,553,175,27,4,7,207,7,0,7,210,22,0,232,0,0,0,0,0,0,0,0,0,0,0,0,636,64,19,11,734,10,3,10,745,39,0,781,89,15,3,0,103,0,0,0,105,4,0,108,229,28,3,7,265,4,0,4,267,3,0,277,14,0,0,0,13,0,0,0,13,0,0,13,3,0,0,0,5,0,0,0,5,0,0,6,338,44,10,4,395,4,0,6
202021026,42,3,0,0,51,0,0,0,51,5,0,54,148,13,3,0,168,0,0,0,173,0,0,174,33,5,0,3,36,0,0,0,36,0,0,35,3,0,0,0,3,0,0,0,3,3,0,3,226,21,9,3,259,0,0,0,260,9,0,266,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,232,21,9,3,268,0,0,0,263,9,0,274,84,0,5,0,92,0,0,0,89,4,0,95,3,0,0,0,3,0,0,0,3,0,0,3,324,21,7,3,358,4,0,4,357,14,0,368,66,11,0,0,76,0,0,0,76,11,0,85,204,25,0,3,234,0,0,0,234,8,0,234,14,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,279,34,5,3,327,0,0,0
202021027,17,3,0,0,25,0,0,0,26,4,0,28,105,34,3,0,141,0,0,0,139,5,0,148,26,0,3,0,29,0,0,0,29,0,0,29,3,0,0,0,6,0,0,0,6,0,0,6,153,42,7,3,198,4,0,4,204,9,0,209,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,5,3,3,0,0,5,0,0,0,5,0,0,5,159,44,7,3,205,4,0,4,211,9,0,214,97,25,3,0,131,3,0,4,133,10,0,149,0,0,0,0,0,0,0,0,0,0,0,0,255,70,11,3,337,5,0,7,344,22,3,365,32,12,0,0,43,0,0,3,46,13,0,57,127,44,0,0,168,0,0,0,168,11,0,177,6,4,0,0,9,0,0,0,9,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,172,58,0,3,228,0,0,3
202021028,16,4,0,0,28,0,0,0,27,0,0,30,79,18,4,0,104,0,0,0,104,3,0,111,13,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,112,28,4,4,150,0,0,0,149,8,0,156,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,11,0,0,11,122,28,4,4,156,0,0,0,161,8,0,166,72,17,4,3,93,3,0,3,99,6,0,103,0,0,0,3,3,0,0,0,3,0,0,3,191,47,8,8,249,5,0,5,255,15,0,272,43,6,0,0,50,0,4,4,55,15,0,67,115,27,3,0,147,0,0,0,147,8,0,148,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,171,29,3,0,201,0,4,4
202021029,20,0,0,3,27,0,0,0,26,0,0,26,34,8,0,0,44,3,0,3,50,0,0,46,3,0,0,3,6,0,0,0,6,0,0,6,3,0,0,3,3,0,0,0,3,0,0,3,66,9,0,8,79,5,0,5,84,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,0,8,79,5,0,5,84,0,0,89,40,7,0,4,50,0,0,0,50,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,104,10,4,13,127,5,0,5,134,5,0,137,33,10,0,3,44,0,0,0,44,0,0,48,48,3,0,0,53,0,0,0,53,5,0,62,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,10,3,3,103,0,0,0
202021030,28,6,0,0,40,0,0,0,40,13,0,52,154,32,0,0,186,0,0,0,191,3,0,198,26,8,0,0,40,0,0,0,40,0,0,40,0,0,0,0,6,0,0,0,6,0,0,6,213,48,0,3,272,0,0,0,274,18,0,287,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,9,0,0,0,9,0,0,9,225,48,0,3,283,0,0,0,286,18,0,297,114,14,4,3,132,0,0,0,132,10,0,140,0,0,3,0,3,0,0,0,3,0,4,4,334,64,7,5,414,0,0,0,414,24,4,439,37,15,0,0,53,0,0,0,60,3,0,56,174,31,7,0,211,3,0,3,214,3,0,216,3,3,3,0,7,0,0,0,7,0,0,7,0,0,0,5,6,0,0,0,6,0,0,6,218,46,11,9,286,3,0,3
202021031,16,5,0,0,25,0,0,0,29,3,0,28,124,21,0,0,144,0,3,3,149,0,0,149,24,3,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,169,28,3,0,204,0,3,5,206,3,0,208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,6,3,0,0,0,4,0,0,0,6,0,0,6,172,32,3,0,209,0,3,3,216,3,0,213,83,14,3,0,102,3,0,3,98,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,250,42,9,0,304,5,3,4,313,7,0,322,68,9,0,0,75,3,0,3,83,8,0,92,183,19,0,3,201,0,0,0,204,0,0,204,3,3,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,256,28,0,3,287,3,0,3
202031032,19,4,0,0,23,0,0,0,23,0,0,23,70,3,0,0,74,0,0,0,74,0,0,74,15,3,0,0,22,0,0,0,22,0,0,22,4,0,0,0,4,0,0,0,4,0,0,4,103,13,0,3,122,0,0,0,122,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,13,0,3,124,0,0,0,124,0,0,127,42,3,0,0,46,0,0,0,50,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,143,20,3,6,169,0,0,0,174,8,0,185,34,6,0,0,44,0,0,0,44,0,0,46,87,13,0,0,96,0,0,0,96,3,0,106,10,0,3,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,133,17,3,3,156,0,0,0
202031033,32,3,0,0,39,0,0,0,39,0,0,38,62,5,0,3,70,0,0,0,70,7,0,72,17,0,0,0,17,0,0,0,17,0,0,17,0,0,0,3,3,0,0,0,3,0,0,3,115,6,0,6,128,0,0,0,128,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,5,0,6,129,0,0,0,129,7,0,134,65,10,0,3,78,5,0,5,84,19,0,101,0,0,0,0,0,0,0,0,0,0,0,3,182,15,0,8,209,5,0,5,212,23,0,241,63,5,0,0,63,0,0,0,70,0,0,66,114,14,3,0,130,0,0,0,130,9,0,136,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,175,19,3,0,201,0,0,0
203011034,34,4,0,0,42,0,0,0,42,0,0,42,162,18,3,0,187,0,0,0,187,3,0,190,44,6,4,0,57,0,0,0,57,0,0,57,3,0,0,5,6,0,0,0,6,0,0,6,241,28,8,3,282,0,0,0,288,3,0,290,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,247,25,8,3,288,0,0,0,285,3,0,290,137,22,0,4,163,0,0,0,163,3,0,165,0,0,0,0,0,0,0,0,0,0,0,0,381,45,16,8,455,0,0,0,456,7,0,460,73,6,0,0,80,0,0,0,80,3,0,87,200,24,0,0,229,3,0,3,229,5,3,235,7,0,3,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,289,29,3,0,326,3,0,3
203011035,26,3,0,0,28,0,0,0,30,4,0,34,130,8,3,0,139,0,0,0,139,0,0,146,34,0,0,0,41,0,0,0,41,0,0,37,0,0,0,3,3,0,0,0,3,0,0,9,195,17,4,3,217,0,0,0,214,4,0,220,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,200,17,7,3,223,0,0,0,224,4,0,226,101,15,3,0,117,0,0,0,117,5,0,119,9,0,0,0,9,0,0,0,9,0,0,9,308,24,9,3,345,0,0,0,342,12,0,352,56,6,3,0,62,0,0,0,68,6,0,75,169,10,0,3,176,0,0,0,180,3,0,182,10,0,0,0,11,0,0,0,11,3,0,17,0,0,0,3,3,0,0,0,3,0,0,3,235,15,0,8,256,0,0,0
