SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC20052,4,0,0,0,9,0,4,3,0,7,5,3,5,0,20,3,0,16,0,19,54,6,26,0,88,33,3,41,0,77,147,30,53,5,228,99,39,38,8,182,114,56,36,5,215,85,74,31,4,190,39,58,20,3,121,53,61,6,3,123,78,95,17,3,191,60,55,3,0,117,25,30,0,0,53,7,24,5,0,40,21,30,0,0,53,58,109,36,0,198,25,6,11,0,43,906,678,350,36,1966
SSC20053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,3,0,23
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,4,0,0,8,0,0,0,0,0,3,4,0,0,4,0,3,0,0,4,5,3,0,0,10,0,0,0,0,4,3,3,0,0,4,0,0,0,0,3,0,0,0,0,3,3,4,0,0,9,0,0,0,0,0,25,27,8,0,65
SSC20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,8,0,0,19
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7
SSC20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC20061,3,4,0,0,10,0,3,0,0,3,5,3,6,0,13,0,0,8,0,12,11,5,12,0,31,6,12,14,3,29,30,19,11,0,63,18,21,19,4,66,19,22,20,5,63,22,39,18,3,81,13,17,17,0,42,13,21,9,3,48,35,38,9,0,92,21,36,3,0,51,3,13,0,0,22,3,4,4,0,13,5,8,0,0,17,13,37,15,3,63,10,10,3,0,24,239,304,165,21,733
SSC20062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,5,3,4,0,0,8,0,0,3,0,0,0,8,0,0,7,3,4,0,0,12,0,4,0,0,9,0,3,0,0,4,3,8,3,0,12,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,4,8,0,0,17,0,0,0,0,0,38,59,6,0,103
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
SSC20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,10,0,0,0,9,0,3,0,0,6,3,4,0,0,3,5,3,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,24,18,6,4,52
SSC20065,9,0,8,0,26,3,5,6,0,15,3,0,6,0,10,4,0,8,0,10,14,6,5,0,31,15,3,9,0,34,35,3,13,5,59,28,8,20,6,63,46,26,25,7,104,57,25,24,15,118,56,22,17,3,94,34,29,9,7,74,162,62,33,9,263,118,62,7,7,192,77,54,6,3,140,71,75,13,0,165,212,338,10,3,561,67,110,24,0,202,9,13,5,0,29,1025,838,253,70,2184
SSC20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,9,3,0,25
SSC20067,6,3,0,0,10,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,7,4,6,0,22,3,4,15,0,23,16,6,13,0,33,15,22,16,0,50,18,20,20,0,60,27,65,12,0,99,21,74,12,0,110,41,82,7,3,133,95,128,11,3,235,67,71,4,0,147,25,32,0,0,66,8,32,0,0,37,17,19,0,0,28,24,55,12,0,91,3,3,0,0,4,388,620,144,13,1160
SSC20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,18
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,3,0,3,0,4,4,3,0,0,9,3,0,0,0,11,7,6,0,0,14,3,3,0,0,10,4,6,0,0,13,6,9,0,0,17,9,9,0,0,11,7,3,0,0,8,3,3,0,0,4,3,13,0,0,15,3,4,0,0,7,0,0,0,0,3,62,59,9,0,134
SSC20071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,0,0,0,0,7,5,3,0,0,10,7,0,0,0,3,3,7,0,0,8,8,3,0,0,13,7,11,3,0,24,3,4,0,0,9,0,3,0,0,3,3,0,0,0,4,4,5,0,0,8,5,6,3,0,12,0,0,0,0,0,48,51,9,0,112
SSC20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,13,3,0,22
SSC20073,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,7,0,7,11,0,4,0,16,3,0,5,0,11,29,7,17,0,51,23,3,19,0,44,26,23,10,0,54,20,19,11,0,56,16,22,5,0,54,13,11,3,0,28,33,45,4,0,84,12,31,0,0,46,4,25,0,0,30,0,14,0,0,15,0,17,0,0,14,17,28,3,0,44,7,0,0,0,10,220,252,97,0,569
SSC20074,20,8,13,7,37,11,3,8,3,29,8,11,46,0,65,0,0,42,0,49,43,23,33,10,104,22,13,34,3,78,104,31,37,8,178,57,43,42,10,154,73,52,46,8,180,74,49,39,13,170,76,66,28,5,175,77,67,31,6,175,163,196,37,12,418,138,173,12,11,333,115,136,3,7,259,72,146,18,3,234,199,457,13,6,679,94,170,46,3,314,11,16,24,0,57,1364,1647,565,119,3694
SSC20075,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,3,5,0,0,10,0,8,0,0,5,0,3,0,0,3,0,0,0,0,4,4,5,0,0,8,3,4,0,0,8,0,0,0,0,0,24,26,3,0,52
SSC20076,12,4,12,0,31,0,0,5,0,7,3,0,5,0,16,0,3,13,0,15,14,3,16,0,35,12,9,21,0,42,38,14,12,0,59,28,17,30,4,82,40,27,15,4,89,43,21,11,5,86,23,40,14,3,80,27,32,12,3,70,71,113,20,6,205,44,113,10,0,166,40,90,3,0,139,19,113,11,3,153,74,446,9,0,528,47,140,30,0,223,12,7,9,0,27,553,1203,265,26,2043
SSC20077,28,5,6,0,42,10,6,10,0,19,8,3,18,0,29,4,0,10,0,15,28,4,21,4,48,11,10,36,0,60,62,23,35,5,120,24,17,32,3,77,48,40,20,9,120,36,26,22,3,87,30,41,20,3,94,18,42,19,0,84,65,104,28,4,201,60,71,5,7,147,37,80,3,0,126,34,55,4,0,92,37,170,5,0,208,34,80,29,0,144,7,6,5,0,20,579,790,320,44,1727
SSC20078,3,3,3,0,6,3,0,0,0,7,3,5,4,0,9,0,0,3,0,6,20,5,7,0,28,9,0,12,5,29,70,12,23,0,99,35,11,27,0,81,47,27,20,3,105,54,43,23,0,123,33,46,23,3,100,29,59,14,3,113,71,164,22,0,259,63,117,7,0,185,39,130,0,0,166,39,78,6,0,117,50,185,0,0,241,35,98,27,0,165,17,12,4,0,26,616,999,229,29,1872
SSC20079,9,3,5,0,16,9,0,0,0,12,3,0,6,0,11,3,4,5,0,7,15,3,6,0,28,8,11,11,0,30,82,11,16,0,110,39,28,24,0,87,50,31,11,5,98,51,68,16,0,131,24,70,15,0,103,22,80,11,4,122,58,179,25,0,259,38,168,14,0,217,32,101,3,0,133,21,73,0,0,93,13,142,3,0,156,32,127,20,0,181,4,8,0,0,14,508,1100,192,12,1824
SSC20080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,17,3,0,31
SSC20081,7,0,0,0,8,3,0,4,0,3,0,0,4,0,6,0,0,4,0,4,12,4,4,0,15,8,7,12,0,25,27,6,4,0,36,13,17,6,0,40,11,21,13,0,52,22,35,12,0,69,11,37,8,4,59,8,40,3,0,54,43,108,14,0,164,29,68,5,0,103,9,57,0,0,69,12,32,0,0,46,11,56,7,0,75,8,62,19,0,96,4,3,3,0,13,235,570,114,12,935
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SSC20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,3,0,3,4,3,0,0,9,0,3,0,0,5,0,3,0,0,3,0,3,0,0,3,3,4,0,0,11,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,21,35,6,0,66
SSC20085,3,3,0,0,5,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,7,0,0,0,8,4,0,3,0,4,16,3,0,0,19,9,3,5,0,18,8,6,7,0,22,17,8,3,0,24,5,12,3,0,16,6,12,3,0,22,15,13,4,0,26,7,12,0,0,26,3,3,0,0,5,0,4,0,0,4,5,7,0,0,14,9,22,3,0,31,10,3,0,0,12,131,113,33,0,281
SSC20086,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,12,0,3,0,16,3,0,9,0,16,42,4,7,3,61,19,3,3,0,28,12,19,3,0,37,8,11,3,3,25,3,14,3,0,15,10,9,0,0,19,13,0,0,0,16,3,8,0,0,7,3,8,0,0,10,0,0,0,0,0,0,3,0,0,4,8,17,9,0,34,8,4,0,0,14,156,100,40,7,311
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20088,32,14,6,0,53,14,5,3,0,26,10,6,15,0,28,4,9,9,0,19,103,18,21,0,147,32,20,48,3,103,264,38,48,5,354,91,44,53,4,189,89,83,69,10,255,74,118,41,9,239,47,93,45,5,191,61,110,30,4,196,116,210,26,3,360,62,163,19,3,240,37,104,8,3,143,23,85,4,0,111,41,167,14,3,219,63,194,48,0,303,41,21,8,3,76,1192,1501,512,59,3258
SSC20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,7,0,0,10
SSC20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,0,3,0,8,7,0,0,0,11,4,5,3,0,11,3,7,0,0,14,9,3,8,0,19,0,15,3,0,16,7,12,3,0,17,12,29,3,0,46,7,16,0,0,18,4,10,0,0,9,4,4,0,0,10,3,11,0,0,16,8,12,5,0,23,0,0,0,0,3,69,124,35,0,231
SSC20091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,0,0,4,4,0,0,0,3,3,3,3,0,7,3,0,0,0,3,0,10,0,0,9,3,0,0,0,3,7,5,0,0,12,3,9,0,0,12,0,3,0,0,4,3,7,0,0,8,0,0,0,0,0,3,3,0,0,8,3,0,0,0,3,42,47,7,0,97
SSC20092,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,10,3,0,0,0,5,13,0,3,0,16,9,5,0,0,15,14,9,3,0,26,4,14,3,0,16,4,3,0,0,12,3,3,0,0,5,6,14,0,0,26,3,18,0,0,24,12,6,0,0,21,0,12,0,0,12,4,6,0,0,9,3,16,0,0,15,0,0,0,0,0,81,109,25,0,216
SSC20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,14
SSC20094,15,0,3,0,20,3,0,4,0,9,7,0,8,0,14,0,0,16,0,12,30,3,16,0,48,19,3,31,0,48,119,10,41,3,174,58,30,41,0,131,72,40,28,6,144,50,40,32,6,133,43,51,21,0,114,35,67,23,0,116,80,118,18,0,217,46,84,7,0,144,18,55,4,0,80,14,37,3,0,47,23,56,0,0,74,36,57,24,0,127,16,5,10,0,39,683,658,334,17,1693
SSC20095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,5,0,0,0,0,3,9,3,0,0,11,4,0,0,0,8,3,3,7,0,9,4,7,0,0,15,8,3,0,0,9,0,3,0,0,5,3,0,0,0,3,4,4,0,0,9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,44,38,17,0,93
SSC20096,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,3,0,6,0,9,6,3,6,0,14,3,3,6,0,17,27,3,5,0,39,9,12,8,0,34,19,24,5,0,48,18,24,5,0,48,12,21,4,0,36,12,24,3,0,35,14,20,0,0,42,10,21,0,0,30,4,6,5,0,15,0,7,0,0,6,4,4,0,0,9,12,19,12,0,46,3,0,0,0,3,170,194,79,0,439
SSC20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,8,6,0,0,13,3,7,0,0,11,3,3,0,0,3,0,5,0,0,5,8,3,0,0,11,0,3,0,0,4,0,4,0,0,4,0,0,0,0,3,0,3,0,0,3,3,4,0,0,8,0,0,0,0,0,37,42,0,0,85
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11
SSC20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13
SSC20101,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,4,0,31
SSC20102,7,3,0,0,14,8,0,3,0,8,0,0,19,0,16,0,0,22,0,27,37,4,37,3,88,21,6,55,0,78,124,20,54,8,206,79,46,62,7,192,86,82,36,8,216,86,81,25,3,195,51,66,13,0,134,43,43,15,3,108,65,66,14,3,153,35,46,3,0,86,17,20,0,0,34,4,15,3,0,20,13,22,3,0,39,47,77,38,4,171,21,9,10,3,38,756,605,411,35,1808
SSC20103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,11,10,5,0,34
SSC20104,3,3,0,0,9,3,0,3,0,4,4,3,4,0,11,3,3,8,0,13,14,0,6,3,23,5,5,12,3,21,34,7,17,5,65,11,9,9,3,37,24,22,11,0,56,35,20,4,4,72,27,27,10,4,73,38,20,11,3,71,82,49,14,5,151,57,46,3,0,105,61,32,0,0,90,46,21,4,0,70,89,107,0,0,199,44,32,11,0,89,8,8,4,0,18,577,414,137,35,1167
SSC20105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,14,5,0,26
SSC20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,20
SSC20107,3,0,5,0,8,4,0,0,0,4,5,3,9,0,18,0,0,9,0,11,17,0,8,0,24,7,3,11,0,24,54,6,16,0,76,13,11,17,0,44,33,24,12,0,69,37,26,5,0,68,12,30,6,0,60,22,36,0,3,58,38,52,3,0,97,21,35,3,0,56,14,23,0,0,34,12,11,0,0,27,7,28,0,0,39,15,40,12,0,70,3,0,0,0,6,330,337,112,7,789
SSC20108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,4,0,17
SSC20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20110,5,0,3,0,8,3,3,0,0,7,0,0,3,0,5,0,0,15,0,11,18,3,14,0,39,6,3,29,3,41,47,4,20,0,74,28,20,23,0,77,43,26,26,4,103,49,33,24,4,106,32,28,13,0,74,31,38,13,4,83,61,73,6,0,144,36,51,6,0,92,24,37,0,0,64,15,25,3,0,39,31,50,3,0,85,32,68,18,0,113,4,3,9,0,18,471,465,224,20,1183
