SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC20147,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,3,0,12,3,9,18,11,30,18,12,6,0,97
SSC20148,0,0,0,0,3,0,3,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,8,0,3,29,22,10,29,41,79,82,48,18,9,335
SSC20149,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,13,3,3,21,26,43,26,30,21,7,173
SSC20150,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,3,7,0,0,27,4,16,22,26,30,38,21,15,5,178
SSC20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,15
SSC20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7
SSC20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,4,3,0,21
SSC20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SSC20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,3,0,8,6,7,4,4,0,0,28
SSC20156,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,6,4,3,20
SSC20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10
SSC20158,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,13,0,0,0,18,14,27,18,8,0,83
SSC20159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,0,17,6,0,10,26,30,58,38,7,0,176
SSC20160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,3,3,7,15,25,26,20,5,0,107
SSC20161,0,0,0,0,3,4,20,23,12,56,0,0,0,0,0,0,0,0,0,3,4,4,10,27,17,34,42,26,10,190,73,138,241,561,526,565,444,191,61,2804
SSC20162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8
SSC20163,0,0,0,0,4,5,14,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,3,0,26,15,14,27,27,68,69,59,17,3,301
SSC20164,0,0,0,0,0,3,4,5,4,22,0,0,0,0,0,0,0,0,0,0,3,0,0,8,11,12,8,3,0,47,34,38,46,133,189,110,58,24,10,637
SSC20165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,14,7,3,0,45
SSC20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,0,7,3,3,0,3,0,0,0,23
SSC20168,0,11,4,6,10,24,28,14,10,101,0,0,0,0,3,4,3,0,0,16,6,7,22,23,17,21,20,20,3,143,58,162,324,277,302,303,206,88,24,1751
SSC20169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,0,0,17
SSC20170,0,0,0,0,3,3,11,3,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,8,12,9,6,4,0,41,17,18,28,70,75,57,64,19,4,350
SSC20171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,8,4,19,22,20,5,0,85
SSC20172,3,3,30,28,33,61,133,130,76,511,3,5,6,14,21,8,12,11,8,91,19,37,96,92,84,93,107,118,77,720,242,726,1996,1642,1474,1232,1133,689,289,9417
SSC20173,3,4,9,18,26,46,71,48,33,258,0,0,9,10,9,21,12,6,0,61,28,30,79,84,68,51,67,48,117,571,191,530,1489,1280,1147,1020,705,284,250,6894
SSC20174,0,3,5,7,7,20,45,50,15,160,0,0,0,3,3,0,3,5,0,15,19,23,20,23,69,57,26,18,6,266,220,467,579,934,1216,779,459,208,51,4910
SSC20175,0,0,3,0,0,5,14,11,7,44,0,0,0,0,0,0,3,0,0,3,11,9,11,18,29,30,30,29,16,191,65,158,214,402,431,432,257,107,38,2102
SSC20176,0,0,0,0,0,3,7,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,10,0,3,23,3,8,14,20,22,45,41,13,7,174
SSC20177,0,0,0,0,0,3,17,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,3,0,25,0,3,8,14,18,33,54,18,0,137
SSC20178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,6,0,3,3,16,7,8,10,3,0,47
SSC20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,9,3,0,0,0,23
SSC20180,0,0,0,0,3,23,38,35,16,121,0,0,0,0,0,0,0,0,0,0,3,0,15,11,19,22,35,35,28,175,27,42,129,137,191,262,258,135,68,1245
SSC20181,3,0,5,0,3,14,41,50,50,172,0,0,0,0,3,3,6,6,0,17,35,34,31,76,119,118,93,87,68,663,277,753,701,1522,2234,1961,1466,808,467,10198
SSC20182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,9,0,0,0,0,15
SSC20183,0,0,0,0,0,0,8,8,4,27,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,7,6,7,0,34,15,13,42,32,62,57,57,20,8,300
SSC20184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,14,11,13,12,3,0,70
SSC20185,0,0,3,5,7,19,46,42,16,139,0,0,3,0,0,4,3,0,0,21,14,18,82,92,91,70,51,67,43,519,62,113,322,489,554,662,552,277,106,3127
SSC20186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,3,3,6,0,0,17
SSC20187,3,3,3,0,8,8,17,13,5,65,0,0,0,0,0,0,0,0,0,3,11,12,31,25,18,42,23,14,3,170,89,217,489,652,574,544,272,90,24,2951
SSC20188,0,0,0,0,3,3,5,3,4,21,0,0,0,0,0,0,0,0,0,0,9,0,13,3,19,15,6,3,0,58,44,68,131,209,216,189,113,33,6,1017
SSC20189,0,0,3,0,3,3,16,16,3,39,0,0,0,0,3,0,0,0,0,5,3,3,3,7,17,7,19,4,0,58,41,105,152,187,273,265,177,60,11,1263
SSC20190,0,7,17,22,27,46,169,172,62,518,0,0,5,0,9,6,21,35,14,88,8,15,51,34,37,46,81,58,11,342,97,311,729,634,616,586,550,385,124,4028
SSC20191,0,5,6,9,13,54,125,140,56,419,0,0,0,4,4,3,14,16,3,52,12,7,44,37,43,55,77,55,26,344,110,288,634,576,573,604,674,374,118,3948
SSC20192,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,5,0,0,21,7,18,14,9,15,24,41,14,3,139
SSC20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20194,0,0,0,0,0,3,10,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,13,6,7,0,49,18,21,56,80,115,138,141,110,15,692
SSC20195,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,10,4,3,4,0,0,30,5,15,25,41,60,71,65,17,3,300
SSC20196,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,15,5,0,0,46
SSC20197,3,0,7,3,11,18,32,28,13,115,0,0,0,3,7,9,3,9,5,41,0,5,19,14,14,17,12,8,4,99,40,126,363,260,212,202,125,75,39,1441
SSC20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,3,12,23,21,31,0,0,100
SSC20200,12,3,15,20,22,38,146,202,212,669,0,4,3,5,7,4,6,6,16,58,44,59,111,92,101,101,118,146,123,899,327,1033,2178,1716,1640,1512,1331,905,622,11257
SSC20201,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,4,12,20,16,10,0,56
SSC20202,0,0,0,0,3,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,9,4,3,0,30,5,13,30,29,43,60,45,16,11,243
SSC20203,3,5,24,22,40,88,176,186,148,699,0,0,0,3,3,7,4,4,0,24,52,50,79,80,118,159,179,142,80,944,227,525,936,971,1314,1522,1466,933,485,8379
SSC20204,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,3,0,16,3,3,4,9,13,38,39,14,3,126
SSC20205,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,7,14,3,5,0,3,49
SSC20206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,17,10,10,14,47,50,39,48,5,3,218
SSC20207,4,10,19,14,11,36,46,44,37,217,0,3,6,3,10,9,3,0,0,26,35,33,78,72,58,64,57,62,43,502,145,430,808,663,752,747,545,278,136,4509
SSC20208,0,0,0,0,0,3,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,12,3,3,6,8,17,23,29,3,0,93
SSC20209,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,4,3,5,13,17,9,7,0,54
SSC20210,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,16,0,6,4,0,0,36
SSC20211,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,6,4,5,23,12,37,11,3,0,105
SSC20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,4,11,10,0,0,37
SSC20213,9,10,11,18,15,48,118,162,113,510,0,3,9,5,18,16,14,9,8,81,37,45,94,108,101,80,81,79,43,662,380,957,1898,2327,2532,1880,1191,687,410,12263
SSC20214,4,0,9,16,34,86,259,375,251,1045,0,6,7,11,13,12,40,54,25,170,69,71,123,207,162,151,151,154,86,1172,585,1432,2947,4324,4165,2983,2034,1491,819,20776
SSC20215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5
SSC20216,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,11,0,5,13,15,44,16,14,4,0,115
SSC20217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,7,9,0,0,0,35
SSC20218,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,9,3,9,10,22,21,25,25,10,3,127
SSC20219,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,13,3,0,33
SSC20220,0,0,3,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,3,20,3,10,21,16,37,21,11,18,11,143
SSC20221,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,3,3,3,10,7,10,4,0,36
SSC20222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,9,0,8,12,12,32,27,21,3,0,118
SSC20223,14,13,45,45,81,168,302,331,202,1207,3,8,28,28,25,26,27,25,5,177,131,118,248,233,293,206,249,255,176,1905,1419,2956,5289,7356,7020,4703,3160,1947,802,34667
SSC20224,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,3,3,9,10,14,24,18,3,0,84
SSC20225,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,6,3,0,22,4,3,8,14,28,9,17,4,4,100
SSC20226,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,10,15,12,9,4,3,65
SSC20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SSC20228,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,8,0,21,10,24,26,48,103,84,63,16,3,367
SSC20229,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,0,4,3,7,17,20,21,8,0,86
SSC20230,0,0,0,0,0,10,5,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,14,3,5,38,6,10,39,18,51,65,45,31,13,287
SSC20231,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,27,10,11,33,40,48,54,35,12,0,250
SSC20232,0,4,4,3,10,23,28,10,3,86,0,0,0,3,3,0,5,0,0,10,8,5,33,32,24,24,16,3,0,138,48,120,438,364,290,198,142,33,3,1643
SSC20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC20234,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,7,0,0,19,0,13,55,26,27,32,29,4,0,189
SSC20235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,7,14,0,0,29
SSC20236,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,4,5,13,13,8,4,5,53
SSC20237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,7,8,5,8,0,0,29
SSC20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
SSC20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,8,3,5,3,5,10,8,10,0,0,49
SSC20241,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,27,13,18,22,4,6,105
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20243,0,0,0,0,5,3,20,15,8,53,0,0,0,0,3,0,0,0,0,0,0,3,14,3,8,5,16,13,12,74,10,30,82,56,94,74,114,61,32,543
SSC20244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20245,0,0,0,0,0,3,7,7,0,29,0,0,0,0,0,0,0,0,0,0,6,6,8,4,3,9,10,7,0,55,21,35,59,83,87,90,53,24,8,476
SSC20246,0,0,3,0,3,4,15,3,3,30,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,12,15,13,0,57,14,32,84,101,115,116,126,47,9,638
SSC20247,3,0,5,5,4,23,22,16,12,98,0,0,0,0,0,3,3,0,0,8,14,13,26,28,28,35,35,23,10,206,105,180,384,485,579,522,385,143,47,2827
SSC20248,0,0,5,4,5,3,20,18,21,74,0,0,0,0,0,0,0,0,0,6,3,16,30,17,23,29,36,15,6,173,43,166,327,261,277,255,205,88,55,1670
SSC20249,0,0,0,0,0,4,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,3,5,0,0,36,3,3,9,27,43,41,28,3,0,160
SSC20250,0,0,0,0,0,6,14,22,24,81,0,0,0,0,0,0,0,0,0,6,8,16,20,40,53,46,38,34,29,285,94,276,426,707,1043,876,768,367,235,4792
SSC20251,3,3,11,9,20,37,50,77,97,308,4,0,11,11,9,9,11,4,6,66,23,28,71,62,69,76,73,117,124,658,283,944,1729,1890,1963,1547,1168,821,572,10924
SSC20252,3,3,6,5,12,27,49,106,61,268,0,0,3,7,13,10,11,21,7,79,16,7,35,51,31,33,19,48,19,258,178,400,914,1128,1055,723,476,477,204,5558
SSC20253,8,0,3,9,10,54,95,153,102,444,0,3,7,10,11,19,15,30,14,112,17,23,79,38,54,79,73,121,112,590,232,595,1207,1394,1470,1205,923,876,490,8380
SSC20254,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,24
SSC20255,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,6,0,0,30,9,3,25,51,40,53,41,9,0,239
SSC20256,0,0,3,0,8,0,20,22,17,70,0,0,0,0,0,0,0,0,0,0,12,0,13,24,45,51,52,38,19,254,33,54,115,215,313,384,539,255,85,1989
SSC20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,20
SSC20258,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,9,3,0,0,30,5,3,18,23,32,59,23,3,4,177
SSC20259,0,0,3,3,3,11,13,7,3,49,0,0,0,0,0,0,0,0,0,3,3,6,3,6,19,10,19,7,0,71,34,67,158,175,202,172,115,45,5,982
SSC20260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,3,10,11,14,23,3,7,3,71
SSC20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,14
SSC20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,18,12,15,3,0,73
SSC20263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,4,11,9,11,7,7,6,4,54
SSC20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC20265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,7,14,21,3,0,60
SSC20266,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,4,0,4,6,5,18,13,14,0,67
SSC20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5
SSC20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7
SSC20269,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,18,8,18,21,27,51,47,32,17,0,221
SSC20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20271,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,10,3,4,0,24,10,5,10,21,41,33,27,10,0,159
SSC20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SSC20273,0,0,0,0,5,0,6,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,11,7,0,34,5,17,55,59,94,114,88,34,5,477
SSC20274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,22
SSC20275,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,8,14,13,28,14,13,4,3,90
SSC20276,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,10,18,10,4,0,42
SSC20277,3,4,3,11,8,17,38,54,36,166,0,0,0,0,0,0,3,3,0,10,14,17,88,81,68,74,84,88,85,602,88,295,962,1100,867,785,591,334,190,5214
SSC20278,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,28,10,0,3,9,7,0,0,71,115,218,104,38,53,68,29,0,0,629
SSC20279,0,0,0,0,3,0,11,4,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,5,3,0,3,34,16,30,38,31,51,53,49,21,5,290
SSC20280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,6,7,3,0,0,26
SSC20281,0,0,0,0,0,4,8,6,0,25,0,0,0,0,0,0,0,0,0,0,7,5,4,10,16,11,6,6,0,61,7,19,34,57,86,119,107,31,9,466
SSC20282,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,13,12,10,27,43,26,17,9,0,162
SSC20283,0,0,0,0,3,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,17,11,10,31,14,25,4,8,127
SSC20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,15
SSC20286,0,3,0,0,3,12,11,17,4,49,0,0,0,0,0,0,0,0,0,3,0,3,5,5,10,14,16,7,3,68,19,35,75,92,152,194,160,51,15,793
SSC20287,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,17,0,3,8,20,17,35,23,7,3,110
SSC20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,12,0,0,0,23
SSC20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,3,0,0,11
SSC20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,11
SSC20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,5,13,14,24,24,13,4,0,105
SSC20293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,18,0,4,6,18,22,19,22,7,3,92
SSC20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,12
SSC20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,5,5,8,7,0,0,31
SSC20296,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,16,4,5,8,15,23,21,23,12,3,113
SSC20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,7,7,16,5,0,39
SSC20298,0,0,0,3,4,9,12,20,25,77,0,0,0,0,0,0,0,0,0,0,3,0,4,9,9,17,20,18,22,107,13,21,63,90,96,135,138,93,70,713
SSC20299,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,19,9,17,15,9,8,3,85
SSC20300,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,5,6,10,10,14,13,0,3,51
