SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,4,0,0,0,24,0,0,0,0,0,0,0,0,5,0,12,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,12,3,11,6,3,0,0,35
SSC20052,26,30,19,6,7,0,0,87,9,12,9,0,4,0,0,35,15,10,0,4,7,0,0,38,222,225,165,92,136,21,3,859,0,0,0,0,0,0,0,4,268,277,188,114,152,25,6,1022,3,3,0,0,0,0,0,8,0,6,7,6,3,0,0,17,0,0,4,0,3,3,0,15,71,102,46,43,53,9,0,326,0,6,3,0,0,0,0,10,77,115,57,51,62,11,0,376,346,388,242,166,209,41,8,1395
SSC20053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,0,0,12
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,16,10,5,10,3,0,44,0,0,0,0,0,0,0,0,10,16,10,5,9,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,18,7,9,15,3,0,58
SSC20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20061,98,71,42,18,26,10,3,279,13,7,3,4,0,3,5,41,13,11,3,3,4,0,0,37,40,24,15,5,11,0,0,102,0,0,0,0,3,0,0,8,168,121,66,31,45,22,15,470,23,29,9,12,12,12,3,98,3,5,3,0,3,0,0,18,0,4,5,0,0,0,0,7,6,7,7,7,8,0,3,36,3,0,0,0,0,0,0,4,37,40,22,24,25,14,3,159,205,160,92,60,73,32,23,626
SSC20062,0,5,3,0,3,0,0,11,0,0,0,0,6,0,0,6,3,0,0,0,0,0,0,3,12,19,12,7,8,0,0,66,0,0,0,0,0,0,0,0,18,25,13,10,14,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,7,18,22,17,14,22,3,0,95
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC20064,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,3,0,25,0,0,0,0,0,0,0,0,4,13,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,3,0,3,0,22
SSC20065,82,45,24,11,23,16,9,210,55,43,25,8,16,8,8,158,57,40,16,13,14,11,7,155,202,200,116,68,110,83,42,815,3,0,0,0,0,0,0,7,398,328,177,97,156,120,64,1338,4,8,9,7,7,5,6,46,8,4,3,0,12,5,5,35,8,4,0,5,3,3,6,29,9,34,15,11,18,12,16,115,0,0,0,0,0,0,0,3,33,56,33,22,38,28,27,233,424,386,209,122,197,147,86,1571
SSC20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,3,0,14
SSC20067,41,25,20,9,16,10,3,121,37,15,7,3,3,0,0,62,43,15,5,0,3,0,3,67,365,208,78,48,52,29,13,787,4,0,0,0,0,0,0,9,484,264,111,60,73,40,18,1048,3,3,3,3,0,3,0,22,3,10,0,0,3,0,3,12,4,6,0,0,0,0,3,18,31,39,20,19,16,3,0,125,0,0,0,0,0,0,0,5,42,62,21,20,22,11,4,188,530,321,135,81,97,45,21,1233
SSC20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20070,0,0,0,3,0,0,0,5,0,0,0,5,4,0,0,16,3,0,3,0,0,0,0,5,8,24,18,7,15,0,0,74,0,0,0,0,0,0,0,0,10,24,22,14,25,3,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,10,22,21,18,25,4,3,107
SSC20071,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,7,3,3,4,0,0,0,0,6,16,19,13,5,7,3,0,64,0,0,0,0,0,0,0,0,23,22,17,5,16,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,20,23,18,8,16,3,0,91
SSC20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,9,8,0,6,4,0,26,0,0,0,0,0,0,0,0,3,9,8,0,6,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,8,0,6,3,0,32
SSC20073,3,8,3,0,0,0,0,16,8,3,0,7,0,0,0,21,0,4,4,3,0,0,0,16,116,84,37,22,47,15,5,328,0,0,0,0,0,0,0,0,128,98,48,32,49,17,10,384,0,0,0,0,3,0,0,7,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,30,17,14,17,0,0,101,0,0,0,0,0,0,0,0,30,37,15,14,22,0,0,115,161,133,68,42,67,17,7,499
SSC20074,195,154,58,45,41,34,19,541,77,69,30,18,34,8,13,247,91,68,27,15,23,18,11,253,480,414,207,116,150,98,55,1515,9,3,3,0,0,0,0,10,852,707,321,193,250,160,93,2565,67,58,36,27,35,22,12,258,8,16,9,0,7,5,7,47,4,0,0,7,3,0,0,15,23,46,23,15,24,23,13,166,21,15,11,8,3,0,0,53,121,139,80,52,68,50,38,546,978,841,399,241,320,208,129,3116
SSC20075,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,13,12,12,3,3,3,0,49,0,0,0,0,0,0,0,0,14,12,16,3,4,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,16,3,7,3,0,57
SSC20076,94,84,45,38,54,40,18,371,44,55,35,19,15,12,4,183,56,72,38,11,20,10,9,219,281,328,179,108,141,87,51,1180,0,0,0,0,0,0,0,0,469,537,301,174,236,149,85,1951,4,7,6,5,5,9,9,52,7,0,5,3,3,0,3,21,4,7,0,7,4,0,3,26,7,15,12,16,16,27,9,111,0,0,0,0,3,0,0,7,26,36,25,36,37,44,21,219,491,573,327,214,271,193,105,2173
SSC20077,137,103,53,34,43,27,15,411,29,34,20,14,9,8,4,121,35,29,19,13,7,6,6,105,123,159,89,55,63,29,22,541,0,0,0,0,0,0,0,8,323,331,182,107,122,74,47,1181,16,18,11,10,16,15,3,85,12,4,3,3,5,5,0,32,0,3,4,3,12,8,4,32,16,34,26,14,24,14,3,132,0,3,0,0,3,0,0,11,38,70,47,36,51,41,13,292,360,396,231,143,176,112,58,1476
SSC20078,48,68,39,27,24,16,8,228,43,47,18,23,25,14,8,180,43,54,29,21,18,9,7,184,246,319,143,79,118,72,20,1000,0,0,0,0,0,0,0,4,385,495,224,147,182,109,49,1597,3,3,3,0,0,0,0,13,4,7,3,3,9,3,3,28,3,3,3,0,3,0,3,16,21,30,15,6,16,5,3,98,0,0,0,0,0,0,0,5,28,41,26,16,27,15,11,160,413,540,248,168,213,127,56,1753
SSC20079,83,97,56,51,72,67,41,460,31,34,28,20,28,6,3,155,33,43,33,23,22,10,9,168,163,173,124,94,126,88,26,790,0,3,0,3,3,0,0,9,302,351,232,188,256,176,77,1582,0,3,3,3,7,7,7,38,0,0,3,3,4,5,0,14,3,0,4,7,3,0,0,23,15,27,29,20,19,3,6,104,0,0,0,0,0,0,0,0,21,31,40,29,37,15,15,185,325,378,274,220,289,189,93,1766
SSC20080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,4,3,0,21,0,0,0,0,0,0,0,0,14,7,0,0,8,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,8,7,0,29
SSC20081,11,23,15,13,26,27,14,136,21,23,18,10,12,8,3,94,12,10,20,14,12,8,6,73,93,137,88,59,82,48,19,528,0,3,0,0,0,0,0,5,142,194,132,98,134,91,46,830,0,0,3,8,7,3,0,20,0,3,3,0,0,0,0,7,0,0,0,0,3,3,0,3,10,11,19,6,12,7,7,72,0,0,0,0,0,0,0,7,10,17,23,15,25,9,10,114,145,210,161,109,159,100,55,943
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC20084,0,0,0,0,3,3,0,10,3,3,0,0,0,0,0,10,4,0,0,3,0,0,0,5,0,6,12,7,6,5,0,37,0,0,0,0,0,0,0,0,5,12,9,11,12,9,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,7,18,15,10,12,5,3,69
SSC20085,3,0,0,0,0,0,0,3,0,8,5,0,0,0,0,11,4,0,0,0,0,0,0,4,40,49,20,16,21,4,0,148,0,0,0,0,0,0,0,0,49,55,23,19,21,4,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,4,0,0,25,0,0,0,0,0,0,0,0,9,10,4,3,4,0,0,29,54,67,31,22,31,4,0,205
SSC20086,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,43,53,30,17,15,0,0,167,0,0,0,0,0,0,0,0,48,55,40,17,19,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,9,11,5,8,0,0,34,0,0,0,0,0,0,0,0,5,9,11,5,6,0,0,43,53,61,46,25,23,3,0,220
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20088,172,169,90,74,99,83,41,725,63,45,41,19,31,10,14,220,63,48,14,8,14,8,8,163,270,224,115,73,93,55,30,861,0,3,3,0,3,0,0,12,569,486,263,172,231,156,95,1971,12,17,15,22,14,18,8,113,4,3,11,0,8,4,0,40,5,3,9,0,5,0,4,29,12,38,29,22,35,17,15,166,0,3,0,0,0,0,0,3,41,67,61,49,58,40,31,345,606,556,323,221,289,196,120,2315
SSC20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,10
SSC20090,0,3,0,3,0,0,0,14,6,6,0,0,0,3,0,21,6,9,4,3,3,0,0,22,14,40,22,8,22,12,3,127,0,0,0,0,0,0,0,0,28,54,30,16,27,14,4,178,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,5,0,4,3,22,0,0,0,0,0,0,0,0,6,3,3,6,0,4,3,30,36,56,38,24,27,15,7,203
SSC20091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,10,29,20,13,15,3,0,92,0,0,0,0,0,0,0,0,12,26,20,13,15,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,16,31,21,13,15,3,3,105
SSC20092,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,5,47,49,29,12,26,9,3,178,3,0,0,0,0,0,0,3,51,56,27,14,32,9,3,191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,4,3,7,0,0,23,0,0,0,0,0,0,0,0,5,10,3,3,7,0,0,29,54,67,31,21,41,9,3,222
SSC20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14
SSC20094,14,17,9,8,3,3,0,54,25,24,15,9,5,4,0,82,23,18,13,7,10,7,6,72,217,231,121,77,101,43,13,796,0,0,0,0,4,4,0,6,274,286,154,95,123,57,20,1005,0,0,4,0,3,0,0,10,9,7,7,3,4,0,5,32,0,3,0,0,3,0,3,17,50,72,39,40,38,14,8,258,7,9,6,0,0,0,0,22,62,91,62,50,50,21,14,343,341,375,214,145,175,74,31,1348
SSC20095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,3,7,0,0,32,0,0,0,0,0,0,0,0,10,6,5,3,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,16,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,16,13,13,14,5,13,0,0,51
SSC20096,0,3,0,0,3,0,0,9,7,0,3,0,5,0,3,19,3,16,0,0,3,0,0,22,66,67,23,22,31,3,4,216,0,0,0,0,0,0,0,0,78,83,26,27,38,6,4,268,0,0,0,0,3,0,0,4,0,6,0,0,3,0,0,13,0,0,0,4,0,0,0,4,3,23,18,12,7,0,0,62,0,0,0,0,0,0,0,0,7,24,18,12,12,0,0,80,84,108,45,40,53,6,5,347
SSC20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20098,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,23,14,0,3,3,0,60,0,0,0,0,0,0,0,0,17,23,14,0,6,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,14,0,6,5,0,64
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,3,0,0,15
SSC20102,24,16,6,9,11,0,0,66,9,9,11,3,3,0,0,37,11,18,6,3,10,0,0,45,244,207,115,73,96,22,4,770,4,4,0,0,0,0,0,11,299,254,131,86,120,30,4,921,3,0,3,0,0,0,0,5,4,13,9,4,3,0,0,28,3,9,0,3,4,0,0,19,73,108,58,44,82,16,3,389,5,0,8,0,0,0,0,14,95,133,79,51,92,12,3,458,391,385,208,133,207,45,5,1381
SSC20103,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,15,6,3,7,0,3,0,0,23
SSC20104,62,40,20,14,11,4,0,151,51,45,19,7,12,4,0,140,26,33,14,10,11,3,0,92,122,94,33,28,22,14,10,324,3,0,0,0,0,0,0,5,272,209,82,56,54,25,13,713,0,3,6,3,4,3,4,22,8,5,6,3,7,4,0,35,4,3,0,0,5,3,3,21,7,16,12,3,4,0,3,47,0,0,0,0,0,0,0,0,21,27,19,10,19,12,11,123,289,236,105,65,74,39,21,831
SSC20105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,13,0,0,0,0,0,0,0,0,3,7,4,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,7,0,0,20
SSC20106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,10,9,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,9,3,3,3,0,0,21
