SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC22304,4,31,34,32,46,52,28,34,0,265,10,47,48,26,71,92,19,53,79,447,274,809,1020,713,2082,2822,1208,1695,148,10771
SSC22305,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,8,6,5,6,8,15,0,55
SSC22306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,14
SSC22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,3,13,0,32
SSC22308,0,7,7,3,16,8,3,4,0,52,4,4,7,3,8,18,6,22,7,80,39,101,142,141,251,290,157,264,24,1414
SSC22309,0,5,4,8,17,11,4,4,0,57,3,6,0,8,7,3,0,4,8,42,59,171,160,191,263,219,128,151,12,1361
SSC22310,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,14,12,15,7,6,22,0,97
SSC22311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,6,3,10,15,0,54
SSC22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
SSC22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22314,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,16,8,16,13,9,6,19,0,103
SSC22315,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,5,15,16,19,21,30,15,22,10,155
SSC22316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,8,7,6,9,11,5,17,0,75
SSC22317,7,63,100,46,100,74,29,23,8,450,10,85,92,42,196,97,31,26,179,771,168,1043,1178,793,2131,1429,478,570,282,8073
SSC22318,0,34,42,30,70,50,13,17,5,267,9,35,50,29,154,79,22,33,100,500,108,595,548,565,1471,1007,360,363,158,5173
SSC22319,11,89,108,65,160,130,35,41,8,649,35,118,156,90,286,197,49,52,289,1268,340,1531,1819,1458,3205,2517,787,885,512,13053
SSC22320,0,5,6,3,23,23,15,6,0,91,3,12,12,11,15,16,5,6,20,95,78,281,236,283,456,426,200,226,51,2231
SSC22321,0,3,3,0,3,6,0,0,0,22,3,4,0,0,3,3,0,3,6,23,30,79,62,80,90,108,39,109,11,617
SSC22322,3,9,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,3,5,15,27,66,66,61,49,83,37,63,6,448
SSC22323,0,7,3,6,7,4,0,8,0,38,0,11,0,7,12,4,3,3,12,42,41,124,108,109,170,107,72,112,26,872
SSC22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,10,3,5,0,44
SSC22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,0,3,0,24
SSC22326,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,5,5,0,26
SSC22327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,0,5,0,24
SSC22328,0,9,0,4,4,8,3,8,0,43,0,4,0,3,6,9,3,12,7,48,62,234,153,168,250,289,154,227,29,1559
SSC22329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,3,29
SSC22330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,3,3,0,0,9,5,28
SSC22331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,7,7,9,7,4,0,51
SSC22332,5,38,33,55,99,75,42,41,0,391,9,48,32,41,50,99,41,84,86,494,325,856,960,1102,2215,2870,1512,2086,187,12115
SSC22333,6,30,38,25,57,40,33,35,0,266,4,30,23,27,38,58,34,39,68,325,178,674,716,769,1339,1524,938,1180,124,7432
SSC22334,6,0,0,6,6,7,4,7,0,48,3,9,9,9,14,16,9,9,9,82,57,157,135,167,289,408,224,356,23,1816
SSC22335,0,5,0,4,3,6,3,6,0,29,3,10,7,5,0,3,0,7,5,36,56,132,101,110,136,136,58,99,17,846
SSC22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,3,0,10,0,27
SSC22337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,11
SSC22338,0,0,0,3,0,0,0,5,0,7,3,0,0,0,0,0,0,0,0,6,14,28,23,19,18,30,13,33,0,172
SSC22339,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,8,33,31,35,54,57,27,79,10,333
SSC22340,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,10,13,24,19,26,20,26,4,35,7,167
SSC22341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,8,13,5,7,0,49
SSC22342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,16
SSC22343,3,12,8,10,6,19,4,9,3,69,7,11,9,5,10,22,4,4,15,88,118,275,249,312,388,502,209,317,56,2432
SSC22344,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,12,23,15,24,10,23,7,12,3,124
SSC22345,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,3,3,3,3,4,0,24
SSC22346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,9,5,7,3,12,0,55
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,5,3,7,0,26
SSC22349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,0,13,3,33
SSC22350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,7,8,3,13,0,36
SSC22351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,3,0,10,0,29
SSC22352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC22353,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,11,19,26,12,17,12,39,4,134
SSC22354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,6,0,28
SSC22355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,9,9,10,10,20,0,78
SSC22356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,4,5,3,8,0,37
SSC22357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22358,4,12,3,6,8,11,4,8,0,47,6,3,8,5,4,14,4,5,10,56,67,158,121,120,187,201,100,191,35,1177
SSC22359,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,17,3,10,6,13,11,14,0,76
SSC22360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,14,3,4,6,19,0,67
SSC22361,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,11,20,17,17,13,24,4,22,6,132
SSC22362,3,22,6,7,15,13,9,10,0,88,5,11,4,3,4,8,4,9,8,60,120,433,268,319,392,400,218,340,20,2503
SSC22363,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,3,13,10,8,36,0,87
SSC22364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,4,12,12,10,14,6,12,3,92
SSC22365,3,19,20,9,11,10,14,16,0,95,0,3,4,5,14,15,7,14,23,82,124,388,323,316,435,423,270,386,49,2716
SSC22366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,12,12,3,11,0,53
SSC22367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8
SSC22368,3,3,3,3,7,0,3,0,0,16,3,0,0,0,0,4,0,3,0,19,24,54,32,47,70,89,56,105,8,482
SSC22369,3,16,14,17,17,18,14,28,0,130,3,21,15,9,17,26,14,38,20,152,134,609,452,458,621,851,429,712,53,4313
SSC22370,0,3,0,4,7,0,0,3,0,24,0,3,0,3,3,9,3,3,3,20,13,51,53,47,75,103,27,81,10,471
SSC22371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,3,3,5,27,0,61
SSC22372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,5,7,3,12,4,56
SSC22373,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,3,3,3,0,11,0,38
SSC22374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SSC22375,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,7,9,14,7,8,20,19,16,14,0,107
SSC22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,22,16,12,12,14,11,29,3,127
SSC22378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22379,23,91,70,67,137,139,77,110,5,733,24,58,41,46,125,144,44,65,120,674,586,2055,1822,2011,3515,3557,1724,2335,281,17881
SSC22380,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,3,3,7,9,23,13,17,26,35,10,22,7,161
SSC22381,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,5,3,14,9,13,9,13,13,17,0,93
SSC22382,0,0,0,0,0,3,0,0,0,3,7,3,0,0,0,0,0,0,3,11,15,32,10,21,30,21,15,17,4,163
SSC22383,6,18,25,20,43,26,13,17,4,166,9,25,34,18,68,33,11,19,72,286,125,441,568,471,978,738,315,361,119,4120
SSC22384,6,33,38,23,54,50,9,13,5,223,8,43,34,35,105,77,12,9,97,423,86,515,521,485,1145,857,274,354,166,4412
SSC22385,8,32,44,34,71,49,11,21,5,276,17,58,51,51,147,86,31,22,140,596,180,788,736,758,1813,1423,470,548,244,6960
SSC22386,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,14,26,36,40,35,44,14,21,9,236
SSC22387,0,32,24,21,23,30,15,25,0,174,14,41,22,21,14,32,16,48,28,236,197,1010,767,699,882,1262,675,1284,56,6837
SSC22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,19
SSC22389,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,7,3,4,7,12,8,13,3,57
SSC22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22391,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,6,10,8,4,6,13,0,60
SSC22392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,5,0,7,0,31
SSC22393,3,22,14,15,50,36,24,19,3,190,10,22,11,16,18,29,13,26,36,178,190,576,406,550,905,882,418,630,108,4666
SSC22394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22396,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,6,6,10,9,4,7,9,7,19,5,69
SSC22397,0,0,0,0,0,3,0,0,0,8,6,0,0,0,0,0,0,3,3,12,15,43,35,32,46,37,20,49,7,286
SSC22398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,6,13,15,9,0,17,0,95
SSC22399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12
SSC22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
SSC22401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,3,10,12,14,16,22,9,30,0,119
SSC22402,3,28,28,16,33,45,13,14,3,187,3,25,19,26,58,60,17,14,65,284,150,552,531,557,1309,1043,338,470,119,5064
SSC22403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC22404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22405,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,3,18,15,5,10,0,57
SSC22406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,4,3,22
SSC22407,0,4,0,0,0,0,0,3,0,12,0,0,0,0,0,3,0,4,3,12,8,21,15,30,11,24,6,36,3,159
SSC22408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,8,0,19
SSC22409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
SSC22410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,12
SSC22411,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,8,15,28,3,26,17,12,21,8,134
SSC22412,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,19,9,7,9,11,10,30,3,110
SSC22413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,8,9,4,4,9,3,44
SSC22414,0,0,0,4,0,4,3,4,0,23,6,3,0,3,3,0,0,3,3,20,36,47,50,57,73,61,37,75,14,441
SSC22415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,4,0,30
SSC22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,9,6,15,4,28,0,93
SSC22417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,7,13,16,4,40,4,95
SSC22418,0,0,0,0,0,6,0,3,0,11,3,0,0,0,0,0,0,0,0,6,20,44,28,36,71,54,13,69,3,340
SSC22419,0,0,3,0,0,3,0,3,0,10,0,0,0,0,0,3,0,0,3,7,8,31,39,36,41,69,29,46,6,300
SSC22420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,15
SSC22421,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,11,26,17,25,23,25,12,23,3,164
SSC22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,6,6,12,15,7,20,0,67
SSC22425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,5,4,4,0,34
SSC22426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,4,0,15
SSC22427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,10
SSC22428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,13,0,25
SSC22429,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,25,19,42,38,39,28,42,6,250
SSC22430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC22432,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,4,9,18,29,27,31,34,43,19,52,11,256
SSC22433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,11
SSC22434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
SSC22435,0,0,0,0,5,0,0,3,0,12,0,0,0,0,0,0,0,0,4,5,12,25,31,32,34,29,12,25,10,208
SSC22436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,21
SSC22437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,12
SSC22438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,4,5,3,5,0,33
SSC22439,17,58,48,45,114,86,32,33,5,439,22,44,57,70,155,140,44,67,217,811,443,1338,1459,1601,3993,3481,1196,1550,404,15474
SSC22440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,12,7,3,3,3,0,39
SSC22441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12
SSC22442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,0,7,3,3,3,8,3,40
SSC22443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17
SSC22444,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,11,0,32
SSC22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,10,0,30
SSC22446,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,0,13,7,16,26,29,18,29,14,32,3,173
SSC22447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,20
SSC22448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,8,0,5,4,31
SSC22449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,3,0,21
SSC22450,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,5,13,22,23,19,25,13,30,0,157
SSC22451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,24,4,39
SSC22452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,0,25
SSC22453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,31,24,18,17,16,11,32,4,156
SSC22454,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,8,6,20,18,11,20,25,16,27,0,146
SSC22455,7,19,6,6,10,13,3,12,0,80,3,5,3,3,18,13,3,7,24,89,114,223,182,212,325,351,188,274,51,1928
SSC22456,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,9,5,11,8,11,10,15,3,74
SSC22457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,3,0,15,4,30,0,64
SSC22458,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,6,13,38,40,40,30,37,7,60,3,269
SSC22459,0,0,0,3,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,7,20,42,38,46,64,55,35,73,9,386
SSC22460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,14
SSC22461,7,25,26,19,58,45,29,22,3,242,4,26,22,32,79,76,19,33,69,370,190,733,654,697,1502,1576,575,748,167,6833
SSC22462,3,37,27,43,59,63,23,36,7,298,12,39,24,38,77,80,27,40,85,422,221,1088,782,816,1678,1669,674,994,182,8118
SSC22463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,4,0,0,6,0,29
SSC22464,0,3,8,8,9,12,8,7,0,46,6,8,3,0,5,10,3,7,9,46,37,150,122,158,190,200,102,138,11,1114
SSC22465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11
SSC22466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,11
SSC22467,0,3,0,3,10,12,0,6,0,38,3,0,0,3,8,9,3,3,6,29,28,101,84,115,163,146,63,128,17,846
SSC22468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,7,3,3,16,0,38
SSC22469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,3,0,19
SSC22470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,10,0,27
SSC22471,5,42,21,34,55,46,23,31,3,265,12,43,34,28,50,75,17,39,60,358,195,1087,839,832,1153,1538,641,1188,121,7602
SSC22472,7,32,17,18,36,41,18,34,4,211,12,42,21,12,38,54,14,35,42,263,155,819,619,610,991,1253,502,823,102,5874
SSC22473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,13,0,25
SSC22474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,16,4,8,8,16,4,7,3,73
SSC22475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,12,0,26
SSC22476,0,4,3,3,9,9,0,6,0,35,5,5,0,4,3,3,4,3,9,41,34,119,104,89,114,148,109,173,26,916
SSC22477,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,8,0,8,3,6,0,37
SSC22478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,13
SSC22479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC22481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,6,6,6,3,15,3,56
SSC22482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,4,4,0,5,0,25
SSC22483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC22484,0,5,12,15,14,24,8,16,0,95,5,7,9,12,21,33,6,15,15,120,103,266,238,251,410,445,223,278,32,2244
SSC22485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC22486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,9,18,15,20,9,8,3,90
SSC22487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,14
SSC22488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,5,3,4,0,34
SSC22489,4,3,0,3,4,0,0,0,0,11,0,4,0,0,5,5,0,0,3,26,23,76,60,72,62,95,53,76,3,518
SSC22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,10,9,7,5,13,3,28,0,70
SSC22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,6
SSC22492,6,52,50,33,76,51,21,25,8,325,17,66,43,50,165,83,31,28,119,616,224,873,803,846,1939,1353,522,575,239,7369
SSC22493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22494,0,3,3,3,4,3,0,5,0,19,0,4,0,0,3,8,0,3,11,27,22,72,78,98,119,116,52,67,21,643
SSC22495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,4,0,12,4,13,0,60
SSC22496,4,45,31,43,75,69,18,33,5,319,11,43,42,37,60,87,28,40,68,408,331,1063,1090,1256,1810,1969,955,1258,144,9887
SSC22497,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,15,6,21,25,19,14,20,7,143
SSC22498,0,3,0,3,3,0,4,0,0,7,0,3,0,0,0,0,0,0,3,8,15,30,24,30,18,27,22,46,12,224
SSC22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,6
SSC22500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,18,3,51
SSC22501,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,10,10,11,7,15,19,10,12,4,100
SSC22502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22503,3,4,3,0,3,7,0,3,0,26,5,7,0,0,3,0,0,4,5,25,41,79,51,61,62,74,45,109,13,539
SSC22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,10,3,24
SSC22505,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,9,5,10,3,9,3,13,0,48
SSC22506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,8,3,3,0,0,29
SSC22507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9
SSC22508,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,6,21,8,9,18,18,4,40,0,139
