SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
2138702,42,6,0,0,0,0,0,44
2138703,23,0,0,0,0,0,0,23
2138704,21,0,0,0,0,0,0,30
2138705,29,7,0,0,0,0,0,36
2138706,32,3,0,0,0,0,0,42
2138707,25,3,0,0,0,0,0,36
2138708,39,4,0,0,0,0,0,44
2138709,5,0,0,0,0,0,0,12
2138710,11,0,4,0,0,0,0,11
2138801,40,4,4,0,0,0,0,51
2138802,16,3,4,0,0,0,0,21
2138803,3,0,0,0,0,0,0,4
2138804,42,3,7,0,0,0,0,50
2138805,47,0,3,0,0,0,0,52
2138806,39,5,4,3,0,0,0,51
2138807,44,5,4,0,0,0,0,52
2138808,16,4,4,0,0,0,0,29
2138809,14,0,4,0,0,0,0,18
2138810,15,0,3,0,0,0,0,17
2138811,26,0,8,0,0,0,0,35
2138812,45,6,0,0,0,0,5,60
2138813,53,3,7,0,4,0,0,64
2138814,35,5,4,0,0,0,0,46
2138815,20,0,0,0,0,0,0,25
2138816,38,3,0,0,0,0,0,49
2138817,89,8,3,0,0,0,0,102
2138818,76,0,0,0,0,0,0,80
2138819,50,7,4,0,0,0,0,57
2138820,18,3,0,0,0,0,0,23
2138821,27,0,3,0,0,0,0,33
2138822,23,3,3,0,0,0,0,35
2138823,65,3,3,0,0,0,0,67
2138824,60,0,7,0,0,0,0,65
2138825,29,0,0,0,0,0,0,33
2138826,36,3,3,0,0,0,0,42
2138827,28,9,0,0,0,0,0,34
2138828,94,8,10,0,0,0,0,109
2138829,54,8,3,0,0,0,0,63
2138830,45,5,0,0,0,0,0,45
2138831,21,0,0,0,0,0,0,26
2138832,14,3,3,0,0,0,4,24
2138833,29,0,0,0,0,0,0,28
2138834,23,9,0,0,0,0,0,28
2138835,29,3,3,0,0,0,0,31
2138836,31,3,6,0,0,0,0,42
2138837,26,0,0,0,0,0,0,28
2138901,25,0,3,0,0,0,0,32
2138902,23,0,0,0,0,0,0,28
2138903,36,0,0,0,0,0,0,37
2138904,55,3,4,0,0,0,0,57
2138905,30,0,0,0,0,0,0,30
2138906,20,0,0,0,0,0,0,20
2138907,26,0,4,0,0,0,0,27
2138908,46,5,0,0,0,0,0,44
2138909,27,0,3,0,0,0,0,31
2138910,30,0,0,0,0,0,0,32
2138911,38,5,0,0,0,0,0,43
2138912,27,0,0,0,0,0,0,26
2139001,21,3,0,0,0,0,0,22
2139002,18,3,0,0,0,0,0,18
2139003,17,0,0,0,0,0,0,18
2139004,18,0,0,0,0,0,0,19
2139005,23,0,0,0,0,0,0,23
2139006,4,0,0,0,0,0,0,4
2139007,36,3,0,0,0,0,0,45
2139008,0,0,0,0,0,0,0,0
2139009,25,0,3,0,0,0,0,28
2139010,28,0,0,0,0,0,0,29
2139011,28,0,0,0,0,0,0,28
2139012,25,0,0,0,0,0,0,24
2139013,25,7,3,0,0,0,0,30
2139014,15,3,0,0,0,0,0,18
2139015,23,0,0,0,0,0,0,19
2139016,15,0,0,0,0,0,0,19
2139017,16,0,0,0,0,0,3,22
2139018,3,0,0,0,0,0,0,12
2139019,31,3,0,0,0,0,0,42
2139020,21,0,0,0,0,0,0,25
2139021,27,3,0,0,0,0,0,30
2139022,26,3,0,0,0,0,0,29
2139023,14,0,0,0,0,0,0,14
2139024,10,0,0,0,0,0,3,17
2139025,8,0,0,0,0,0,0,12
2139026,18,4,0,0,0,0,0,23
2139027,17,5,3,0,0,0,0,25
2139028,13,0,0,0,0,0,0,14
2139029,23,0,0,0,0,0,0,27
2139030,0,0,0,0,0,0,0,0
2139101,9,0,0,0,0,0,0,9
2139102,25,3,0,0,0,0,0,27
2139103,47,3,0,0,0,0,0,52
2139104,22,0,0,0,0,0,0,22
2139105,25,0,3,0,0,0,0,28
2139106,26,5,0,0,0,0,0,32
2139107,35,4,0,0,0,0,0,36
2139108,19,0,3,0,0,0,0,20
2139109,16,0,6,0,0,0,0,25
2139110,38,3,0,0,0,0,0,41
2139201,19,0,0,0,0,0,0,19
2139202,22,3,0,0,0,0,0,28
2139203,25,0,3,0,0,0,0,30
2139204,29,5,0,0,0,0,0,36
2139205,41,4,0,0,0,0,0,42
2139206,24,0,3,0,0,0,0,26
2139207,20,0,0,0,0,0,0,25
2139208,15,3,0,0,0,0,0,18
2139209,23,3,3,0,0,0,0,33
2139210,30,0,0,0,0,0,0,30
2139211,24,8,0,0,0,0,0,32
2139212,35,3,0,0,0,0,0,38
2139213,18,4,0,0,0,0,0,23
2139214,29,0,0,0,0,0,0,29
2139215,16,0,0,0,0,0,0,15
2139216,34,3,0,0,0,0,0,37
2139217,30,0,0,0,0,0,0,31
2139218,27,3,0,0,0,0,0,30
2139219,23,3,0,0,0,0,0,33
2139220,34,3,5,0,0,0,5,40
2139221,15,3,3,0,0,0,0,19
2139222,22,0,3,0,0,0,0,22
2139223,23,3,0,0,0,0,0,30
2139224,21,0,0,0,0,0,0,25
2139225,10,0,0,0,0,0,0,11
2139226,19,3,0,0,0,0,0,23
2139301,29,0,3,0,0,0,0,27
2139302,31,0,3,0,0,0,0,34
2139303,25,0,0,0,0,0,0,33
2139304,22,0,0,0,0,0,0,20
2139305,47,6,0,0,0,0,0,52
2139306,16,0,0,0,0,0,0,21
2139307,24,0,0,0,0,0,0,26
2139308,14,0,0,0,0,0,0,16
2139309,15,0,0,0,0,0,0,15
2139310,23,9,3,0,0,0,0,31
2139401,25,0,0,0,0,0,0,30
2139402,40,0,0,0,0,0,3,43
2139403,21,0,0,0,0,0,0,26
2139404,44,0,0,0,0,0,0,50
2139405,33,3,0,0,0,0,0,37
2139406,24,0,4,0,0,0,0,26
2139407,32,5,0,0,0,0,0,38
2139408,29,0,0,0,0,0,0,27
2139409,19,0,0,0,0,0,0,19
2139410,27,0,0,0,0,0,0,35
2139411,36,4,3,0,0,0,0,39
2139412,25,3,0,0,0,0,0,27
2139413,21,0,0,0,0,0,0,21
2139414,21,0,0,0,0,0,0,17
2139415,22,0,0,0,0,0,0,21
2139416,14,3,4,0,0,0,0,14
2139417,6,0,0,0,0,0,0,13
2139418,10,0,0,0,0,0,0,14
2139419,42,0,0,0,0,0,0,42
2139420,15,3,0,0,0,0,0,13
2139421,13,0,0,0,0,0,0,13
2139501,32,5,0,0,0,0,0,40
2139502,59,0,3,0,0,0,0,58
2139503,38,3,0,0,0,0,0,39
2139504,74,5,0,0,0,0,0,78
2139505,30,3,0,0,0,0,0,32
2139506,72,4,0,0,0,0,0,82
2139507,56,3,0,0,0,0,0,65
2139508,33,7,3,0,0,0,0,38
2139509,31,3,0,0,0,0,0,35
2139511,14,3,0,0,0,0,0,17
2139512,55,0,0,0,0,0,0,54
2139513,56,6,3,0,0,0,5,61
2139514,26,0,0,0,0,0,0,36
2139515,14,0,0,0,0,0,0,17
2139516,40,0,0,0,0,0,0,40
2139517,37,3,4,0,0,0,0,41
2139518,0,0,0,0,0,0,0,0
2139519,0,0,0,0,0,0,0,0
2139520,16,0,0,0,0,0,0,18
2139521,84,6,0,0,0,0,0,87
2139522,63,3,0,0,0,0,0,71
2139601,21,0,0,0,0,0,0,21
2139602,15,0,0,0,0,0,0,18
2139603,49,7,0,0,0,0,0,53
2139604,34,3,0,0,0,0,0,37
2139605,66,3,3,3,0,0,0,77
2139606,63,9,6,0,0,0,0,78
2139607,46,3,3,0,0,0,0,52
2139608,19,0,0,0,0,0,0,23
2139609,29,3,3,0,0,0,0,39
2139610,9,3,0,0,0,0,0,11
2139611,9,0,0,0,0,0,0,11
2139612,22,5,0,0,0,0,0,31
2139613,17,3,3,0,0,0,0,24
2139614,28,3,3,0,0,0,0,36
2139615,24,0,0,0,0,0,0,25
2139801,19,0,3,0,0,0,0,19
2139802,33,0,0,0,0,0,0,35
2139803,31,3,3,0,0,0,0,34
2139804,0,0,0,0,0,0,0,0
2139805,0,0,0,0,0,0,0,0
2139806,24,3,0,0,0,0,0,29
2139807,15,0,3,0,0,0,0,25
2139808,0,0,0,0,0,0,0,0
2139809,12,0,0,0,0,0,0,9
2139810,13,0,0,0,0,0,0,12
2139811,34,3,3,0,0,0,0,45
2139812,26,0,0,0,0,0,0,29
2139813,28,6,0,0,0,0,0,30
2139814,23,0,0,0,0,0,0,22
2139815,57,9,3,0,0,0,0,63
2139901,0,0,0,0,0,0,0,0
2139902,37,0,3,0,0,0,0,41
2139903,10,3,3,0,0,0,0,19
2139904,11,0,0,0,0,0,0,18
2139905,15,5,0,0,0,0,0,21
2139906,16,3,3,0,0,0,0,26
2139907,7,4,3,0,0,0,0,9
2139908,36,3,3,0,0,0,0,45
2139909,51,4,3,0,0,0,0,58
2139910,54,8,0,0,0,0,0,58
2139911,82,9,3,0,0,0,0,93
2139912,37,3,0,0,0,0,0,44
2139913,25,3,0,0,0,0,0,26
2139914,42,7,3,0,0,0,0,51
2139915,49,8,6,0,0,0,0,61
2139916,22,3,4,0,0,0,0,25
2139917,46,0,0,0,0,0,0,48
2140001,17,0,0,0,0,0,0,16
2140002,17,0,0,0,0,0,0,19
2140003,25,3,0,0,0,0,0,29
2140004,20,0,0,0,0,0,0,26
2140005,14,0,0,0,0,0,0,15
2140006,21,3,0,0,0,0,0,25
2140007,23,0,4,0,0,0,0,26
2140008,17,3,0,0,0,0,0,21
2140009,25,0,0,0,0,0,0,24
2140010,16,0,0,0,0,0,0,15
2140011,53,0,3,0,0,0,0,53
2140012,22,3,3,0,0,0,0,23
2140013,25,0,7,0,0,0,0,27
2140014,15,3,0,0,0,0,0,17
2140015,18,0,0,0,0,0,0,25
2140016,33,3,0,0,0,0,0,38
2140017,33,0,0,0,0,0,0,32
2140018,39,0,3,0,0,0,0,39
2140019,31,0,0,0,0,0,0,35
2140020,27,0,0,0,0,0,0,32
2140021,11,3,3,0,0,0,0,15
2140101,10,0,0,0,0,0,0,8
2140102,10,0,0,0,0,0,0,13
2140103,13,0,0,0,0,0,0,15
2140104,20,0,0,0,0,0,0,22
2140105,17,0,0,0,0,0,0,19
2140106,42,0,0,0,0,0,0,49
2140107,20,0,0,0,0,0,0,21
2140108,22,0,0,0,0,0,0,31
2140109,14,0,0,0,0,0,0,16
2140110,30,0,0,0,0,0,0,33
2140111,13,3,0,0,0,0,0,18
2140112,40,3,0,0,0,0,0,44
2140113,35,4,0,0,0,0,0,40
2140114,72,6,3,0,0,0,0,82
2140115,14,0,0,0,0,0,0,15
2140116,26,0,0,0,0,0,0,28
2140117,33,5,0,0,0,0,0,43
2140118,33,0,0,0,0,0,0,35
2140119,14,3,0,0,0,0,0,22
2140120,28,3,5,0,0,0,0,41
2140121,21,3,0,0,0,0,3,22
2140122,27,0,0,0,0,0,0,31
2140123,24,3,3,0,0,0,0,27
2140201,35,0,4,0,0,0,0,41
2140202,22,0,0,0,0,0,0,20
2140203,16,0,3,0,0,0,0,15
2140204,40,0,5,0,0,0,0,46
2140205,14,0,0,0,0,0,0,18
2140206,24,0,0,0,0,0,0,27
2140207,13,0,4,0,0,0,0,18
2140208,30,4,0,0,0,0,0,34
2140209,22,0,3,0,0,0,0,22
2140210,14,0,0,0,0,0,0,14
2140211,6,0,0,0,0,0,0,12
2140212,29,3,0,0,0,0,0,41
2140213,39,3,0,0,0,0,0,39
2140301,23,0,0,0,0,0,0,24
2140302,27,3,0,0,0,0,0,33
2140303,0,0,0,0,0,0,0,0
2140304,21,0,0,0,0,0,0,21
2140305,49,0,3,0,0,0,0,52
2140306,28,0,0,0,0,0,3,29
2140307,17,0,0,0,0,0,0,17
2140308,41,0,0,0,0,0,0,48
2140309,14,4,0,0,0,0,0,17
2140310,25,0,0,3,0,0,0,32
2140311,37,9,3,0,0,0,0,45
2140312,0,0,0,0,0,0,0,0
2140401,22,4,0,0,0,0,0,29
2140402,54,10,8,0,0,0,0,66
2140403,18,3,4,0,0,0,0,28
2140404,22,4,0,0,0,0,0,25
2140405,42,0,0,0,0,0,0,48
2140406,19,3,0,0,0,0,0,21
2140407,27,0,0,0,0,0,0,28
2140408,18,0,0,0,0,0,0,17
2140409,22,3,0,0,0,0,0,24
2140411,21,0,0,0,0,0,0,23
2140412,13,3,0,0,0,0,0,18
2140413,22,5,0,0,0,0,0,28
2140414,33,3,4,0,0,0,0,47
2140415,29,0,6,0,0,0,0,34
2140416,34,3,4,0,0,0,0,43
2140417,41,4,3,0,0,0,0,43
2140418,26,0,3,0,0,0,0,33
2140419,64,3,0,0,0,0,0,73
2140420,103,0,3,0,0,0,0,111
2140421,19,0,3,3,0,0,0,24
2140422,37,6,0,0,0,0,0,51
2140423,36,0,0,0,0,0,0,38
2140424,27,0,0,0,0,0,0,32
2140425,51,0,0,0,0,0,3,56
2140426,30,0,3,0,0,0,0,33
2140427,11,0,0,0,0,0,0,11
2140428,55,0,0,0,0,0,0,60
2140501,31,0,0,0,0,0,0,30
2140502,11,0,3,0,0,0,0,16
2140503,27,0,0,0,0,0,0,28
2140504,24,3,0,0,0,0,0,27
2140505,73,0,4,0,0,0,0,80
2140506,20,0,0,0,0,0,0,19
2140507,23,0,0,0,0,0,0,22
2140508,19,0,0,0,0,0,0,19
2140509,16,0,4,0,0,0,0,18
2140510,11,3,0,0,0,0,0,16
2140511,18,5,0,0,0,0,0,24
2140512,30,0,0,0,0,0,0,34
2140513,11,0,4,0,0,0,0,16
2140514,32,3,0,0,0,0,0,38
2140515,51,0,4,0,0,0,0,54
2140516,13,3,0,0,0,0,0,16
2140517,8,0,0,0,0,0,0,12
2140518,39,4,0,0,0,0,0,43
2140519,42,0,0,0,0,0,0,43
2140520,38,0,0,0,0,0,0,47
2140521,31,3,0,0,0,0,0,37
2140522,18,0,0,0,0,0,0,16
2140523,16,0,0,0,0,0,0,19
2140601,24,3,3,0,0,0,0,27
2140602,45,3,0,0,0,0,0,51
2140603,17,0,0,0,0,0,0,17
2140604,31,0,0,0,0,0,0,35
2140605,11,3,0,0,0,0,0,21
2140606,17,3,3,0,0,0,0,27
2140607,46,6,0,0,0,0,0,50
2140608,0,0,0,0,0,0,0,0
2140609,11,0,0,0,0,0,0,16
2140610,12,0,0,0,0,0,0,11
2140611,18,0,3,0,0,0,0,17
2140612,31,3,0,0,0,0,0,32
2140613,22,0,0,0,0,0,0,20
2140614,13,0,0,0,0,0,0,18
2140615,27,4,0,0,0,0,0,26
2140616,41,4,0,0,0,0,0,48
2140617,45,7,3,0,0,0,0,56
2140618,26,0,4,0,0,0,0,27
2140619,25,3,5,0,0,0,0,39
2140620,33,3,0,0,0,0,0,38
2140621,20,5,4,0,0,0,0,30
2140622,33,0,3,0,0,0,0,34
2140623,26,6,0,0,0,0,0,34
2140624,27,8,3,0,0,0,0,36
2140625,22,0,4,0,0,0,0,34
2140626,33,3,0,0,0,0,0,39
2140627,77,3,0,0,0,0,0,85
2140628,0,0,0,0,0,0,0,0
2140629,77,9,5,0,0,0,0,85
2140630,45,0,0,0,0,0,0,54
2140631,33,0,3,0,0,0,0,42
2140632,15,0,0,0,0,0,0,17
2140633,12,0,0,0,0,0,0,20
2140634,66,5,3,0,0,0,0,84
2140635,72,5,0,0,0,0,0,76
2140636,22,0,0,0,0,0,0,22
2140637,19,0,0,0,0,0,0,21
2140638,20,3,0,0,0,0,0,22
2140639,49,7,0,0,0,0,0,51
2140640,65,3,0,0,0,0,0,73
2140701,28,7,0,0,0,0,0,35
2140702,46,0,0,0,0,0,0,48
2140703,51,0,0,0,0,0,0,51
2140704,24,5,3,0,0,0,0,30
2140705,16,0,0,0,0,0,0,24
2140706,30,3,3,0,0,0,0,39
2140707,32,8,3,0,0,0,0,38
2140708,23,3,4,0,0,0,0,24
2140709,37,0,0,0,0,0,0,37
2140710,18,4,3,0,0,0,0,25
2140711,62,4,5,0,0,0,0,74
2140712,37,0,0,0,0,0,0,42
2140713,33,0,3,0,0,0,0,40
2140714,0,0,0,0,0,0,0,0
2140715,40,6,3,0,0,0,0,50
2140716,48,0,4,0,0,0,0,54
2140717,32,3,0,0,0,0,0,35
2140718,67,3,3,0,0,0,0,74
2140719,42,3,3,0,0,0,0,46
2140720,16,0,0,0,0,0,0,21
2140721,46,0,7,0,0,0,0,54
2140722,45,0,4,0,0,0,0,54
2140723,47,0,0,0,0,0,0,48
2140724,16,0,0,0,0,0,0,16
2140725,51,9,0,0,0,0,0,59
2140726,36,0,0,0,0,0,0,36
2140727,36,3,0,0,0,0,0,41
2140728,15,0,4,0,0,0,0,20
2140729,24,3,0,0,0,0,0,22
2140730,24,3,0,0,0,0,0,27
2140801,22,0,0,0,0,0,0,26
2140802,18,0,0,0,0,0,0,17
2140803,43,3,3,0,0,0,0,57
2140804,26,3,0,0,0,0,0,30
2140805,30,0,0,0,0,0,0,30
2140806,21,0,0,0,0,0,0,25
2140807,57,3,0,0,0,0,0,59
2140808,40,3,3,0,0,0,0,48
2140809,27,0,0,0,0,0,0,33
2140810,33,0,0,0,0,0,0,30
2140811,30,0,3,0,0,0,0,35
2140812,26,3,0,0,0,0,0,32
2140813,15,0,0,0,0,0,0,16
2140901,21,4,0,0,0,0,0,26
2140902,25,0,0,0,0,0,0,29
2140903,23,0,0,0,0,0,0,27
2140904,28,3,4,0,0,0,0,38
2140905,33,0,0,0,0,0,0,44
2140906,16,3,0,0,0,0,0,26
2140907,48,0,5,0,0,0,0,55
2140908,26,0,0,0,0,0,0,29
2140909,45,6,4,0,0,0,0,49
2140910,55,0,3,0,0,0,0,56
2140911,0,0,0,0,0,0,0,0
2141001,34,0,3,0,0,0,0,33
2141002,21,0,3,0,0,0,0,25
2141003,31,5,0,0,0,0,0,40
2141004,28,0,0,0,0,0,0,35
2141005,20,4,3,0,0,0,0,28
2141006,38,4,3,0,0,0,0,46
2141007,15,0,0,0,0,0,0,12
2141008,19,3,0,0,0,0,0,24
2141009,17,0,3,0,0,0,0,22
2141010,10,0,3,0,0,0,0,17
2141011,10,0,0,0,0,0,0,10
2141012,17,3,0,3,0,0,0,23
2141013,9,0,0,0,0,0,0,15
2141014,21,3,0,0,0,0,0,26
2141101,27,0,6,0,0,0,0,36
2141102,15,0,3,0,0,0,0,22
2141103,28,3,0,0,0,0,0,36
2141104,19,0,3,0,0,0,0,17
2141105,41,4,3,0,0,0,0,43
2141106,31,0,4,0,0,0,0,34
2141107,30,3,3,0,0,0,0,39
2141108,37,0,0,0,0,0,0,39
2141109,56,0,0,0,0,0,0,57
2141110,15,0,0,0,0,0,0,18
2141111,8,0,0,0,0,0,0,12
2141112,18,0,0,0,0,0,0,20
2141113,20,3,0,0,0,0,0,24
2141114,21,0,4,0,0,0,0,27
2141115,75,3,8,0,0,0,0,85
2141116,12,0,0,0,0,0,0,18
2141117,32,0,0,0,0,0,0,37
2141201,22,3,0,0,0,0,0,27
2141202,17,0,0,0,0,0,0,19
2141203,36,0,0,0,0,0,0,38
2141204,21,3,0,0,0,0,0,27
2141205,8,0,0,0,0,0,0,16
2141206,30,8,0,0,0,0,0,32
2141207,24,3,0,0,0,0,0,35
2141208,23,3,0,0,0,0,0,28
2141209,37,7,5,0,0,0,0,50
2141301,48,4,3,0,0,0,0,57
2141302,45,3,0,0,0,0,0,52
2141303,18,0,0,0,0,0,0,20
2141304,31,3,0,0,0,0,0,38
2141305,10,0,0,0,0,0,0,10
2141306,25,0,0,0,0,0,0,28
2141307,49,3,3,0,0,0,3,59
2141308,62,6,0,0,0,0,0,65
2141309,27,0,0,0,0,0,0,28
2141310,15,0,0,0,0,0,0,15
2141311,20,0,0,0,0,0,0,20
2141312,27,0,0,0,0,0,0,34
2141313,35,3,0,0,0,0,0,37
2141314,60,4,6,0,0,0,0,73
2141315,4,0,0,0,0,0,0,4
2141316,24,3,0,0,0,0,0,23
2141317,20,0,0,0,0,0,0,22
2141318,24,3,0,0,0,0,0,35
2141319,31,8,0,0,0,0,0,39
2141320,15,3,3,0,0,0,0,23
2141321,32,3,0,0,0,0,0,32
2141322,16,3,0,0,0,0,0,15
2141323,29,0,3,0,0,0,0,34
2141324,21,7,0,0,0,0,0,29
2141325,24,5,0,0,0,0,0,29
2141326,32,0,0,0,0,0,0,39
2141327,41,0,3,0,0,0,0,53
2141328,16,0,0,0,0,0,0,23
2141329,38,0,0,0,0,0,0,42
2141330,58,9,3,0,0,0,0,74
2141331,35,3,0,0,0,0,0,44
2141332,29,0,4,0,0,0,0,36
2141333,29,0,3,0,0,0,0,31
2141334,20,4,0,0,0,0,0,25
2141335,43,3,5,0,0,0,0,52
2141336,26,3,0,0,0,0,0,28
2141337,0,0,0,0,0,0,0,0
2141338,9,0,0,0,0,0,0,7
2141401,20,5,0,0,0,0,0,30
2141402,21,3,0,0,0,0,0,27
2141403,13,3,3,0,0,0,0,20
2141404,34,0,0,0,0,0,0,34
2141405,14,3,0,0,0,0,0,16
2141406,26,5,3,0,0,0,0,32
2141407,38,0,0,0,0,0,0,38
2141408,22,0,4,0,0,0,0,24
2141409,25,0,0,0,0,0,0,28
2141410,7,0,0,0,0,0,0,13
2141411,53,4,0,0,0,0,0,68
2141413,26,0,0,0,0,0,0,27
2141415,21,3,0,0,0,0,0,25
2141416,33,4,0,0,0,0,0,35
2141417,32,5,0,0,0,0,0,34
2141418,6,0,0,0,0,0,0,15
2141419,74,5,0,0,0,0,0,85
2141420,24,0,0,0,0,0,0,27
2141421,77,9,13,5,0,0,0,99
2141501,23,5,0,0,0,0,0,31
2141502,23,0,3,0,0,0,0,30
2141503,18,0,4,0,0,0,0,18
2141504,15,3,0,0,0,0,0,17
2141505,6,0,0,0,0,0,0,8
2141506,23,0,3,0,0,0,0,32
2141507,36,0,0,0,0,0,0,40
2141508,29,6,0,0,0,0,0,27
2141509,51,3,6,0,0,0,0,58
2141510,12,0,0,0,0,0,0,13
2141511,28,0,0,0,0,0,0,26
2141512,48,6,3,0,0,0,0,58
2141513,56,3,7,0,0,0,0,71
2141514,26,3,0,0,0,0,0,28
2141515,19,0,0,0,0,0,0,21
2141516,27,6,4,0,0,0,0,38
2141518,21,0,0,0,0,0,0,21
2141520,19,0,3,0,0,0,0,20
2141521,72,6,5,0,0,0,0,82
2141522,0,0,0,0,0,0,0,0
2141523,0,0,0,0,0,0,0,0
2141524,3,0,0,0,0,0,0,3
2141525,21,7,3,0,0,0,0,29
2141601,53,0,0,0,0,0,0,55
2141603,11,0,0,0,0,0,0,11
2141604,54,4,0,0,0,0,0,56
2141605,16,0,0,0,0,0,0,14
2141606,31,4,0,0,0,0,0,39
2141607,30,5,0,0,0,0,0,34
2141608,43,3,0,0,0,0,0,51
2141609,68,3,3,0,0,0,0,82
2141610,33,5,4,0,0,0,0,46
2141611,73,7,0,3,0,0,0,80
2141612,34,0,0,0,0,0,0,34
2141613,0,0,0,0,0,0,0,0
2141614,27,0,3,0,0,0,0,25
2141615,30,0,0,0,0,0,0,37
2141616,41,4,0,0,0,0,0,44
2141617,31,0,5,0,0,0,0,38
2141618,15,0,0,0,0,0,0,19
2141619,27,0,0,0,0,0,0,28
2141620,29,3,0,0,0,0,0,30
2141621,45,3,0,0,0,0,0,52
2141622,201,16,11,3,0,0,0,228
2141623,43,3,3,0,0,0,0,48
2141624,25,3,0,0,0,0,0,31
2141625,20,0,0,0,0,0,0,24
2141626,31,3,3,0,0,0,0,41
2141627,21,3,3,0,0,0,0,23
2141628,23,4,0,0,0,0,0,30
2141629,3,0,3,0,0,0,0,13
2141630,41,6,0,0,0,0,0,46
2141631,24,5,0,0,0,0,0,29
2141632,43,3,0,0,0,0,0,51
2141633,16,0,0,0,0,0,0,17
2141634,9,3,3,0,0,0,0,18
2141635,34,4,4,0,0,0,0,43
2141636,26,0,7,0,0,0,0,35
2141637,51,0,3,0,0,0,0,61
2141638,47,0,0,0,0,0,0,45
2141639,82,11,3,0,0,0,0,93
2141640,29,4,0,0,0,0,0,32
2141641,34,5,0,0,0,0,0,39
2141642,25,5,0,0,0,0,0,25
2141643,15,0,0,0,0,0,0,19
2141644,38,3,0,3,0,0,0,40
2141645,126,3,5,4,0,0,0,140
2141646,8,0,0,0,0,0,0,8
2141701,50,0,4,0,0,0,3,55
2141702,41,6,0,0,0,0,0,49
2141703,33,7,0,0,0,0,0,33
2141704,30,3,4,0,0,0,0,41
2141705,27,0,3,0,0,0,0,34
2141706,27,4,0,0,0,0,0,32
2141707,81,9,5,3,0,0,0,94
2141708,57,3,3,3,0,0,0,67
2141709,41,7,0,0,0,0,0,50
2141710,32,4,0,0,0,0,0,32
2141711,24,0,0,0,0,0,0,31
2141713,51,3,0,0,0,0,0,60
2141714,37,5,0,0,0,0,0,39
2141715,33,3,0,0,0,0,0,46
2141716,50,0,8,0,0,0,0,61
2141718,36,0,0,0,0,0,0,41
2141719,86,3,3,0,0,0,0,93
2141720,38,5,0,0,0,0,0,43
2141721,16,0,0,0,0,0,0,18
2141722,36,0,3,3,0,0,0,45
2141723,32,3,0,0,0,0,0,33
2141724,22,0,0,0,0,0,0,25
2141725,48,0,7,4,0,0,0,59
2141726,30,5,0,0,0,0,0,39
2141727,17,3,0,0,0,0,0,20
2141728,27,0,0,0,0,0,0,26
2141729,28,0,4,0,0,0,0,31
2141730,93,8,3,0,0,0,0,103
2141731,41,0,0,0,0,0,0,50
2141732,47,3,0,0,0,0,0,54
2141733,25,0,0,0,0,0,0,29
2141734,14,4,0,0,0,0,0,19
2141736,54,6,0,0,0,0,0,58
2141737,25,3,0,0,0,0,0,30
2141738,23,0,0,0,0,0,0,29
2141739,28,0,3,0,0,0,0,32
2141740,34,0,0,0,0,0,0,40
2141741,31,0,3,0,0,0,0,37
2141742,43,0,0,0,0,0,0,49
2141743,35,4,4,0,0,0,0,43
2141744,37,0,3,0,0,0,0,37
2141745,38,7,0,0,0,0,0,44
2141746,21,8,0,0,0,0,0,24
2141747,43,0,3,3,0,0,0,49
2141748,42,0,4,0,0,0,0,49
2141749,46,3,0,0,0,0,0,50
2141750,47,7,0,0,0,0,0,63
2141751,45,0,0,0,0,0,0,43
2141752,116,3,3,0,0,0,0,129
2141753,57,7,0,0,0,0,0,62
2141754,0,0,0,0,0,0,0,0
2141755,27,0,0,0,0,0,0,27
2141756,160,5,6,0,0,0,0,173
2141757,36,3,0,0,0,0,0,38
2141801,20,5,3,0,0,0,0,24
2141802,36,0,0,0,0,0,0,38
2141803,50,4,0,0,0,0,0,57
2141804,17,0,0,0,0,0,0,23
2141805,65,0,3,0,0,0,0,73
2141806,39,0,3,0,0,0,0,38
2141807,28,3,3,0,0,0,0,31
2141808,32,0,0,0,0,0,0,32
2141809,52,11,0,0,0,0,0,58
2141810,25,3,3,0,0,0,0,25
2141811,23,3,4,0,0,0,0,35
2141812,27,0,0,0,0,0,0,32
2141813,32,4,3,0,0,0,0,38
2141901,11,3,0,0,0,0,0,12
2141902,18,0,0,0,0,0,0,19
2141903,20,3,0,0,0,0,0,20
2141904,28,3,3,0,0,0,0,31
2141905,24,4,0,0,0,0,0,25
2141906,42,0,3,0,0,0,0,46
2141907,49,0,4,0,3,0,0,57
2141908,28,5,0,0,0,0,0,35
2141909,27,0,0,0,0,0,0,27
2141910,68,4,0,0,0,0,3,70
2141911,16,0,7,0,0,0,0,24
2141912,52,3,0,0,0,0,0,53
2141913,19,8,3,0,0,0,0,30
2141914,45,3,3,0,0,0,0,49
2141915,24,0,0,0,0,0,0,27
2141916,38,3,0,0,0,0,0,45
2141917,28,0,0,0,0,0,0,28
2141918,34,3,0,0,0,0,0,41
2141919,44,4,5,0,0,0,0,49
2141920,61,5,3,0,0,0,0,67
2141921,16,3,0,0,0,0,0,19
2141922,28,0,3,0,0,0,0,28
2141923,17,3,3,0,0,0,0,21
