UCL_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL215052,76,0,0,0,0,0,0,7,83,63,3,3,0,0,0,0,6,75,45,10,14,0,0,0,0,8,76,26,28,25,19,3,0,0,15,114,9,16,42,21,7,0,0,3,104,20,13,42,20,5,0,0,6,112,11,9,39,27,4,0,3,9,107,14,12,40,28,7,0,4,9,111,17,22,47,28,12,0,0,7,135,17,15,27,34,5,3,0,10,107,12,11,37,24,17,0,0,3,109,11,7,32,19,18,4,3,11,112,11,4,16,13,21,5,5,3,75,4,3,10,16,14,11,5,11,62,5,8,19,20,12,16,7,7,98,337,154,388,274,126,37,32,126,1479
UCL215053,52,0,0,0,0,0,0,0,53,46,14,3,0,0,0,0,4,68,21,17,14,4,0,0,0,3,56,8,9,21,5,3,3,0,6,54,5,9,4,9,5,0,0,0,34,3,4,14,9,3,0,0,0,34,9,5,15,15,9,5,3,4,57,7,10,27,12,4,0,0,8,67,5,13,24,13,12,6,3,9,85,4,12,15,15,11,0,0,16,69,5,4,18,15,9,0,0,10,55,3,4,16,16,6,4,0,8,57,4,3,6,14,9,4,0,11,53,0,4,9,9,12,3,0,5,45,8,5,15,12,19,7,6,4,66,177,117,197,140,92,27,21,84,857
UCL215054,35,0,0,0,0,0,0,3,43,31,9,6,0,0,0,0,0,48,16,12,15,5,4,0,0,5,51,8,8,12,7,0,0,0,0,46,9,8,13,4,3,0,0,7,42,7,5,12,11,4,3,0,0,42,9,3,14,13,6,0,0,4,56,5,9,16,18,4,0,4,3,59,7,10,26,17,3,3,0,7,76,8,0,23,10,7,0,0,5,53,4,3,16,12,3,0,3,6,43,3,3,15,3,12,3,0,3,38,0,0,3,6,3,0,0,6,24,0,0,4,0,0,0,0,0,7,0,0,4,3,0,0,0,0,11,148,85,169,109,51,12,12,48,626
UCL215055,35,0,0,0,0,0,0,9,50,28,3,3,0,0,0,0,8,38,23,4,0,5,0,0,0,3,38,13,9,17,12,0,0,0,3,49,4,4,20,10,4,0,0,3,44,5,5,16,18,4,0,0,0,59,3,3,17,19,3,3,0,3,59,3,3,24,16,4,0,0,0,53,7,3,20,16,9,3,0,9,69,3,6,16,13,6,3,0,7,60,3,4,16,14,10,0,0,12,61,3,0,6,21,15,0,0,7,47,3,0,4,6,6,0,0,0,22,0,3,12,3,6,0,3,3,36,0,0,6,3,3,3,5,3,34,146,52,174,158,77,17,13,75,719
UCL215056,12,0,0,0,0,0,0,4,19,11,5,3,0,0,0,0,3,30,11,8,3,4,0,0,0,0,25,8,3,0,7,0,0,0,0,19,7,0,0,15,3,3,0,3,24,9,0,0,15,0,0,0,0,29,5,3,12,4,7,0,0,4,33,10,3,8,8,7,0,0,3,36,5,4,10,13,3,0,0,0,40,7,6,13,11,3,0,0,3,38,4,5,15,7,8,3,0,7,50,3,3,9,5,0,0,0,3,32,3,0,10,9,4,7,0,4,39,6,0,4,5,7,3,0,7,31,0,5,11,5,3,3,3,7,31,96,54,107,113,45,21,12,40,480
UCL215057,36,0,0,0,0,0,0,0,42,13,0,0,0,0,0,0,3,16,23,3,8,0,0,0,0,3,33,11,10,8,3,3,0,0,3,32,11,3,24,12,0,0,0,0,54,14,7,18,9,3,0,0,5,58,6,12,22,7,4,0,0,7,55,8,9,20,14,8,0,0,3,58,9,15,27,6,5,0,0,4,75,9,3,23,16,8,0,0,10,68,5,4,32,25,9,0,0,6,90,8,6,9,18,8,0,0,0,60,4,0,7,12,7,0,0,4,30,3,3,10,8,3,4,0,0,38,0,3,4,0,9,0,0,3,21,177,80,203,141,64,15,4,50,731
UCL215058,67,0,0,0,0,0,0,17,86,40,7,3,0,0,0,0,7,54,31,8,15,3,0,0,0,4,59,13,18,25,3,3,0,0,4,68,18,9,22,21,3,3,0,7,71,12,12,17,13,8,0,3,5,69,10,5,27,24,4,4,4,9,93,15,16,31,18,11,3,0,8,103,13,14,33,25,11,0,0,8,106,10,8,46,28,7,0,0,13,111,7,9,17,30,12,3,0,4,92,9,3,19,28,22,3,4,6,88,3,0,20,24,5,9,3,11,83,7,3,16,18,9,6,9,12,76,8,5,19,20,13,5,4,15,99,257,110,321,260,105,39,30,123,1250
UCL215059,40,0,0,0,0,0,0,6,48,27,3,5,0,0,0,0,0,33,26,5,4,0,0,0,0,9,47,18,3,9,10,0,0,0,7,43,7,6,19,12,3,0,0,0,48,7,3,17,8,0,0,3,3,48,10,5,18,10,3,0,0,6,53,7,7,21,12,6,0,0,7,56,4,6,20,15,9,0,0,3,66,7,12,18,14,8,4,0,9,73,3,5,25,16,11,3,0,3,71,7,4,12,13,11,6,0,3,59,4,4,9,9,4,3,3,0,39,4,0,8,8,3,0,3,3,39,4,7,12,8,3,4,9,8,48,179,69,201,134,65,21,18,65,757
UCL215060,38,0,0,0,0,0,0,3,45,20,3,0,0,0,0,0,0,32,30,9,3,0,3,0,0,4,51,3,7,10,7,5,3,0,0,37,0,7,5,9,0,7,0,0,33,8,3,10,7,13,0,0,0,43,3,0,16,9,5,0,0,4,32,0,4,9,8,9,3,0,4,46,3,5,16,12,7,0,3,0,49,5,7,11,9,3,7,3,6,50,0,0,15,16,9,0,7,4,55,3,0,12,8,13,3,0,3,39,0,4,11,8,13,3,0,10,47,5,0,7,4,5,11,3,3,36,5,3,9,8,9,0,7,5,50,117,57,134,116,95,32,25,57,634
UCL215061,39,0,0,0,0,0,0,5,41,37,0,0,0,0,0,0,3,47,19,7,9,0,0,0,0,0,40,12,7,16,7,0,3,0,3,49,8,6,11,0,3,0,0,0,27,7,5,16,11,5,4,0,5,48,10,4,27,13,3,0,0,3,57,4,6,21,15,3,3,3,4,54,10,6,15,17,6,3,0,0,62,8,4,16,12,7,7,4,0,60,13,0,15,10,9,0,3,7,53,6,4,12,19,7,5,0,9,64,0,4,13,13,12,6,7,4,53,6,3,5,9,7,0,0,6,44,10,4,17,17,10,3,4,5,76,184,64,197,152,78,27,28,53,776
UCL215062,95,3,0,0,0,0,0,9,104,65,17,4,3,0,0,0,6,96,40,19,19,0,6,0,0,3,88,22,18,30,15,6,0,0,3,98,17,16,22,29,6,0,0,6,86,3,10,25,31,7,0,3,8,94,16,15,35,22,16,4,3,4,111,11,4,42,42,16,5,3,5,121,13,9,33,29,18,0,3,17,119,9,6,34,31,19,4,3,15,126,14,16,41,46,28,8,3,8,170,10,9,27,28,28,7,11,14,127,5,3,19,21,24,14,9,8,110,7,5,14,23,14,10,15,9,96,3,4,21,20,20,14,12,7,110,339,153,369,337,211,70,58,116,1647
UCL215063,40,0,0,0,0,0,0,11,51,24,6,0,3,0,0,0,3,35,14,9,11,0,3,0,0,0,37,7,8,10,13,3,0,0,4,42,5,3,13,10,3,0,0,3,38,3,5,12,10,7,4,0,3,40,7,3,19,20,7,3,6,4,59,5,3,24,22,5,7,0,7,71,6,6,26,26,10,0,0,15,83,11,8,25,16,5,5,0,8,81,9,4,18,24,9,0,0,5,70,9,3,20,34,13,0,0,12,92,0,3,11,19,9,0,6,12,60,3,0,4,8,11,3,3,4,38,3,0,9,10,13,3,5,8,59,147,67,201,220,92,36,25,88,870
UCL215064,15,0,0,0,0,0,0,3,21,11,0,0,0,0,0,0,5,18,14,3,0,0,0,0,0,0,18,4,3,7,3,0,0,0,0,19,4,3,5,6,0,3,0,3,20,3,4,8,5,0,0,0,0,28,3,3,11,0,6,0,0,5,29,3,0,12,11,3,0,0,3,36,0,0,8,8,0,5,0,4,34,6,3,14,16,10,0,0,3,48,4,3,11,16,3,3,3,5,52,3,0,3,8,9,3,3,4,27,0,0,0,9,4,4,0,0,18,0,0,6,7,8,3,3,3,32,7,0,10,10,14,6,8,0,52,77,23,98,98,62,36,20,43,454
UCL215065,46,0,0,0,0,0,0,8,65,30,7,4,0,0,0,0,6,43,25,12,8,4,0,0,0,0,51,19,15,15,13,0,0,0,3,61,9,8,22,7,4,3,3,0,55,13,12,28,11,3,0,0,7,73,14,6,37,17,11,3,3,6,93,15,10,42,17,3,0,3,4,98,24,20,37,33,15,0,3,11,130,41,17,65,25,13,0,0,11,170,29,26,75,49,20,0,0,23,220,13,5,64,48,23,3,0,14,168,13,6,41,33,17,11,0,17,134,6,4,21,26,8,7,3,9,86,9,9,23,15,10,11,3,25,104,298,161,472,295,120,36,25,145,1545
UCL215066,80,0,0,0,0,0,0,12,87,31,0,0,0,0,0,0,4,38,32,4,4,0,0,0,0,6,42,21,16,9,6,0,0,0,5,58,12,10,19,9,0,0,0,3,56,12,6,34,25,5,0,0,7,99,13,11,37,24,7,3,0,5,98,27,14,44,26,14,0,0,9,132,21,18,47,35,9,0,0,13,145,28,11,81,35,15,4,0,7,182,20,17,89,68,17,6,0,18,236,19,14,73,60,20,6,3,12,207,17,4,37,40,32,6,12,15,163,6,3,24,36,13,5,7,10,102,7,12,24,22,15,11,10,14,109,346,147,520,377,154,43,32,139,1763
UCL215067,43,0,0,0,0,0,0,10,52,23,8,6,0,0,0,0,0,34,46,3,6,0,0,0,0,4,68,22,20,21,3,9,0,0,5,78,10,13,35,22,3,0,0,9,91,15,11,24,20,3,4,0,4,90,15,12,32,21,7,0,0,7,89,14,12,34,23,6,3,0,9,93,16,11,34,30,6,3,3,12,116,17,15,42,33,14,8,4,10,141,18,9,47,34,14,10,0,13,146,8,8,28,35,16,5,3,10,109,7,5,16,18,21,8,0,8,86,0,3,13,11,17,3,5,10,63,8,3,20,19,6,6,10,17,99,260,137,369,274,116,52,32,118,1356
UCL215068,79,0,0,0,0,0,0,17,94,60,7,0,0,0,0,0,4,78,25,15,21,12,3,0,0,10,88,23,22,23,9,9,0,0,7,95,12,4,26,14,11,8,0,4,81,11,8,29,9,10,7,3,4,79,6,9,38,23,3,3,3,8,95,8,10,27,13,6,3,4,7,84,6,3,40,21,14,0,4,12,97,5,15,35,23,9,4,0,13,105,6,6,26,26,15,3,0,20,102,7,3,13,16,9,3,3,6,63,3,3,10,21,13,7,4,14,70,5,3,11,3,7,0,6,18,60,3,3,14,16,16,4,11,20,86,261,115,305,198,130,46,45,176,1273
UCL215069,116,0,0,0,0,0,0,10,124,83,0,0,0,0,0,0,3,86,56,13,6,3,0,0,0,0,78,19,24,22,12,3,0,0,0,81,14,14,26,22,9,0,0,3,83,14,20,49,28,12,3,0,9,136,18,14,75,28,8,0,0,5,161,15,18,55,37,5,3,0,3,140,11,14,44,25,12,3,0,7,108,4,5,52,32,9,3,0,4,111,5,9,24,33,6,5,0,3,88,3,0,11,18,3,4,0,0,48,6,3,5,7,7,5,0,3,41,0,0,6,10,3,0,0,0,17,0,0,5,11,0,0,0,0,21,373,131,384,247,82,29,4,59,1305
UCL215070,39,0,0,0,0,0,0,17,49,42,10,5,0,0,0,0,15,69,42,16,17,5,0,0,0,19,105,25,16,6,12,0,4,3,13,80,6,8,16,9,4,4,0,10,68,3,9,9,13,3,3,0,9,55,7,9,8,9,3,0,5,14,56,5,3,17,5,8,0,3,14,62,9,5,15,10,8,3,3,20,73,6,10,11,11,10,4,0,12,64,7,7,16,11,6,3,3,5,55,0,0,7,0,4,3,7,6,28,3,4,3,4,9,0,5,7,34,0,0,0,7,3,3,0,4,17,3,0,3,3,11,4,3,12,39,199,99,135,106,63,42,36,170,860
UCL215071,72,0,0,0,0,0,0,3,77,39,12,3,0,0,0,0,3,56,25,8,10,9,3,0,0,3,55,11,10,23,11,0,0,0,7,64,10,14,15,10,5,0,0,0,55,14,9,15,22,9,4,3,3,72,10,3,19,19,13,3,3,4,72,9,7,35,34,13,0,0,7,107,10,5,24,28,13,3,0,3,84,7,5,36,34,11,3,3,6,105,9,3,37,20,13,3,3,3,99,8,3,30,25,21,9,5,10,105,11,0,18,19,11,8,5,8,83,3,4,12,18,14,0,14,11,65,5,0,15,22,16,3,14,22,88,240,78,292,269,133,43,46,94,1193
UCL215072,109,0,0,0,0,0,0,19,125,66,6,10,0,0,0,0,10,92,42,12,17,9,0,0,0,9,86,34,22,36,17,9,0,0,3,110,13,13,50,21,11,0,0,8,119,22,14,61,44,8,0,3,10,167,13,15,58,32,19,4,3,14,148,14,16,55,31,17,8,4,10,148,16,12,48,27,13,7,6,9,137,10,7,36,34,16,5,0,12,122,12,5,48,28,10,9,3,3,119,6,3,24,20,3,0,0,5,66,0,3,9,14,6,4,0,3,39,3,0,3,4,3,3,0,0,19,0,0,4,6,0,3,0,3,22,367,135,446,282,117,41,19,119,1527
UCL215073,25,0,0,0,0,0,0,9,35,18,3,0,0,0,0,0,3,26,22,15,8,0,3,0,0,6,50,16,6,10,9,3,0,0,0,43,7,5,10,10,3,0,0,5,39,7,7,9,3,3,0,0,3,25,8,0,4,13,3,0,0,0,36,3,6,19,8,0,0,3,4,41,7,8,13,10,14,3,0,3,54,5,3,13,10,8,0,0,5,54,8,0,14,4,4,5,0,3,40,3,0,10,9,4,5,0,0,35,0,0,5,0,8,0,0,3,15,0,0,0,0,7,0,0,3,13,0,0,0,0,0,0,4,0,8,118,54,114,82,61,19,11,44,510
UCL215074,54,0,0,0,0,0,0,4,60,29,0,3,0,0,0,0,3,36,29,9,13,0,0,0,0,3,52,8,18,8,8,0,0,0,4,46,8,11,28,9,0,3,0,0,63,11,6,23,14,9,3,0,3,67,3,4,31,16,0,3,0,3,72,11,6,31,19,9,3,0,3,84,13,16,26,20,3,0,0,0,75,12,8,29,23,14,3,3,12,102,5,4,25,24,13,0,3,3,81,5,0,16,9,14,0,3,8,61,3,0,7,7,10,4,4,0,39,3,0,8,9,0,4,5,7,32,3,7,7,3,8,5,0,17,48,204,95,245,166,78,31,17,84,919
UCL215075,22,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,21,16,9,7,3,0,0,0,0,35,3,3,11,7,0,0,0,3,25,3,0,18,8,0,0,0,3,36,0,5,8,3,3,0,0,3,25,7,4,13,11,0,3,0,3,38,11,8,18,9,9,0,0,3,59,3,9,14,12,4,3,0,5,52,3,4,31,16,8,0,0,6,68,3,0,20,13,3,0,3,4,45,3,3,10,3,8,0,0,0,27,3,0,3,7,3,3,3,0,26,6,0,10,5,4,5,0,0,30,120,52,165,103,43,11,8,33,536
UCL215076,57,0,0,0,0,0,0,3,62,45,5,3,0,0,0,0,0,53,30,6,11,4,0,0,0,0,57,18,9,25,4,0,0,0,0,51,15,7,22,12,5,0,0,0,66,7,3,34,15,0,0,0,4,67,8,9,27,15,3,3,0,0,60,6,3,22,13,9,3,0,3,64,4,5,20,15,6,0,0,0,56,0,3,20,17,7,4,0,0,52,5,3,15,4,3,0,0,0,30,0,0,10,8,3,0,0,0,24,0,4,0,3,0,5,0,0,14,0,0,0,4,3,0,0,0,10,0,0,0,3,0,0,0,0,4,193,66,216,132,43,17,3,16,684
UCL215077,42,0,0,0,0,0,0,7,46,30,6,0,0,0,0,0,3,43,15,11,11,7,0,0,0,6,56,10,8,7,11,0,0,0,5,38,11,3,10,5,3,0,0,0,34,14,9,26,13,0,0,0,3,61,6,10,16,10,9,0,0,0,53,12,3,29,20,11,0,0,3,76,11,6,15,16,14,3,3,8,74,10,7,27,27,3,4,3,4,83,8,5,24,24,11,4,0,0,87,7,3,29,17,6,4,3,7,77,7,0,13,16,9,3,8,6,63,0,4,7,11,4,8,3,3,44,11,3,11,13,9,5,7,15,71,190,82,226,189,92,35,33,71,921
UCL215078,46,0,0,0,0,0,0,10,57,29,3,7,0,0,0,0,0,40,35,9,4,4,0,0,0,7,61,5,15,20,16,5,0,3,0,63,7,11,14,20,3,0,0,3,62,0,10,19,6,3,0,0,3,46,4,4,17,15,6,3,0,5,50,15,7,16,20,3,3,0,3,57,7,8,20,18,10,3,3,3,66,9,3,21,14,7,3,3,5,70,4,6,19,19,7,3,0,7,69,3,0,9,8,5,4,0,4,47,3,4,4,17,3,3,3,4,44,0,0,7,6,3,3,0,3,23,4,3,6,4,0,0,0,0,16,180,71,184,155,64,34,16,64,766
UCL215079,84,0,0,0,0,0,0,16,99,56,7,8,0,3,0,0,13,85,56,27,27,3,4,0,0,8,125,21,21,32,9,6,3,0,7,103,25,10,35,15,8,4,0,8,110,15,18,47,28,14,0,0,16,137,18,8,39,35,8,0,3,11,126,19,18,40,37,14,3,0,8,144,13,9,46,32,14,5,3,13,134,14,8,50,42,19,9,0,17,153,10,5,31,32,19,4,3,11,108,3,10,37,30,23,3,0,14,111,9,4,21,28,18,6,7,8,99,4,3,11,15,19,8,8,14,69,7,3,13,19,15,6,11,30,97,344,155,426,318,180,61,40,184,1697
UCL215080,41,0,0,0,0,0,0,8,50,33,3,3,0,0,0,0,0,42,20,13,9,7,0,0,0,3,43,9,7,12,15,3,0,0,3,54,8,8,16,8,4,3,3,6,48,9,3,17,18,3,0,0,5,59,11,5,12,8,5,0,3,4,55,12,9,23,14,8,3,0,9,78,3,10,30,19,8,0,3,9,83,10,0,16,18,13,3,4,11,73,6,3,16,15,9,0,5,12,68,3,10,6,16,9,9,4,7,57,5,0,7,13,14,5,12,14,73,3,0,0,9,5,7,11,6,49,6,3,3,6,5,4,15,12,56,178,65,173,162,92,36,58,108,881
UCL215081,29,0,0,0,0,0,0,8,39,23,7,0,0,0,0,0,0,33,9,4,16,3,0,0,0,3,43,10,8,8,5,3,0,0,4,35,3,0,4,6,8,0,0,0,21,6,3,11,7,3,0,0,3,42,0,0,13,13,3,3,0,0,36,3,7,8,12,7,0,0,0,37,5,3,13,14,4,3,0,3,42,0,3,19,7,3,3,0,0,36,3,0,8,7,7,0,0,0,39,0,0,6,3,3,4,0,0,21,3,0,6,7,5,0,3,0,29,0,0,7,9,4,8,0,3,28,5,6,10,13,9,0,0,3,46,103,42,131,128,58,31,10,38,545
UCL215082,24,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,18,13,0,4,0,0,0,0,0,24,10,8,24,12,0,0,0,3,52,3,6,14,8,3,0,0,3,47,3,10,15,12,4,0,0,0,42,0,0,12,4,6,0,0,0,28,4,4,8,8,0,0,3,3,31,0,3,10,5,0,0,0,0,23,8,3,7,8,4,0,0,0,29,0,4,5,6,5,0,0,0,32,0,0,3,4,0,0,0,0,9,0,3,3,4,0,0,0,0,12,0,0,0,3,0,0,0,0,5,0,0,0,5,3,0,0,0,9,84,50,113,78,30,7,3,30,388
UCL215083,74,0,0,0,0,0,0,20,95,65,5,3,0,0,0,0,7,88,63,19,20,4,0,0,0,7,115,34,17,42,13,8,0,0,8,115,22,15,35,31,3,4,0,10,126,16,13,34,20,7,7,0,13,118,9,11,40,29,10,3,0,3,104,5,10,23,28,12,3,0,7,82,12,8,44,22,12,0,0,12,115,9,4,27,32,16,0,0,11,110,3,10,40,37,15,3,3,15,117,3,3,23,17,12,8,0,7,73,0,4,24,19,10,9,3,11,74,3,0,8,10,18,0,10,8,55,0,3,9,14,26,10,6,7,72,323,129,372,282,147,46,27,145,1474
UCL215084,47,0,0,0,0,0,0,6,56,38,4,0,0,0,0,0,0,46,30,4,9,3,0,0,0,0,49,5,11,13,6,0,0,0,3,37,5,7,21,11,3,0,0,6,60,5,4,24,15,3,0,0,5,59,4,5,18,15,3,9,0,4,61,6,0,28,17,3,0,4,3,62,8,3,20,19,8,0,0,6,65,3,6,10,13,3,0,0,3,39,3,3,21,10,9,0,3,3,54,0,4,5,5,3,0,0,0,18,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,157,55,180,116,40,14,9,46,616
UCL215085,37,0,0,0,0,0,0,11,50,31,0,0,0,0,0,0,0,38,19,8,8,0,0,0,0,7,38,10,7,7,3,0,0,0,3,31,9,13,15,8,3,0,0,7,45,18,16,19,15,5,0,0,4,77,21,8,19,14,3,0,0,7,79,16,20,18,14,7,3,4,11,94,10,9,24,25,11,0,0,12,86,12,9,22,12,8,4,0,11,83,7,10,24,13,6,0,0,4,77,5,4,12,32,0,0,0,9,67,6,3,4,4,7,3,3,0,32,0,0,8,5,3,0,3,0,23,0,3,4,5,3,0,5,0,24,215,106,195,144,57,15,16,87,841
UCL215086,51,0,0,0,0,0,0,5,60,32,9,0,3,0,0,0,3,56,19,14,8,5,0,0,0,10,59,14,8,6,11,4,0,0,8,53,10,5,20,12,5,0,0,5,54,5,7,17,11,8,0,0,3,51,9,7,25,15,12,3,3,3,73,13,9,30,13,3,3,0,6,82,11,4,28,26,12,0,0,6,92,4,5,28,26,11,0,0,7,78,9,11,27,16,20,4,0,13,94,4,7,14,14,14,3,4,7,71,3,3,13,20,11,4,0,7,54,0,3,12,10,4,3,4,7,48,4,3,11,18,15,8,3,32,91,193,89,230,196,113,37,23,129,1010
UCL215087,119,0,0,0,0,0,0,11,131,93,5,0,0,0,0,0,8,107,54,13,12,3,0,0,0,10,90,36,16,37,15,3,0,0,3,111,9,20,40,23,4,0,0,8,108,21,9,61,42,16,0,3,12,172,21,19,59,22,16,0,3,14,148,7,10,53,33,4,7,0,10,125,8,10,30,30,14,3,0,8,97,11,14,35,37,16,0,0,3,117,9,6,30,33,15,0,0,15,108,5,10,38,19,17,6,0,9,108,4,0,14,16,18,7,3,4,63,6,12,25,22,9,5,9,4,82,5,12,23,11,12,8,8,12,91,398,147,454,308,146,39,27,137,1660
UCL215088,36,0,0,0,0,0,0,0,32,24,8,0,0,0,0,0,3,35,18,7,4,3,0,0,0,4,32,16,6,16,5,0,0,0,9,53,13,11,9,6,3,0,0,3,47,5,9,13,12,0,4,0,5,45,3,13,12,11,11,0,0,4,49,10,6,23,8,4,3,0,7,65,7,6,23,15,8,3,3,4,67,3,3,20,15,13,3,3,6,71,3,0,15,14,3,5,0,5,49,3,3,8,11,8,3,0,4,39,3,0,5,4,5,3,3,3,37,0,0,3,8,6,0,4,9,30,3,0,9,13,12,0,8,10,52,158,76,164,116,69,30,18,65,711
